거래ID,고객ID,거래일,거래금액,카테고리,결제방법
T000515,C00936,2023-07-20,328333.0,뷰티,현금
T000516,C01523,2023-06-08,175205.0,의류,카드
T000517,C00625,2023-08-24,195711.0,전자,간편결제
T000518,C00285,2023-07-16,57438.0,뷰티,카드
T000519,C01505,2023-03-21,170684.0,전자,카드
T000520,C00129,2023-10-18,435073.0,의류,카드
T000521,C01371,2023-09-05,69520.0,뷰티,카드
T000522,C01446,2023-01-10,447588.0,의류,현금
T000523,C01325,2024-06-17,458894.0,식품,카드
T000524,C01373,2023-10-26,54551.0,의류,카드
T000525,C01217,2023-08-19,107516.0,생활,카드
T000526,C00467,2023-02-20,60414.0,뷰티,카드
T000527,C00533,2023-05-25,1143.0,식품,카드
T000528,C00200,2023-10-16,415186.0,전자,카드
T000529,C00384,2023-11-03,74019.0,의류,현금
T000530,C00226,2023-06-22,15584.0,생활,카드
T000531,C01951,2023-03-08,13616.0,식품,현금
T000532,C00597,2023-08-07,82240.0,의류,카드
T000533,C00266,2023-02-19,5713.0,뷰티,현금
T000534,C00839,2024-06-18,141924.0,의류,카드
T000535,C00164,2023-03-02,133232.0,식품,카드
T000536,C01934,2023-06-06,83577.0,의류,카드
T000537,C01575,2023-10-17,288239.0,생활,카드
T000538,C00364,2023-11-16,154112.0,식품,간편결제
T000539,C00250,2023-04-10,120457.0,뷰티,간편결제
T000540,C00969,2023-01-10,26421.0,뷰티,카드
T000541,C00492,2024-05-18,396811.0,뷰티,간편결제
T000542,C01543,2023-01-04,8778.0,의류,간편결제
T000543,C01562,2023-04-12,291618.0,생활,카드
T000544,C01195,2023-06-30,248261.0,식품,현금
T000545,C01409,2023-08-11,86057.0,의류,카드
T000546,C01329,2023-10-24,12343.0,식품,간편결제
T000547,C01421,2023-02-03,12928.0,전자,간편결제
T000548,C01838,2024-03-26,374900.0,뷰티,카드
T000549,C00043,2023-12-21,444214.0,생활,현금
T000550,C00075,2024-01-21,325132.0,의류,간편결제
T000551,C01012,2023-12-18,110506.0,생활,카드
T000552,C00386,2023-08-12,269734.0,뷰티,카드
T000553,C00081,2024-02-10,235845.0,생활,간편결제
T000554,C01811,2023-03-30,74374.0,전자,간편결제
T000555,C00340,2023-01-05,297854.0,전자,간편결제
T000556,C01390,2024-06-05,317741.0,식품,간편결제
T000557,C00418,2023-10-29,293596.0,뷰티,현금
T000558,C00960,2023-04-07,97235.0,생활,카드
T000559,C01694,2024-06-01,100609.0,의류,카드
T000560,C00987,2023-06-24,172796.0,의류,간편결제
T000561,C01104,2024-04-03,341260.0,전자,현금
T000562,C01828,2023-03-16,,의류,카드
T000563,C01779,2024-01-12,452600.0,전자,카드
T000564,C00119,2024-04-02,162400.0,식품,간편결제
T000565,C00967,2023-02-09,253571.0,식품,간편결제
T000566,C00475,2023-06-20,10475.0,뷰티,간편결제
T000567,C00318,2023-02-20,459743.0,식품,현금
T000568,C01659,2023-07-31,46755.0,의류,카드
T000569,C00482,2024-02-24,183452.0,식품,간편결제
T000570,C00943,2023-11-29,491434.0,전자,현금
T000571,C00468,2024-02-29,255307.0,생활,카드
T000572,C01900,2023-06-14,,뷰티,간편결제
T000573,C01008,2023-10-01,143069.0,생활,카드
T000574,C01063,2023-06-18,298717.0,의류,간편결제
T000575,C01844,2023-07-18,137555.0,의류,카드
T000576,C01117,2023-07-24,299714.0,의류,카드
T000577,C00055,2023-04-14,163890.0,식품,카드
T000578,C00410,2023-07-26,274365.0,전자,간편결제
T000579,C00201,2023-04-06,250188.0,생활,카드
T000580,C00605,2023-08-01,176259.0,뷰티,카드
T000581,C00964,2024-02-06,141829.0,전자,카드
T000582,C00762,2023-12-20,376499.0,전자,간편결제
T000583,C00924,2023-08-25,180798.0,식품,간편결제
T000584,C01111,2023-03-13,106289.0,전자,카드
T000585,C00536,2023-04-06,258455.0,의류,카드
T000586,C01936,2023-09-27,198249.0,생활,간편결제
T000587,C01330,2023-07-08,156093.0,전자,카드
T000588,C01154,2024-03-05,135946.0,식품,카드
T000589,C01907,2024-01-29,202525.0,식품,간편결제
T000590,C01500,2023-10-02,106524.0,생활,간편결제
T000591,C01575,2023-12-16,278901.0,뷰티,카드
T000592,C01851,2024-06-27,305152.0,생활,간편결제
T000593,C00020,2023-06-08,225705.0,전자,간편결제
T000594,C00001,2023-04-17,477875.0,생활,카드
T000595,C01942,2023-05-04,223177.0,생활,카드
T000596,C01617,2023-02-16,303086.0,전자,간편결제
T000597,C01141,2023-07-29,6638.0,식품,간편결제
T000598,C00313,2023-11-05,11342.0,뷰티,간편결제
T000599,C01499,2023-10-02,229188.0,뷰티,현금
T000600,C01012,2023-03-23,294252.0,생활,간편결제
T000601,C01017,2023-09-07,490176.0,뷰티,간편결제
T000602,C00117,2023-08-08,21911.0,생활,카드
T000603,C00365,2023-01-15,464036.0,생활,카드
T000604,C00223,2023-09-09,233412.0,생활,카드
T000605,C01184,2023-09-28,64072.0,전자,카드
T000606,C00667,2023-06-06,65667.0,전자,간편결제
T000607,C01461,2023-08-30,202662.0,뷰티,현금
T000608,C01383,2023-01-19,471262.0,생활,현금
T000609,C00322,2023-02-14,146068.0,식품,카드
T000610,C00207,2024-05-27,344745.0,생활,카드
T000611,C00663,2023-05-17,105406.0,생활,카드
T000612,C00595,2023-05-21,192786.0,생활,카드
T000613,C01263,2023-05-17,54144.0,생활,현금
T000614,C01663,2023-04-25,109153.0,뷰티,카드
T000615,C01675,2023-10-15,123119.0,생활,카드
T000616,C00679,2023-04-24,150985.0,뷰티,카드
T000617,C01546,2024-03-01,472246.0,생활,카드
T000618,C00499,2024-01-09,380895.0,생활,간편결제
T000619,C00277,2024-02-11,215576.0,전자,현금
T000620,C00841,2023-09-24,275616.0,생활,카드
T000621,C01284,2023-03-16,258840.0,식품,카드
T000622,C00284,2023-05-14,101364.0,전자,현금
T000623,C01996,2024-04-17,491325.0,전자,간편결제
T000624,C01410,2023-05-09,447109.0,의류,간편결제
T000625,C00099,2023-11-13,412596.0,의류,간편결제
T000626,C00086,2023-07-25,126939.0,식품,간편결제
T000627,C00670,2024-03-18,288637.0,뷰티,간편결제
T000628,C01634,2023-06-27,89851.0,생활,현금
T000629,C01587,2023-05-27,358292.0,식품,카드
T000630,C01730,2023-03-11,318689.0,의류,간편결제
T000631,C01915,2023-06-28,79207.0,전자,카드
T000632,C00960,2024-01-01,252851.0,뷰티,현금
T000633,C00430,2023-03-22,164541.0,식품,카드
T000634,C01413,2023-04-16,48095.0,전자,간편결제
T000635,C00691,2023-10-18,268554.0,의류,카드
T000636,C01795,2023-03-06,26672.0,의류,카드
T000637,C00949,2023-12-28,339672.0,식품,간편결제
T000638,C00144,2023-03-01,349946.0,전자,카드
T000639,C00345,2023-01-25,233276.0,생활,카드
T000640,C00804,2024-06-28,,식품,간편결제
T000641,C00695,2023-01-05,82093.0,뷰티,간편결제
T000642,C01032,2023-08-27,281113.0,의류,카드
T000643,C01185,2023-01-10,478713.0,뷰티,카드
T000644,C00958,2024-03-13,183478.0,생활,카드
T000645,C00362,2023-02-03,296784.0,전자,간편결제
T000646,C01324,2023-07-27,21958.0,뷰티,카드
T000647,C00067,2024-02-05,281092.0,식품,간편결제
T000648,C01934,2023-03-29,108184.0,뷰티,카드
T000649,C00441,2023-08-09,79473.0,뷰티,카드
T000650,C01406,2024-06-01,245404.0,식품,카드
T000651,C01431,2024-05-06,203653.0,의류,현금
T000652,C01434,2023-09-22,448341.0,의류,카드
T000653,C00244,2024-02-11,174110.0,식품,카드
T000654,C00506,2023-07-12,475576.0,뷰티,간편결제
T000655,C00931,2023-08-02,286373.0,의류,카드
T000656,C00256,2023-01-24,312477.0,뷰티,간편결제
T000657,C01627,2024-04-07,343080.0,생활,카드
T000658,C01733,2023-02-23,43447.0,의류,카드
T000659,C00615,2023-07-21,9261.0,의류,간편결제
T000660,C01123,2023-12-31,383499.0,의류,현금
T000661,C01995,2023-05-13,178368.0,뷰티,카드
T000662,C01921,2024-02-04,251011.0,식품,간편결제
T000663,C01130,2023-02-16,283462.0,생활,간편결제
T000664,C00563,2023-08-13,148781.0,의류,현금
T000665,C00630,2023-06-19,129767.0,식품,간편결제
T000666,C00836,2024-06-29,110839.0,의류,카드
T000667,C01308,2023-10-11,22079.0,뷰티,카드
T000668,C00697,2023-02-18,216677.0,식품,카드
T000669,C00623,2023-03-03,408476.0,생활,카드
T000670,C00228,2024-01-05,492951.0,의류,카드
T000671,C01392,2023-06-23,337529.0,전자,현금
T000672,C01654,2023-03-23,282459.0,의류,카드
T000673,C00837,2024-03-26,342725.0,생활,간편결제
T000674,C00672,2023-06-14,246895.0,전자,카드
T000675,C00067,2023-10-29,73011.0,식품,간편결제
T000676,C01712,2024-03-07,274068.0,생활,현금
T000677,C00640,2023-06-10,66768.0,전자,카드
T000678,C00686,2023-06-22,197759.0,전자,카드
T000679,C00865,2023-06-24,60959.0,전자,간편결제
T000680,C00669,2023-06-30,189040.0,의류,카드
T000681,C01534,2023-01-15,51619.0,뷰티,간편결제
T000682,C01516,2023-04-14,83004.0,생활,간편결제
T000683,C00451,2023-07-28,223775.0,생활,간편결제
T000684,C01093,2023-10-21,180453.0,의류,간편결제
T000685,C00216,2023-05-18,499634.0,식품,카드
T000686,C00179,2024-02-23,227583.0,의류,간편결제
T000687,C01760,2023-08-27,179912.0,식품,카드
T000688,C00056,2023-03-19,19152.0,전자,간편결제
T000689,C01141,2023-03-26,124518.0,전자,간편결제
T000690,C00755,2024-06-27,46080.0,뷰티,카드
T000691,C00325,2024-02-13,358100.0,전자,간편결제
T000692,C00609,2023-05-08,5551.0,전자,카드
T000693,C01200,2023-02-19,15648.0,식품,카드
T000694,C00054,2024-05-11,269732.0,의류,간편결제
T000695,C01345,2023-06-27,268508.0,생활,간편결제
T000696,C00568,2023-06-11,476651.0,의류,간편결제
T000697,C01364,2023-02-05,37459.0,식품,간편결제
T000698,C01177,2024-04-10,431421.0,생활,현금
T000699,C01508,2024-03-29,137290.0,전자,간편결제
T000700,C01859,2023-09-22,57301.0,식품,간편결제
T000701,C00686,2023-11-30,221947.0,뷰티,간편결제
T000702,C00786,2023-07-21,247543.0,식품,카드
T000703,C00579,2023-02-21,157375.0,생활,카드
T000704,C00669,2023-05-30,40123.0,생활,카드
T000705,C00722,2024-06-24,36629.0,뷰티,카드
T000706,C00457,2023-06-24,230599.0,의류,간편결제
T000707,C00458,2023-11-30,407367.0,의류,간편결제
T000708,C01321,2023-12-07,53564.0,생활,카드
T000709,C00907,2023-10-11,333064.0,식품,간편결제
T000710,C01190,2023-11-19,492043.0,의류,간편결제
T000711,C00136,2023-07-06,225180.0,생활,현금
T000712,C00127,2024-04-12,350257.0,의류,카드
T000713,C00239,2024-04-30,67282.0,식품,카드
T000714,C01217,2023-06-25,128143.0,의류,간편결제
T000715,C01734,2023-09-29,104664.0,생활,간편결제
T000716,C01757,2023-03-31,39473.0,식품,현금
T000717,C01774,2023-07-31,194623.0,의류,간편결제
T000718,C00327,2023-04-09,282749.0,식품,간편결제
T000719,C01603,2023-08-09,107624.0,전자,간편결제
T000720,C01161,2023-08-14,410160.0,생활,카드
T000721,C01211,2024-06-24,17802.0,전자,카드
T000722,C00773,2023-12-03,299089.0,식품,간편결제
T000723,C01052,2023-10-27,424019.0,의류,카드
T000724,C00260,2023-10-21,247253.0,전자,현금
T000725,C01331,2023-04-29,56090.0,의류,현금
T000726,C00105,2023-07-26,405414.0,생활,카드
T000727,C00065,2023-02-03,42629.0,생활,간편결제
T000728,C00489,2023-04-02,113421.0,생활,카드
T000729,C01586,2023-02-28,154936.0,식품,간편결제
T000730,C00178,2023-01-12,4845.0,의류,간편결제
T000731,C01515,2024-05-02,309917.0,전자,간편결제
T000732,C00597,2024-06-29,106536.0,전자,간편결제
T000733,C01178,2023-03-17,52396.0,전자,카드
T000734,C01765,2024-06-01,458662.0,뷰티,간편결제
T000735,C00718,2023-02-21,45535.0,뷰티,간편결제
T000736,C01832,2023-06-05,125322.0,식품,간편결제
T000737,C01256,2023-03-18,33351.0,뷰티,카드
T000738,C00762,2023-08-26,227558.0,뷰티,현금
T000739,C00291,2024-01-07,25936.0,뷰티,간편결제
T000740,C01230,2023-11-06,76899.0,의류,간편결제
T000741,C01004,2024-04-11,209584.0,전자,카드
T000742,C00944,2023-03-29,264120.0,뷰티,카드
T000743,C00496,2023-07-28,167182.0,전자,간편결제
T000744,C01045,2023-07-24,408475.0,생활,간편결제
T000745,C01294,2023-04-05,6701.0,의류,간편결제
T000746,C00897,2023-11-11,36592.0,뷰티,현금
T000747,C00450,2023-08-19,16336.0,뷰티,간편결제
T000748,C00068,2023-06-10,286248.0,전자,현금
T000749,C01336,2023-09-06,9283.0,전자,카드
T000750,C00445,2023-06-25,157740.0,뷰티,카드
T000751,C01540,2023-10-01,453332.0,생활,현금
T000752,C01186,2023-01-08,421869.0,생활,카드
T000753,C01147,2023-01-06,254605.0,전자,간편결제
T000754,C00202,2023-01-28,274313.0,생활,간편결제
T000755,C01713,2023-06-04,62586.0,식품,카드
T000756,C01409,2024-06-09,461019.0,뷰티,카드
T000757,C01181,2024-02-29,330190.0,전자,카드
T000758,C00979,2023-07-09,274814.0,전자,카드
T000759,C01467,2023-05-25,217064.0,뷰티,간편결제
T000760,C00193,2024-04-12,396735.0,식품,카드
T000761,C01097,2023-09-18,128769.0,전자,간편결제
T000762,C00857,2023-06-18,319552.0,식품,간편결제
T000763,C00842,2023-09-07,365455.0,식품,간편결제
T000764,C00688,2023-11-20,319093.0,의류,현금
T000765,C00409,2024-03-01,451449.0,전자,카드
T000766,C01639,2023-01-28,181379.0,전자,카드
T000767,C00124,2023-02-15,160701.0,식품,간편결제
T000768,C00613,2023-03-01,360747.0,생활,카드
T000769,C01063,2024-05-18,416736.0,뷰티,카드
T000770,C00957,2023-12-24,93133.0,전자,카드
T000771,C00879,2023-07-12,185390.0,전자,카드
T000772,C01461,2023-09-06,217990.0,식품,간편결제
T000773,C00366,2023-05-05,153072.0,식품,간편결제
T000774,C01179,2023-03-31,63816.0,의류,카드
T000775,C00443,2023-11-06,245143.0,생활,간편결제
T000776,C01043,2024-02-24,,식품,현금
T000777,C00942,2023-06-20,37118.0,뷰티,카드
T000778,C00405,2024-06-28,300563.0,식품,카드
T000779,C01390,2024-05-22,347908.0,의류,간편결제
T000780,C00488,2023-03-15,275840.0,식품,간편결제
T000781,C00415,2023-12-26,169815.0,뷰티,카드
T000782,C00504,2024-01-26,401820.0,전자,간편결제
T000783,C00188,2023-09-30,121837.0,의류,간편결제
T000784,C01137,2024-02-20,56458.0,생활,카드
T000785,C01847,2024-03-10,349195.0,뷰티,현금
T000786,C01731,2023-02-25,200794.0,뷰티,카드
T000787,C00130,2023-07-02,419539.0,전자,카드
T000788,C01964,2023-01-19,150878.0,의류,카드
T000789,C00255,2023-02-16,164106.0,의류,카드
T000790,C00174,2023-06-19,98047.0,생활,카드
T000791,C00812,2023-11-23,344228.0,생활,간편결제
T000792,C00940,2023-07-06,139690.0,의류,카드
T000793,C01777,2023-04-09,94895.0,의류,카드
T000794,C01161,2024-06-10,316550.0,생활,간편결제
T000795,C00282,2023-09-27,8821.0,전자,간편결제
T000796,C00119,2023-02-15,260892.0,전자,카드
T000797,C00475,2023-03-07,364531.0,뷰티,카드
T000798,C01411,2023-07-24,497166.0,전자,카드
T000799,C01574,2023-05-05,192000.0,생활,간편결제
T000800,C01381,2024-04-14,128526.0,전자,카드
T000801,C01195,2024-06-17,132167.0,생활,현금
T000802,C01890,2024-06-04,484857.0,식품,카드
T000803,C00799,2024-03-28,496735.0,의류,간편결제
T000804,C01905,2023-07-02,289008.0,뷰티,카드
T000805,C01475,2024-05-09,295920.0,전자,간편결제
T000806,C00908,2023-08-09,272163.0,식품,현금
T000807,C01360,2024-05-06,220159.0,전자,간편결제
T000808,C00957,2023-12-24,150612.0,식품,현금
T000809,C00546,2023-09-12,235276.0,뷰티,간편결제
T000810,C00005,2023-08-01,105099.0,생활,간편결제
T000811,C01007,2023-03-06,167064.0,전자,카드
T000812,C01929,2023-06-17,69062.0,뷰티,현금
T000813,C01534,2024-06-07,51073.0,의류,카드
T000814,C01282,2023-12-30,196942.0,식품,카드
T000815,C01152,2023-02-22,205901.0,뷰티,간편결제
T000816,C01391,2023-09-16,290764.0,뷰티,간편결제
T000817,C00042,2023-09-14,432208.0,식품,카드
T000818,C00895,2023-10-10,323143.0,의류,간편결제
T000819,C00517,2023-07-15,496648.0,뷰티,카드
T000820,C01599,2023-02-21,211501.0,식품,카드
T000821,C01630,2023-06-15,372514.0,의류,간편결제
T000822,C01335,2024-01-18,466255.0,의류,카드
T000823,C01925,2024-02-15,371014.0,식품,카드
T000824,C00719,2024-01-15,464995.0,생활,현금
T000825,C00572,2023-03-22,105189.0,식품,카드
T000826,C01806,2023-05-15,478633.0,뷰티,간편결제
T000827,C01799,2023-04-11,73306.0,식품,카드
T000828,C00984,2024-06-19,317854.0,뷰티,카드
T000829,C00792,2023-11-04,158703.0,의류,간편결제
T000830,C01429,2023-11-21,40359.0,생활,간편결제
T000831,C01604,2023-05-24,209233.0,의류,카드
T000832,C00665,2023-07-05,469330.0,생활,간편결제
T000833,C01951,2023-09-21,197283.0,전자,간편결제
T000834,C01059,2023-08-14,479146.0,뷰티,간편결제
T000835,C00156,2023-07-30,48506.0,전자,카드
T000836,C00569,2023-04-12,85034.0,식품,간편결제
T000837,C01459,2023-03-29,237716.0,생활,카드
T000838,C01357,2023-03-21,257043.0,식품,간편결제
T000839,C00585,2023-11-09,41890.0,뷰티,카드
T000840,C01823,2024-03-16,127886.0,의류,카드
T000841,C00550,2023-11-02,213251.0,전자,현금
T000842,C00347,2023-08-29,244291.0,전자,간편결제
T000843,C00834,2023-05-03,237444.0,식품,간편결제
T000844,C01790,2024-03-05,156846.0,의류,카드
T000845,C01563,2023-06-02,71340.0,뷰티,카드
T000846,C00852,2023-12-26,40701.0,의류,카드
T000847,C00093,2023-11-21,80819.0,식품,카드
T000848,C00521,2023-10-27,4091.0,의류,간편결제
T000849,C01615,2023-05-22,95547.0,전자,간편결제
T000850,C01198,2023-06-02,244135.0,생활,현금
T000851,C01074,2023-11-24,,의류,간편결제
T000852,C00718,2023-12-30,263844.0,식품,간편결제
T000853,C00949,2023-06-07,493625.0,생활,카드
T000854,C00193,2024-06-22,454290.0,식품,현금
T000855,C00319,2023-06-09,111651.0,생활,카드
T000856,C01341,2023-08-08,286811.0,뷰티,카드
T000857,C00854,2024-03-02,329526.0,생활,현금
T000858,C01801,2023-01-21,304141.0,의류,카드
T000859,C01221,2024-05-27,433562.0,뷰티,현금
T000860,C01777,2023-07-03,275389.0,전자,카드
T000861,C01019,2024-01-29,401456.0,생활,카드
T000862,C01123,2023-07-07,234989.0,생활,간편결제
T000863,C00522,2023-06-13,172977.0,의류,간편결제
T000864,C00820,2023-02-10,435911.0,생활,현금
T000865,C01128,2023-04-12,162974.0,전자,현금
T000866,C01866,2023-03-11,96356.0,의류,카드
T000867,C00324,2023-03-02,156661.0,식품,카드
T000868,C00437,2023-09-28,202057.0,의류,간편결제
T000869,C00495,2023-12-31,409970.0,생활,간편결제
T000870,C01457,2023-08-01,44664.0,생활,카드
T000871,C01340,2024-04-10,157720.0,생활,간편결제
T000872,C01109,2023-02-16,244574.0,의류,간편결제
T000873,C01730,2024-03-02,437568.0,뷰티,간편결제
T000874,C00813,2023-06-17,298360.0,생활,카드
T000875,C01107,2023-08-19,84341.0,식품,카드
T000876,C00140,2023-01-12,156272.0,전자,간편결제
T000877,C01143,2023-05-23,155790.0,뷰티,카드
T000878,C00534,2023-08-15,68746.0,생활,간편결제
T000879,C01839,2024-05-29,9057.0,뷰티,카드
T000880,C00403,2023-07-29,89735.0,뷰티,간편결제
T000881,C01492,2023-05-05,7235.0,전자,간편결제
T000882,C00921,2023-02-07,262851.0,뷰티,현금
