고객ID,연월,로그인횟수,서비스이용시간(분),문의횟수,불만횟수
C00060,2023-01,24,2213,0,1
C00060,2023-03,38,1620,2,1
C00060,2023-05,33,1823,0,0
C00060,2023-07,29,1378,0,2
C00060,2023-09,31,931,2,1
C00060,2023-10,28,1628,5,2
C00060,2023-11,33,1028,2,0
C00060,2023-12,19,662,5,1
C00060,2024-01,16,722,1,2
C00060,2024-02,18,1318,4,2
C00060,2024-04,14,248,4,2
C00060,2024-05,12,462,6,2
C00060,2024-06,0,187,7,3
C00061,2023-01,45,1547,0,0
C00061,2023-02,33,1206,2,0
C00061,2023-04,32,1712,0,0
C00061,2023-05,18,1955,2,1
C00061,2023-06,45,1651,0,0
C00061,2023-08,40,1431,1,1
C00061,2023-09,38,1716,2,1
C00061,2023-10,30,1020,0,0
C00061,2023-11,36,1336,1,0
C00061,2023-12,31,1656,0,1
C00061,2024-01,34,1379,3,1
C00061,2024-02,29,1817,1,1
C00061,2024-03,54,2266,3,0
C00061,2024-04,36,1572,1,1
C00061,2024-05,30,1162,1,0
C00061,2024-06,29,1501,1,0
C00062,2023-02,31,2318,0,0
C00062,2023-03,40,1362,4,0
C00062,2023-04,30,1139,1,0
C00062,2023-05,51,412,2,0
C00062,2023-07,51,1874,1,0
C00062,2023-09,27,1185,1,0
C00062,2023-10,38,1852,2,0
C00062,2023-11,36,1259,0,0
C00062,2023-12,51,1648,0,1
C00062,2024-02,43,1124,1,0
C00062,2024-03,42,1955,2,0
C00062,2024-04,25,1875,2,1
C00062,2024-05,33,1392,5,0
C00062,2024-06,27,1295,3,0
C00063,2023-01,34,1088,0,0
C00063,2023-02,49,1256,0,1
C00063,2023-04,49,2482,5,0
C00063,2023-06,38,1726,0,0
C00063,2023-07,18,915,0,0
C00063,2023-09,42,588,1,0
C00063,2023-10,31,889,2,1
C00063,2023-11,34,1555,3,2
C00063,2024-01,32,1606,0,2
C00063,2024-02,25,1160,1,0
C00063,2024-03,30,981,2,0
C00063,2024-05,40,1566,2,0
C00064,2023-03,54,2355,4,0
C00064,2023-04,32,1537,4,0
C00064,2023-05,34,1889,2,2
C00064,2023-06,37,993,3,0
C00064,2023-09,26,1241,2,2
C00064,2023-10,23,1502,6,3
C00064,2023-11,21,977,3,1
C00064,2024-02,9,794,3,2
C00064,2024-04,11,315,3,2
C00064,2024-05,7,578,4,3
C00064,2024-06,7,714,5,3
C00065,2023-01,24,1343,1,0
C00065,2023-02,58,1092,1,1
C00065,2023-03,27,1622,5,0
C00065,2023-04,34,1209,3,0
C00065,2023-06,31,1370,0,0
C00065,2023-07,25,1185,4,1
C00065,2023-08,32,1421,1,0
C00065,2023-11,37,2350,2,0
C00065,2023-12,24,1697,1,0
C00065,2024-01,17,1717,2,1
C00065,2024-02,40,1414,1,0
C00065,2024-03,23,1252,0,1
C00065,2024-04,33,1286,3,0
C00065,2024-05,41,2010,5,0
C00065,2024-06,22,2344,0,1
C00066,2023-01,21,1510,2,0
C00066,2023-02,33,1547,2,0
C00066,2023-03,44,1240,3,0
C00066,2023-04,34,1579,1,0
C00066,2023-05,31,2508,1,1
C00066,2023-06,32,879,1,0
C00066,2023-07,27,1052,1,1
C00066,2023-08,22,1389,4,0
C00066,2023-09,37,742,4,3
C00066,2023-10,36,1608,3,0
C00066,2023-11,23,1654,0,0
C00066,2023-12,34,2012,2,0
C00066,2024-01,28,1464,1,0
C00066,2024-02,39,1301,2,0
C00066,2024-04,35,1114,1,0
C00066,2024-05,39,2192,4,0
C00066,2024-06,29,2058,1,0
C00067,2023-01,31,1859,0,2
C00067,2023-03,44,1118,1,0
C00067,2023-05,41,2127,2,0
C00067,2023-06,36,1375,3,1
C00067,2023-07,39,1881,0,1
C00067,2023-08,34,1098,2,1
C00067,2023-09,26,1336,1,0
C00067,2023-10,35,1415,3,1
C00067,2023-11,45,1593,0,0
C00067,2023-12,31,1748,0,1
C00067,2024-01,16,1755,0,1
C00067,2024-03,38,1823,2,0
C00067,2024-04,45,1202,2,0
C00067,2024-05,39,1673,2,0
C00067,2024-06,27,2332,2,0
C00068,2023-01,36,1974,0,0
C00068,2023-02,31,1097,1,0
C00068,2023-03,35,1842,0,0
C00068,2023-04,26,2057,0,1
C00068,2023-05,47,956,2,1
C00068,2023-06,35,1909,0,0
C00068,2023-09,23,1160,0,0
C00068,2024-04,39,1501,2,0
C00068,2024-06,30,1597,0,0
C00069,2023-02,28,1720,4,0
C00069,2023-03,30,1333,0,1
C00069,2023-04,30,1878,0,0
C00069,2023-05,42,1393,1,0
C00069,2023-06,27,1046,2,1
C00069,2023-07,44,452,0,0
C00069,2023-09,36,1233,1,0
C00069,2023-10,32,2252,1,2
C00069,2023-12,33,1229,1,0
C00069,2024-01,30,1656,2,0
C00069,2024-02,48,1759,0,0
C00069,2024-03,38,1953,0,1
C00070,2023-02,45,1942,1,0
C00070,2023-03,35,1928,2,2
C00070,2023-08,42,1716,1,0
C00070,2023-09,27,1786,4,1
C00070,2023-10,20,1180,4,2
C00070,2023-11,21,1309,4,2
C00070,2023-12,25,1171,3,1
C00070,2024-01,23,863,1,2
C00070,2024-02,7,1382,3,2
C00070,2024-05,16,965,6,3
C00070,2024-06,17,793,8,3
C00071,2023-01,46,1715,0,2
C00071,2023-03,37,1658,2,2
C00071,2023-05,38,2089,7,1
C00071,2023-06,27,1363,3,2
C00071,2023-07,46,928,7,1
C00071,2023-08,10,1115,6,1
C00071,2023-09,18,952,7,1
C00071,2023-10,9,311,7,1
C00071,2024-02,14,744,3,3
C00071,2024-03,4,298,3,2
C00072,2023-02,29,1892,0,0
C00072,2023-04,31,1303,1,0
C00072,2023-05,18,1381,0,0
C00072,2023-07,31,1475,0,0
C00072,2023-08,35,748,3,1
C00072,2024-02,38,2314,1,0
C00072,2024-03,25,2159,3,1
C00072,2024-04,28,936,0,1
C00072,2024-05,23,1524,4,0
C00072,2024-06,28,1029,0,0
C00073,2023-03,31,1236,1,0
C00073,2023-08,50,1426,0,0
C00073,2023-09,36,1226,2,0
C00073,2023-10,40,1829,0,0
C00073,2024-02,44,1350,2,0
C00073,2024-03,44,1262,4,0
C00073,2024-05,34,1642,4,0
C00073,2024-06,32,1533,0,0
C00074,2023-04,58,2332,0,0
C00074,2023-06,34,1895,1,1
C00074,2023-08,32,1534,1,2
C00074,2023-09,37,1200,6,2
C00074,2023-10,12,779,4,3
C00074,2024-01,15,945,3,3
C00074,2024-02,15,895,4,3
C00074,2024-04,10,776,5,4
C00074,2024-06,7,589,5,4
C00075,2023-01,30,1835,2,0
C00075,2023-02,18,2372,0,0
C00075,2023-03,21,1353,1,0
C00075,2023-04,24,1101,3,0
C00075,2023-07,36,1695,4,0
C00075,2023-08,35,1975,0,1
C00075,2023-09,45,1183,5,0
C00075,2023-10,43,1448,1,0
C00075,2023-12,36,1395,2,0
C00075,2024-02,30,1862,1,0
C00075,2024-03,42,1653,3,1
C00075,2024-04,27,1065,1,1
C00075,2024-05,34,1823,0,0
C00075,2024-06,41,1104,3,0
C00076,2023-01,33,1120,3,0
C00076,2023-02,31,1853,2,0
C00076,2023-03,34,1149,1,0
C00076,2023-04,23,989,3,1
C00076,2023-05,55,2190,1,0
C00076,2023-06,44,1198,4,0
C00076,2023-08,41,2022,0,0
C00076,2023-09,28,899,3,0
C00076,2023-10,26,1244,2,0
C00076,2023-11,40,2043,0,0
C00076,2023-12,30,1576,2,1
C00076,2024-01,40,1032,2,1
C00076,2024-02,38,754,0,0
C00076,2024-03,28,2149,3,0
C00076,2024-04,38,1304,1,0
C00076,2024-05,32,1852,1,0
C00076,2024-06,39,1670,2,0
C00077,2023-02,37,1599,3,1
C00077,2023-03,26,750,2,1
C00077,2023-04,45,1333,3,0
C00077,2023-05,37,1332,3,0
C00077,2023-06,34,1294,1,1
C00077,2023-08,24,1534,1,0
C00077,2023-09,47,1091,0,0
C00077,2023-11,33,1758,1,1
C00077,2024-02,57,1436,3,0
C00077,2024-03,14,2061,3,2
C00077,2024-04,21,1938,2,0
C00077,2024-06,25,1413,0,0
C00078,2023-01,31,1796,2,0
C00078,2023-02,29,1330,2,0
C00078,2023-04,41,1803,4,0
C00078,2023-08,43,2158,0,2
C00078,2023-11,51,1422,0,0
C00078,2024-02,54,2522,0,0
C00078,2024-04,42,1620,2,1
C00078,2024-05,41,1444,2,0
C00079,2023-01,45,1789,5,1
C00079,2023-02,19,1312,4,1
C00079,2023-03,22,1499,2,0
C00079,2023-04,39,2123,2,0
C00079,2023-05,29,1014,0,0
C00079,2023-07,25,1509,0,0
C00079,2023-08,41,950,0,1
C00079,2023-09,27,1145,1,0
C00079,2023-10,31,1724,4,1
C00079,2023-11,33,1763,0,0
C00079,2023-12,38,1351,1,0
C00079,2024-01,24,1190,3,0
C00079,2024-04,43,1721,2,0
C00079,2024-05,37,1620,2,0
C00079,2024-06,37,1777,1,0
C00080,2023-02,49,2114,3,0
C00080,2023-03,29,1594,3,0
C00080,2023-04,40,1175,2,1
C00080,2023-05,43,1908,0,0
C00080,2023-06,17,444,0,0
C00080,2023-07,40,1576,3,0
C00080,2023-08,41,2376,3,0
C00080,2023-09,27,1492,1,1
C00080,2023-11,43,2024,0,0
C00080,2024-01,29,1707,0,0
C00080,2024-03,11,1607,3,1
C00080,2024-05,28,868,3,0
C00080,2024-06,35,1614,0,0
C00081,2023-02,43,1036,1,1
C00081,2023-04,29,1697,3,0
C00081,2023-05,23,1039,0,0
C00081,2023-06,40,1782,3,0
C00081,2023-08,44,1503,2,0
C00081,2023-09,36,1411,3,0
C00081,2023-11,31,1310,5,0
C00081,2023-12,25,1276,4,0
C00081,2024-01,38,1232,2,1
C00081,2024-03,25,1523,2,0
C00081,2024-04,36,1530,0,1
C00081,2024-05,57,1593,2,0
C00081,2024-06,24,1283,1,1
C00082,2023-01,24,1360,0,0
C00082,2023-02,49,1568,2,0
C00082,2023-03,19,1391,1,0
C00082,2023-04,22,1203,2,2
C00082,2023-05,37,1950,1,0
C00082,2023-06,34,1966,0,0
C00082,2023-07,41,836,3,0
C00082,2023-08,16,1367,0,0
C00082,2023-09,30,1251,0,0
C00082,2023-10,32,1265,2,2
C00082,2023-11,33,1599,3,2
C00082,2023-12,24,908,2,0
C00082,2024-01,24,1525,1,1
C00082,2024-02,32,1265,1,0
C00082,2024-03,39,969,1,0
C00082,2024-04,31,1123,2,0
C00082,2024-06,24,1052,2,3
C00083,2023-01,35,1557,1,0
C00083,2023-02,40,1698,2,0
C00083,2023-06,42,1634,4,0
C00083,2023-07,48,1614,4,0
C00083,2023-08,59,1417,2,0
C00083,2024-01,31,1468,1,0
C00083,2024-05,32,847,0,1
C00083,2024-06,41,2247,0,0
C00084,2023-01,48,2036,0,0
C00084,2023-02,49,1732,2,0
C00084,2023-03,23,1879,2,1
C00084,2023-04,25,1200,0,0
C00084,2023-05,32,1401,5,1
C00084,2023-06,27,1624,3,2
C00084,2023-07,33,1590,0,1
C00084,2023-08,12,1137,5,1
C00084,2023-10,15,579,7,0
C00084,2023-11,20,548,2,2
C00084,2023-12,9,1515,5,4
C00084,2024-02,9,455,5,2
C00084,2024-03,4,640,6,3
C00084,2024-04,6,664,8,3
C00085,2023-01,21,1531,3,1
C00085,2023-02,38,1430,4,0
C00085,2023-03,28,1850,3,0
C00085,2023-04,50,1469,0,1
C00085,2023-05,43,1485,0,0
C00085,2023-06,55,1121,0,1
C00085,2023-07,24,1904,0,0
C00085,2023-08,40,1211,6,0
C00085,2023-09,35,1649,2,0
C00085,2023-10,36,1731,2,0
C00085,2023-11,49,1253,0,0
C00085,2023-12,40,1237,0,0
C00085,2024-01,32,1337,0,0
C00085,2024-02,46,1961,2,0
C00085,2024-03,42,1443,1,0
C00085,2024-04,19,644,3,2
C00085,2024-05,27,1142,1,0
C00085,2024-06,51,1525,0,0
C00086,2023-01,21,1631,4,1
C00086,2023-02,49,1784,2,0
C00086,2023-03,30,2005,3,0
C00086,2023-04,30,393,1,1
C00086,2023-05,34,1953,4,0
C00086,2023-07,20,2054,1,0
C00086,2023-09,41,1914,0,0
C00086,2023-11,15,1560,3,0
C00086,2023-12,25,602,1,1
C00086,2024-01,25,2063,3,0
C00086,2024-02,40,1296,3,0
C00086,2024-03,31,1120,0,1
C00086,2024-04,37,1833,2,0
C00086,2024-06,47,2681,3,1
C00087,2023-01,55,1486,2,1
C00087,2023-02,58,1940,2,1
C00087,2023-03,30,1726,4,0
C00087,2023-04,32,1762,0,2
C00087,2023-05,23,1577,1,0
C00087,2023-06,24,1789,4,0
C00087,2023-07,31,1615,3,2
C00087,2023-08,29,1213,4,1
C00087,2023-09,13,1555,1,1
C00087,2023-10,24,1142,5,0
C00087,2023-11,21,1195,4,1
C00087,2023-12,28,782,5,1
C00087,2024-01,25,801,3,2
C00087,2024-02,14,807,5,3
C00087,2024-03,2,427,6,4
C00087,2024-04,7,566,6,2
C00087,2024-05,22,490,8,3
C00087,2024-06,16,792,5,4
C00088,2023-01,32,2211,3,0
C00088,2023-02,52,2018,3,0
C00088,2023-03,37,1608,4,0
C00088,2023-04,41,1305,3,2
C00088,2023-05,34,1885,0,1
C00088,2023-06,23,1674,2,0
C00088,2023-07,16,1356,5,1
C00088,2023-08,31,1361,5,1
C00088,2023-09,16,693,3,1
C00088,2023-10,27,1436,0,2
C00088,2023-11,21,937,5,3
C00088,2023-12,6,794,6,3
C00088,2024-01,18,388,7,1
C00088,2024-02,24,477,5,2
C00088,2024-03,24,934,6,2
C00088,2024-04,18,371,4,3
C00088,2024-05,20,679,6,2
C00088,2024-06,17,998,3,2
C00089,2023-01,41,2241,0,1
C00089,2023-02,24,2206,0,1
C00089,2023-04,32,1795,1,1
C00089,2023-05,31,1022,1,1
C00089,2023-07,31,1573,1,2
C00089,2023-08,31,1398,3,1
C00089,2023-10,29,1376,5,2
C00089,2023-11,35,1390,2,2
C00089,2024-01,20,1072,4,1
C00089,2024-02,25,1064,5,3
C00089,2024-03,24,1076,3,1
C00089,2024-04,32,538,4,3
C00089,2024-05,19,189,7,3
C00089,2024-06,18,696,3,2
C00090,2023-01,20,1337,0,1
C00090,2023-03,45,1565,2,0
C00090,2023-04,32,1072,1,0
C00090,2023-05,52,1533,3,0
C00090,2023-06,42,1146,0,0
C00090,2023-07,38,1954,2,0
C00090,2023-08,24,1408,0,0
C00090,2023-09,44,1782,0,0
C00090,2023-10,42,1703,1,0
C00090,2023-11,44,1771,1,0
C00090,2023-12,28,1663,0,0
C00090,2024-01,37,1152,0,2
C00090,2024-02,49,2118,3,0
C00090,2024-03,20,1319,1,0
C00090,2024-04,27,1068,2,0
C00090,2024-05,25,1821,1,0
C00090,2024-06,35,1223,2,1
C00091,2023-02,27,1303,1,0
C00091,2023-04,24,760,1,0
C00091,2023-05,39,754,1,0
C00091,2023-07,40,1067,2,0
C00091,2023-10,19,714,1,0
C00091,2023-11,55,1663,5,1
C00091,2023-12,50,921,3,1
C00091,2024-02,22,1108,4,0
C00091,2024-04,46,1910,4,0
C00092,2023-01,32,1862,2,0
C00092,2023-02,35,1471,4,0
C00092,2023-03,28,1741,3,0
C00092,2023-04,26,1799,5,1
C00092,2023-06,20,1211,3,1
C00092,2023-07,12,1380,4,3
C00092,2023-08,30,1211,3,1
C00092,2023-09,24,1797,3,1
C00092,2023-10,33,1224,4,1
C00092,2023-11,23,1233,0,2
C00092,2023-12,22,1026,3,2
C00092,2024-01,26,1119,5,4
C00092,2024-02,26,385,3,4
C00092,2024-03,23,1180,6,2
C00092,2024-05,21,516,8,3
C00092,2024-06,2,33,7,2
C00093,2023-01,30,2519,0,0
C00093,2023-02,28,2159,2,2
C00093,2023-03,41,1886,4,1
C00093,2023-04,38,1649,2,0
C00093,2023-05,28,1779,3,1
C00093,2023-07,22,1792,3,1
C00093,2023-08,27,1187,1,1
C00093,2023-09,32,1294,6,0
C00093,2023-10,18,1085,4,0
C00093,2023-11,31,1078,2,4
C00093,2023-12,19,1114,3,2
C00093,2024-01,24,595,4,3
C00093,2024-02,25,179,4,3
C00093,2024-03,8,861,8,3
C00093,2024-04,25,550,3,0
C00093,2024-05,0,507,0,3
C00094,2023-01,28,1239,0,0
C00094,2023-03,22,2484,0,0
C00094,2023-05,41,1490,4,0
C00094,2023-07,54,1478,1,1
C00094,2023-08,30,1643,1,1
C00094,2023-09,24,1082,3,0
C00094,2023-10,28,1689,2,1
C00094,2023-11,25,1463,3,0
C00094,2023-12,27,1734,0,0
C00094,2024-02,36,1520,1,0
C00094,2024-03,45,1199,5,0
C00094,2024-04,36,1015,0,0
C00094,2024-05,27,2125,0,0
C00094,2024-06,28,1943,3,0
C00095,2023-01,31,1675,5,1
C00095,2023-02,47,2232,4,0
C00095,2023-04,27,1554,3,3
C00095,2023-05,40,1190,3,2
C00095,2023-06,24,1063,3,2
C00095,2023-07,27,1446,1,0
C00095,2023-08,10,1069,3,2
C00095,2023-11,14,1137,5,1
C00095,2023-12,18,327,4,3
C00095,2024-04,8,584,9,2
C00095,2024-05,8,672,7,1
C00095,2024-06,10,209,7,5
C00096,2023-01,27,1720,2,0
C00096,2023-02,27,1330,2,0
C00096,2023-03,30,824,0,0
C00096,2023-04,17,1448,1,0
C00096,2023-05,23,2150,2,0
C00096,2023-06,38,1626,2,0
C00096,2023-07,35,992,2,0
C00096,2023-08,29,984,3,0
C00096,2023-09,30,1605,1,0
C00096,2023-10,36,1894,4,0
C00096,2023-11,29,892,0,0
C00096,2023-12,57,1602,5,0
C00096,2024-02,37,1085,1,1
C00096,2024-03,33,1483,1,0
C00096,2024-04,37,767,5,0
C00096,2024-05,33,2004,3,1
C00096,2024-06,48,1204,3,0
C00097,2023-01,41,2335,0,0
C00097,2023-02,38,1739,1,2
C00097,2023-03,35,1109,2,1
C00097,2023-04,32,2034,4,1
C00097,2023-05,29,1724,4,1
C00097,2023-06,27,1439,2,1
C00097,2023-07,34,1159,1,1
C00097,2023-08,31,1644,4,1
C00097,2023-09,27,1235,5,2
C00097,2023-10,25,1643,2,2
C00097,2023-11,5,1305,1,1
C00097,2023-12,26,1215,3,1
C00097,2024-01,19,914,4,2
C00097,2024-02,19,814,5,4
C00097,2024-03,17,782,2,1
C00097,2024-04,17,1012,4,3
C00097,2024-05,14,106,1,3
C00097,2024-06,15,356,6,4
C00098,2023-01,39,1717,3,1
C00098,2023-02,44,1738,1,0
C00098,2023-04,27,1812,3,1
C00098,2023-05,38,1536,3,1
C00098,2023-06,45,1775,1,1
C00098,2023-07,9,1231,2,0
C00098,2023-08,38,1414,3,0
C00098,2023-09,33,1564,2,1
C00098,2023-11,44,1696,1,1
C00098,2024-02,22,1371,1,0
C00098,2024-03,11,996,1,0
C00098,2024-04,31,877,0,1
C00098,2024-05,54,1136,2,0
C00099,2023-01,15,1984,0,1
C00099,2023-02,24,1495,1,0
C00099,2023-03,39,2015,2,0
C00099,2023-04,41,1323,1,0
C00099,2023-05,22,1004,1,1
C00099,2023-06,59,809,4,2
C00099,2023-07,13,2025,0,0
C00099,2023-08,37,1592,2,1
C00099,2023-09,20,1234,2,0
C00099,2023-10,42,1122,3,0
C00099,2023-11,46,1769,4,0
C00099,2023-12,37,1720,1,1
C00099,2024-01,28,2118,2,0
C00099,2024-02,26,1957,1,0
C00099,2024-03,23,2328,3,0
C00099,2024-04,46,1962,4,0
C00099,2024-05,28,1086,1,0
C00099,2024-06,25,1623,0,0
C00100,2023-01,31,2140,2,0
C00100,2023-02,32,1133,3,0
C00100,2023-03,33,1620,0,0
C00100,2023-05,34,1684,3,0
C00100,2023-06,41,2107,2,1
C00100,2023-07,37,1006,1,0
C00100,2023-08,41,1865,0,0
C00100,2023-09,29,774,3,0
C00100,2023-11,37,1094,3,0
C00100,2023-12,17,1818,3,0
C00100,2024-01,47,1841,0,1
C00100,2024-02,34,1075,3,1
C00100,2024-03,38,1379,2,0
C00100,2024-04,32,1391,2,1
C00100,2024-06,33,1191,1,0
C00101,2023-01,40,1964,2,0
C00101,2023-02,35,1322,3,0
C00101,2023-03,30,2144,5,0
C00101,2023-08,39,1990,1,0
C00101,2023-09,32,868,2,0
C00101,2023-10,35,1596,2,0
C00101,2023-11,31,1897,0,1
C00101,2023-12,33,1816,1,0
C00101,2024-01,46,1328,3,0
C00101,2024-03,23,1818,1,1
C00101,2024-04,18,1688,1,1
C00101,2024-05,48,1281,4,0
C00101,2024-06,22,1430,0,1
C00102,2023-01,51,1848,0,0
C00102,2023-02,40,851,3,0
C00102,2023-03,48,996,4,0
C00102,2023-04,36,1507,1,0
C00102,2023-05,33,1295,1,0
C00102,2023-06,24,1040,1,0
C00102,2023-07,38,1308,5,0
C00102,2023-09,39,2000,1,1
C00102,2023-10,32,1725,2,1
C00102,2023-11,44,2266,2,0
C00102,2023-12,31,1591,1,0
C00102,2024-01,45,1947,2,0
C00102,2024-02,38,1574,2,1
C00102,2024-03,30,1508,0,2
C00102,2024-04,38,1563,1,0
C00102,2024-05,17,1740,1,0
C00102,2024-06,42,951,3,1
C00103,2023-03,33,902,0,0
C00103,2023-04,24,1637,2,2
C00103,2023-09,13,1762,1,0
C00103,2023-10,19,863,2,1
C00103,2023-11,60,655,1,0
C00103,2023-12,51,1269,1,0
C00103,2024-01,47,1431,3,0
C00103,2024-03,49,2257,0,0
C00103,2024-04,34,1838,2,0
C00103,2024-05,35,1928,0,0
C00103,2024-06,34,1719,1,1
C00104,2023-01,20,1726,2,0
C00104,2023-02,29,2056,4,0
C00104,2023-03,27,1481,4,0
C00104,2023-04,34,1906,2,0
C00104,2023-05,17,1452,0,0
C00104,2023-06,43,1120,1,0
C00104,2023-07,47,1331,2,0
C00104,2023-09,61,952,1,1
C00104,2023-10,45,1087,1,0
C00104,2023-11,27,2644,4,1
C00104,2023-12,45,1474,1,0
C00104,2024-01,20,2005,0,0
C00104,2024-02,48,1141,2,0
C00104,2024-03,52,1409,0,0
C00104,2024-04,26,1251,2,1
C00104,2024-05,48,913,2,1
C00104,2024-06,32,1317,1,0
C00105,2023-01,46,2179,0,0
C00105,2023-02,30,1326,0,0
C00105,2023-03,43,1010,0,0
C00105,2023-04,43,1656,2,0
C00105,2023-05,26,1672,3,0
C00105,2023-06,20,1235,2,0
C00105,2023-07,32,2102,3,0
C00105,2023-08,53,901,2,0
C00105,2023-09,29,1386,0,0
C00105,2023-10,30,1719,0,0
C00105,2023-11,34,1843,2,0
C00105,2023-12,24,1910,0,0
C00105,2024-01,30,1315,1,0
C00105,2024-02,39,1773,6,1
C00105,2024-03,40,624,0,1
C00105,2024-04,30,842,3,1
C00105,2024-05,30,1474,0,0
C00105,2024-06,42,1148,4,1
C00106,2023-01,26,1916,0,0
C00106,2023-02,40,1850,2,0
C00106,2023-03,9,622,3,0
C00106,2023-04,35,1863,1,0
C00106,2023-05,26,1142,2,0
C00106,2023-06,42,1520,2,0
C00106,2023-07,33,1439,5,0
C00106,2023-08,36,1223,1,0
C00106,2023-09,37,2256,2,0
C00106,2023-10,44,1538,1,0
C00106,2023-11,41,1463,1,0
C00106,2023-12,35,1511,0,0
C00106,2024-01,36,1608,3,0
C00106,2024-02,35,1300,2,1
C00106,2024-03,75,988,3,0
C00106,2024-04,33,1436,0,0
C00106,2024-05,24,1646,1,0
C00107,2023-01,39,1713,6,2
C00107,2023-02,22,1632,0,1
C00107,2023-03,38,1967,4,0
C00107,2023-05,35,2042,2,0
C00107,2023-06,38,1180,4,0
C00107,2023-07,21,1909,5,0
C00107,2023-08,18,1014,5,3
C00107,2023-09,22,1100,2,0
C00107,2023-10,11,1270,3,1
C00107,2023-11,18,1028,7,0
C00107,2023-12,23,1321,5,4
C00107,2024-02,15,1157,5,2
C00107,2024-03,16,877,1,3
C00107,2024-04,13,587,10,3
C00107,2024-05,19,702,4,5
C00107,2024-06,3,854,7,3
C00108,2023-01,43,2011,4,0
C00108,2023-02,31,2001,0,0
C00108,2023-03,28,1727,2,0
C00108,2023-04,42,1603,2,0
C00108,2023-05,39,1697,1,1
C00108,2023-07,36,1893,3,1
C00108,2023-08,26,1626,3,1
C00108,2023-09,27,1322,6,1
C00108,2023-10,29,836,3,1
C00108,2023-11,29,1386,4,2
C00108,2023-12,20,593,6,3
C00108,2024-01,15,713,5,3
C00108,2024-02,34,879,0,2
C00108,2024-03,21,969,6,3
C00108,2024-04,12,828,7,2
C00108,2024-05,0,476,6,3
C00108,2024-06,7,728,10,3
C00109,2023-01,38,1608,0,1
C00109,2023-03,22,1271,3,1
C00109,2023-04,47,987,0,0
C00109,2023-08,35,963,0,1
C00109,2023-10,43,525,1,0
C00109,2023-12,38,2416,0,0
C00109,2024-01,36,1581,0,0
C00109,2024-02,32,1238,0,0
C00109,2024-05,38,1686,0,0
C00109,2024-06,34,1711,3,0
C00110,2023-01,39,1148,2,0
C00110,2023-02,19,958,4,0
C00110,2023-05,22,1461,1,2
C00110,2023-06,24,558,1,1
C00110,2023-07,34,827,1,1
C00110,2023-08,28,1907,2,1
C00110,2023-10,34,1530,3,0
C00110,2024-02,24,1270,1,1
C00110,2024-04,48,1385,1,0
C00110,2024-05,31,691,2,0
C00111,2023-01,29,1455,5,0
C00111,2023-02,23,2465,3,1
C00111,2023-04,53,1301,2,2
C00111,2023-05,34,1905,0,1
C00111,2023-06,35,1650,4,1
C00111,2023-07,20,1715,3,0
C00111,2023-08,26,1204,1,1
C00111,2023-09,15,1315,3,2
C00111,2023-10,23,1044,1,2
C00111,2023-12,21,1158,4,2
C00111,2024-01,19,1020,7,1
C00111,2024-02,28,1560,7,2
C00111,2024-03,9,1091,7,1
C00111,2024-04,15,425,3,3
C00111,2024-05,15,532,2,1
C00111,2024-06,18,670,5,3
C00112,2023-01,29,1223,1,0
C00112,2023-03,31,1580,4,0
C00112,2023-04,35,1782,3,0
C00112,2023-05,18,1203,2,0
C00112,2023-06,26,595,2,2
C00112,2023-08,40,906,0,2
C00112,2023-10,43,1223,4,1
C00112,2023-11,59,1241,1,0
C00112,2023-12,41,1767,0,0
C00113,2023-01,36,1053,3,0
C00113,2023-02,36,962,1,1
C00113,2023-03,53,926,4,0
C00113,2023-04,33,1592,1,1
C00113,2023-06,31,1152,2,0
C00113,2023-07,14,2041,3,1
C00113,2023-08,40,1120,2,1
C00113,2023-10,47,1723,2,1
C00113,2024-02,34,1865,1,1
C00113,2024-03,49,1690,2,0
C00113,2024-04,41,1449,4,1
C00113,2024-06,39,1198,3,0
C00114,2023-01,32,1841,4,0
C00114,2023-03,36,1586,1,1
C00114,2023-05,32,1548,3,0
C00114,2023-06,42,986,2,0
C00114,2023-07,22,1419,4,0
C00114,2023-08,38,866,0,0
C00114,2023-09,39,1385,0,0
C00114,2023-10,44,1345,2,0
C00114,2023-11,13,1084,1,0
C00114,2023-12,11,1051,2,0
C00114,2024-01,44,690,0,1
C00114,2024-02,35,1150,0,1
C00114,2024-03,38,2303,0,1
C00114,2024-04,44,1271,0,0
C00114,2024-05,45,1573,2,0
C00114,2024-06,32,1286,1,0
C00115,2023-02,30,1617,0,1
C00115,2023-04,48,388,1,1
C00115,2023-06,40,1580,0,1
C00115,2023-07,25,1975,1,1
C00115,2023-08,26,1174,2,0
C00115,2023-10,39,1481,3,1
C00115,2023-12,33,1446,2,0
C00115,2024-01,44,724,0,0
C00115,2024-04,35,1194,2,0
C00116,2023-01,35,1653,2,0
C00116,2023-03,26,1534,3,0
C00116,2023-04,20,1147,1,1
C00116,2023-05,38,1063,1,0
C00116,2023-06,14,1684,0,1
C00116,2023-08,38,2037,0,2
C00116,2023-09,46,1168,2,1
C00116,2023-10,27,1129,1,0
C00116,2024-01,36,1505,3,0
C00116,2024-02,39,1015,2,0
C00116,2024-04,51,1503,0,0
C00116,2024-05,21,1138,0,1
C00117,2023-02,45,907,3,0
C00117,2023-04,52,1815,2,0
C00117,2023-05,44,1350,2,0
C00117,2023-09,22,1129,3,0
