날짜,카테고리,카테고리매출,카테고리주문수
2023-03-27,식품,106.5,49
2023-03-27,의류,82.8,29
2023-03-27,전자,90.0,14
2023-03-27,뷰티,48.3,8
2023-03-27,생활,60.9,19
2023-03-27,스포츠,47.6,10
2023-03-27,가구,36.5,12
2023-03-27,도서,25.9,3
2023-03-27,완구,30.9,4
2023-03-27,반려,30.5,10
2023-03-28,식품,80.5,11
2023-03-28,의류,67.1,33
2023-03-28,전자,69.3,12
2023-03-28,뷰티,54.0,19
2023-03-28,생활,52.5,6
2023-03-28,스포츠,42.6,7
2023-03-28,가구,37.5,8
2023-03-28,도서,26.7,6
2023-03-28,완구,27.4,4
2023-03-28,반려,24.2,3
2023-03-29,식품,75.2,9
2023-03-29,의류,69.2,20
2023-03-29,전자,71.5,15
2023-03-29,뷰티,49.2,10
2023-03-29,생활,56.3,11
2023-03-29,스포츠,32.1,10
2023-03-29,가구,29.9,4
2023-03-29,도서,22.6,3
2023-03-29,완구,24.5,5
2023-03-29,반려,18.9,2
2023-03-30,식품,81.3,18
2023-03-30,의류,47.1,15
2023-03-30,전자,61.8,10
2023-03-30,뷰티,42.8,12
2023-03-30,생활,51.0,8
2023-03-30,스포츠,29.8,5
2023-03-30,가구,24.7,5
2023-03-30,도서,21.9,4
2023-03-30,완구,26.0,4
2023-03-30,반려,17.9,3
2023-03-31,식품,82.0,18
2023-03-31,의류,56.4,12
2023-03-31,전자,59.4,22
2023-03-31,뷰티,44.3,11
2023-03-31,생활,61.5,14
2023-03-31,스포츠,39.2,7
2023-03-31,가구,33.8,9
2023-03-31,도서,25.7,4
2023-03-31,완구,30.0,7
2023-03-31,반려,20.0,3
2023-04-01,식품,55.8,11
2023-04-01,의류,46.2,8
2023-04-01,전자,62.4,13
2023-04-01,뷰티,39.8,7
2023-04-01,생활,43.6,5
2023-04-01,스포츠,32.5,4
2023-04-01,가구,23.9,4
2023-04-01,도서,16.7,3
2023-04-01,완구,21.7,3
2023-04-01,반려,20.3,4
2023-04-02,식품,96.5,13
2023-04-02,의류,79.2,13
2023-04-02,전자,80.6,18
2023-04-02,뷰티,71.8,27
2023-04-02,생활,73.5,19
2023-04-02,스포츠,56.2,7
2023-04-02,가구,40.4,16
2023-04-02,도서,32.5,8
2023-04-02,완구,39.6,18
2023-04-02,반려,27.9,4
2023-04-03,식품,81.9,11
2023-04-03,의류,60.5,18
2023-04-03,전자,85.8,18
2023-04-03,뷰티,52.8,17
2023-04-03,생활,61.7,9
2023-04-03,스포츠,37.6,5
2023-04-03,가구,35.9,8
2023-04-03,도서,25.3,4
2023-04-03,완구,26.9,6
2023-04-03,반려,23.7,5
2023-04-04,식품,89.9,18
2023-04-04,의류,73.4,19
2023-04-04,전자,67.7,10
2023-04-04,뷰티,47.0,8
2023-04-04,생활,48.1,10
2023-04-04,스포츠,34.5,4
2023-04-04,가구,30.6,4
2023-04-04,도서,24.4,6
2023-04-04,완구,28.2,4
2023-04-04,반려,25.8,8
2023-04-05,식품,41.7,10
2023-04-05,의류,29.4,5
2023-04-05,전자,40.3,9
2023-04-05,뷰티,26.1,4
2023-04-05,생활,28.1,9
2023-04-05,스포츠,20.7,2
2023-04-05,가구,18.0,8
2023-04-05,도서,11.1,4
2023-04-05,완구,14.9,2
2023-04-05,반려,10.7,1
2023-04-06,식품,52.3,8
2023-04-06,의류,45.6,18
2023-04-06,전자,48.0,17
2023-04-06,뷰티,27.6,3
2023-04-06,생활,38.4,7
2023-04-06,스포츠,23.5,3
2023-04-06,가구,22.0,8
2023-04-06,도서,15.6,3
2023-04-06,완구,16.9,3
2023-04-06,반려,14.3,1
2023-04-07,식품,69.4,8
2023-04-07,의류,48.1,7
2023-04-07,전자,62.4,10
2023-04-07,뷰티,39.2,7
2023-04-07,생활,50.6,7
2023-04-07,스포츠,27.0,3
2023-04-07,가구,25.9,7
2023-04-07,도서,21.1,4
2023-04-07,완구,24.9,6
2023-04-07,반려,16.2,3
2023-04-08,식품,88.0,13
2023-04-08,의류,72.5,15
2023-04-08,전자,73.0,19
2023-04-08,뷰티,60.2,20
2023-04-08,생활,69.6,9
2023-04-08,스포츠,46.8,6
2023-04-08,가구,34.3,9
2023-04-08,도서,31.0,4
2023-04-08,완구,34.7,5
2023-04-08,반려,27.0,11
2023-04-09,식품,119.7,19
2023-04-09,의류,85.1,11
2023-04-09,전자,87.4,23
2023-04-09,뷰티,68.1,10
2023-04-09,생활,73.9,26
2023-04-09,스포츠,44.8,7
2023-04-09,가구,41.4,5
2023-04-09,도서,34.8,5
2023-04-09,완구,35.4,5
2023-04-09,반려,29.3,9
2023-04-10,식품,70.2,16
2023-04-10,의류,71.2,20
2023-04-10,전자,62.0,7
2023-04-10,뷰티,38.9,5
2023-04-10,생활,51.5,23
2023-04-10,스포츠,40.8,14
2023-04-10,가구,32.2,8
2023-04-10,도서,19.7,8
2023-04-10,완구,24.1,9
2023-04-10,반려,24.5,4
2023-04-11,식품,67.7,15
2023-04-11,의류,62.4,8
2023-04-11,전자,63.1,8
2023-04-11,뷰티,37.3,8
2023-04-11,생활,49.0,8
2023-04-11,스포츠,31.4,7
2023-04-11,가구,31.7,4
2023-04-11,도서,19.4,3
2023-04-11,완구,22.1,8
2023-04-11,반려,18.9,4
2023-04-12,식품,68.0,9
2023-04-12,의류,59.3,10
2023-04-12,전자,57.8,18
2023-04-12,뷰티,49.4,8
2023-04-12,생활,60.2,7
2023-04-12,스포츠,34.0,8
2023-04-12,가구,34.3,4
2023-04-12,도서,23.0,3
2023-04-12,완구,28.8,6
2023-04-12,반려,22.6,3
2023-04-13,식품,65.3,30
2023-04-13,의류,45.7,15
2023-04-13,전자,47.4,6
2023-04-13,뷰티,29.6,8
2023-04-13,생활,38.8,6
2023-04-13,스포츠,27.7,8
2023-04-13,가구,21.6,6
2023-04-13,도서,17.2,4
2023-04-13,완구,23.4,4
2023-04-13,반려,14.9,2
2023-04-14,식품,66.9,11
2023-04-14,의류,51.3,9
2023-04-14,전자,63.6,8
2023-04-14,뷰티,36.4,9
2023-04-14,생활,46.5,6
2023-04-14,스포츠,35.1,13
2023-04-14,가구,24.4,4
2023-04-14,도서,17.3,4
2023-04-14,완구,21.0,3
2023-04-14,반려,22.2,2
2023-04-15,식품,129.4,23
2023-04-15,의류,115.7,42
2023-04-15,전자,118.4,26
2023-04-15,뷰티,68.1,15
2023-04-15,생활,78.2,12
2023-04-15,스포츠,55.3,14
2023-04-15,가구,46.3,6
2023-04-15,도서,37.3,6
2023-04-15,완구,45.7,10
2023-04-15,반려,33.9,5
2023-04-16,식품,93.0,35
2023-04-16,의류,86.6,26
2023-04-16,전자,82.2,16
2023-04-16,뷰티,57.3,9
2023-04-16,생활,72.4,12
2023-04-16,스포츠,49.5,13
2023-04-16,가구,38.6,8
2023-04-16,도서,27.4,3
2023-04-16,완구,38.2,12
2023-04-16,반려,24.8,10
2023-04-17,식품,63.1,23
2023-04-17,의류,53.7,7
2023-04-17,전자,61.0,18
2023-04-17,뷰티,36.8,7
2023-04-17,생활,49.8,7
2023-04-17,스포츠,34.1,6
2023-04-17,가구,28.1,10
2023-04-17,도서,19.4,5
2023-04-17,완구,22.3,3
2023-04-17,반려,17.6,7
2023-04-18,식품,37.6,17
2023-04-18,의류,29.3,11
2023-04-18,전자,33.9,10
2023-04-18,뷰티,28.1,7
2023-04-18,생활,26.1,4
2023-04-18,스포츠,21.7,3
2023-04-18,가구,16.1,2
2023-04-18,도서,13.0,2
2023-04-18,완구,15.4,2
2023-04-18,반려,13.6,2
2023-04-19,식품,62.1,10
2023-04-19,의류,54.0,26
2023-04-19,전자,60.7,19
2023-04-19,뷰티,34.9,4
2023-04-19,생활,38.8,7
2023-04-19,스포츠,25.1,5
2023-04-19,가구,22.3,5
2023-04-19,도서,17.0,2
2023-04-19,완구,24.3,9
2023-04-19,반려,18.8,8
2023-04-20,식품,36.7,13
2023-04-20,의류,37.8,4
2023-04-20,전자,32.3,10
2023-04-20,뷰티,21.9,4
2023-04-20,생활,29.1,8
2023-04-20,스포츠,20.4,5
2023-04-20,가구,18.7,3
2023-04-20,도서,11.6,1
2023-04-20,완구,15.6,4
2023-04-20,반려,11.3,1
2023-04-21,식품,73.7,32
2023-04-21,의류,62.9,9
2023-04-21,전자,73.9,9
2023-04-21,뷰티,46.0,17
2023-04-21,생활,56.1,8
2023-04-21,스포츠,32.0,10
2023-04-21,가구,27.2,4
2023-04-21,도서,25.4,4
2023-04-21,완구,31.3,13
2023-04-21,반려,25.5,3
2023-04-22,식품,85.8,10
2023-04-22,의류,66.2,9
2023-04-22,전자,84.4,12
2023-04-22,뷰티,51.4,18
2023-04-22,생활,61.2,14
2023-04-22,스포츠,43.9,6
2023-04-22,가구,39.7,19
2023-04-22,도서,27.6,3
2023-04-22,완구,32.9,11
2023-04-22,반려,22.1,10
2023-04-23,식품,67.2,11
2023-04-23,의류,57.7,13
2023-04-23,전자,51.2,8
2023-04-23,뷰티,39.5,5
2023-04-23,생활,47.1,10
2023-04-23,스포츠,29.9,4
2023-04-23,가구,25.1,7
2023-04-23,도서,16.2,8
2023-04-23,완구,23.0,8
2023-04-23,반려,16.6,4
2023-04-24,식품,73.3,16
2023-04-24,의류,58.9,25
2023-04-24,전자,53.2,10
2023-04-24,뷰티,38.0,10
2023-04-24,생활,41.8,5
2023-04-24,스포츠,33.8,12
2023-04-24,가구,24.3,3
2023-04-24,도서,21.1,4
2023-04-24,완구,25.5,3
2023-04-24,반려,21.7,4
2023-04-25,식품,45.5,22
2023-04-25,의류,40.7,7
2023-04-25,전자,35.3,4
2023-04-25,뷰티,29.0,3
2023-04-25,생활,34.4,4
2023-04-25,스포츠,19.1,2
2023-04-25,가구,19.8,5
2023-04-25,도서,11.3,1
2023-04-25,완구,14.5,2
2023-04-25,반려,11.0,5
2023-04-26,식품,65.7,19
2023-04-26,의류,54.6,10
2023-04-26,전자,48.3,16
2023-04-26,뷰티,35.6,11
2023-04-26,생활,48.1,10
2023-04-26,스포츠,25.9,5
2023-04-26,가구,22.6,8
2023-04-26,도서,17.0,2
2023-04-26,완구,24.9,3
2023-04-26,반려,17.5,4
2023-04-27,식품,55.9,8
2023-04-27,의류,49.1,17
2023-04-27,전자,39.7,6
2023-04-27,뷰티,33.6,4
2023-04-27,생활,38.7,5
2023-04-27,스포츠,24.5,3
2023-04-27,가구,24.4,3
2023-04-27,도서,14.4,4
2023-04-27,완구,18.6,3
2023-04-27,반려,17.0,6
2023-04-28,식품,62.4,9
2023-04-28,의류,46.0,11
2023-04-28,전자,54.2,9
2023-04-28,뷰티,33.5,4
2023-04-28,생활,44.2,5
2023-04-28,스포츠,29.6,8
2023-04-28,가구,23.4,11
2023-04-28,도서,18.9,7
2023-04-28,완구,21.7,3
2023-04-28,반려,17.4,5
2023-04-29,식품,96.6,12
2023-04-29,의류,61.1,20
2023-04-29,전자,84.7,38
2023-04-29,뷰티,56.7,27
2023-04-29,생활,66.2,17
2023-04-29,스포츠,44.9,11
2023-04-29,가구,36.3,14
2023-04-29,도서,22.9,3
2023-04-29,완구,30.0,3
2023-04-29,반려,24.3,3
2023-04-30,식품,87.2,11
2023-04-30,의류,78.4,19
2023-04-30,전자,82.3,11
2023-04-30,뷰티,44.9,7
2023-04-30,생활,51.5,7
2023-04-30,스포츠,35.5,14
2023-04-30,가구,33.4,6
2023-04-30,도서,27.2,3
2023-04-30,완구,29.0,12
2023-04-30,반려,26.4,4
2023-05-01,식품,51.3,13
2023-05-01,의류,40.5,10
2023-05-01,전자,46.8,8
2023-05-01,뷰티,32.2,6
2023-05-01,생활,32.0,4
2023-05-01,스포츠,23.5,7
2023-05-01,가구,21.0,5
2023-05-01,도서,16.0,3
2023-05-01,완구,18.5,7
2023-05-01,반려,14.0,1
2023-05-02,식품,110.1,37
2023-05-02,의류,73.1,18
2023-05-02,전자,87.8,13
2023-05-02,뷰티,60.2,11
2023-05-02,생활,73.4,15
2023-05-02,스포츠,39.7,7
2023-05-02,가구,44.5,6
2023-05-02,도서,28.7,4
2023-05-02,완구,37.9,8
2023-05-02,반려,26.6,3
2023-05-03,식품,74.3,18
2023-05-03,의류,51.5,11
2023-05-03,전자,50.0,6
2023-05-03,뷰티,36.2,4
2023-05-03,생활,40.5,7
2023-05-03,스포츠,25.5,3
2023-05-03,가구,26.7,4
2023-05-03,도서,16.1,4
2023-05-03,완구,19.5,5
2023-05-03,반려,19.3,3
2023-05-04,식품,96.7,18
2023-05-04,의류,67.8,19
2023-05-04,전자,69.5,9
2023-05-04,뷰티,53.8,17
2023-05-04,생활,56.3,7
2023-05-04,스포츠,44.6,7
2023-05-04,가구,35.4,9
2023-05-04,도서,29.7,4
2023-05-04,완구,29.3,4
2023-05-04,반려,28.0,7
2023-05-05,식품,103.8,33
2023-05-05,의류,72.9,11
2023-05-05,전자,82.3,11
2023-05-05,뷰티,67.7,27
2023-05-05,생활,70.2,10
2023-05-05,스포츠,51.2,7
2023-05-05,가구,39.4,8
2023-05-05,도서,30.3,3
2023-05-05,완구,33.5,4
2023-05-05,반려,27.4,3
2023-05-06,식품,97.6,20
2023-05-06,의류,74.7,20
2023-05-06,전자,72.1,26
2023-05-06,뷰티,45.6,11
2023-05-06,생활,66.8,11
2023-05-06,스포츠,36.3,5
2023-05-06,가구,37.2,4
2023-05-06,도서,27.1,8
2023-05-06,완구,30.7,5
2023-05-06,반려,22.1,10
2023-05-07,식품,55.1,15
2023-05-07,의류,47.2,9
2023-05-07,전자,46.0,7
2023-05-07,뷰티,35.4,9
2023-05-07,생활,35.3,14
2023-05-07,스포츠,26.6,9
2023-05-07,가구,23.2,4
2023-05-07,도서,17.5,5
2023-05-07,완구,19.7,3
2023-05-07,반려,19.1,2
2023-05-08,식품,73.4,17
2023-05-08,의류,53.9,7
2023-05-08,전자,51.9,6
2023-05-08,뷰티,42.1,6
2023-05-08,생활,41.5,7
2023-05-08,스포츠,32.0,12
2023-05-08,가구,26.2,3
2023-05-08,도서,20.4,4
2023-05-08,완구,21.0,3
2023-05-08,반려,21.3,3
2023-05-09,식품,74.8,16
2023-05-09,의류,59.6,17
2023-05-09,전자,70.4,12
2023-05-09,뷰티,39.1,8
2023-05-09,생활,54.3,18
2023-05-09,스포츠,31.1,5
2023-05-09,가구,27.4,4
2023-05-09,도서,18.4,2
2023-05-09,완구,21.6,10
2023-05-09,반려,23.2,4
2023-05-10,식품,69.5,20
2023-05-10,의류,58.6,11
2023-05-10,전자,69.6,8
2023-05-10,뷰티,42.0,9
2023-05-10,생활,48.4,7
2023-05-10,스포츠,28.5,7
2023-05-10,가구,24.7,10
2023-05-10,도서,18.4,3
2023-05-10,완구,26.3,5
2023-05-10,반려,19.2,7
2023-05-11,식품,96.2,26
2023-05-11,의류,76.2,9
2023-05-11,전자,69.7,21
2023-05-11,뷰티,52.2,6
2023-05-11,생활,68.3,9
2023-05-11,스포츠,40.0,5
2023-05-11,가구,32.5,14
2023-05-11,도서,29.1,3
2023-05-11,완구,27.7,10
2023-05-11,반려,22.6,8
2023-05-12,식품,39.1,4
2023-05-12,의류,35.0,5
2023-05-12,전자,38.6,7
2023-05-12,뷰티,25.9,4
2023-05-12,생활,26.9,5
2023-05-12,스포츠,19.2,2
2023-05-12,가구,19.1,4
2023-05-12,도서,12.8,4
2023-05-12,완구,15.5,3
2023-05-12,반려,10.2,2
2023-05-13,식품,141.7,52
2023-05-13,의류,120.3,48
2023-05-13,전자,129.0,20
2023-05-13,뷰티,72.3,16
2023-05-13,생활,98.0,17
2023-05-13,스포츠,64.1,14
2023-05-13,가구,53.1,6
2023-05-13,도서,34.8,7
2023-05-13,완구,42.9,6
2023-05-13,반려,41.1,10
2023-05-14,식품,70.6,34
2023-05-14,의류,61.4,13
2023-05-14,전자,77.1,15
2023-05-14,뷰티,41.6,5
2023-05-14,생활,53.7,9
2023-05-14,스포츠,31.5,7
2023-05-14,가구,35.6,6
2023-05-14,도서,21.4,3
2023-05-14,완구,30.2,8
2023-05-14,반려,22.5,2
2023-05-15,식품,69.9,11
2023-05-15,의류,62.4,10
2023-05-15,전자,61.7,15
2023-05-15,뷰티,45.5,13
2023-05-15,생활,50.4,16
2023-05-15,스포츠,29.4,3
2023-05-15,가구,29.5,3
2023-05-15,도서,19.2,3
2023-05-15,완구,23.5,3
2023-05-15,반려,23.4,8
2023-05-16,식품,100.5,31
2023-05-16,의류,71.9,9
2023-05-16,전자,83.1,10
2023-05-16,뷰티,47.3,17
2023-05-16,생활,54.1,10
2023-05-16,스포츠,43.2,14
2023-05-16,가구,36.4,9
2023-05-16,도서,23.7,3
2023-05-16,완구,29.5,4
2023-05-16,반려,22.3,3
2023-05-17,식품,70.3,22
2023-05-17,의류,65.9,9
2023-05-17,전자,62.4,15
2023-05-17,뷰티,45.4,13
2023-05-17,생활,59.0,8
2023-05-17,스포츠,32.1,6
2023-05-17,가구,34.1,8
2023-05-17,도서,23.4,10
2023-05-17,완구,27.8,9
2023-05-17,반려,24.7,5
2023-05-18,식품,94.8,13
2023-05-18,의류,68.2,15
2023-05-18,전자,81.2,21
2023-05-18,뷰티,63.3,9
2023-05-18,생활,58.8,9
2023-05-18,스포츠,45.4,6
2023-05-18,가구,37.2,6
2023-05-18,도서,28.2,5
2023-05-18,완구,33.4,10
2023-05-18,반려,30.3,6
2023-05-19,식품,66.0,18
2023-05-19,의류,47.6,6
2023-05-19,전자,50.7,7
2023-05-19,뷰티,35.4,8
2023-05-19,생활,39.9,13
2023-05-19,스포츠,26.1,7
2023-05-19,가구,24.2,4
2023-05-19,도서,15.7,4
2023-05-19,완구,22.2,9
2023-05-19,반려,13.9,4
2023-05-20,식품,82.0,10
2023-05-20,의류,58.5,8
2023-05-20,전자,54.7,6
2023-05-20,뷰티,35.6,13
2023-05-20,생활,42.3,7
2023-05-20,스포츠,34.6,8
2023-05-20,가구,31.9,6
2023-05-20,도서,17.9,3
2023-05-20,완구,25.2,3
2023-05-20,반려,19.7,3
2023-05-21,식품,108.6,18
2023-05-21,의류,104.1,45
2023-05-21,전자,108.6,20
2023-05-21,뷰티,60.0,7
2023-05-21,생활,77.5,19
2023-05-21,스포츠,46.9,13
2023-05-21,가구,49.9,8
2023-05-21,도서,36.5,10
2023-05-21,완구,34.5,16
2023-05-21,반려,32.5,4
2023-05-22,식품,73.0,18
2023-05-22,의류,59.7,8
2023-05-22,전자,49.1,7
2023-05-22,뷰티,36.0,12
2023-05-22,생활,42.2,8
2023-05-22,스포츠,29.9,8
2023-05-22,가구,24.2,3
2023-05-22,도서,22.0,3
2023-05-22,완구,21.6,6
2023-05-22,반려,17.5,6
2023-05-23,식품,92.8,16
2023-05-23,의류,75.4,12
2023-05-23,전자,71.4,17
2023-05-23,뷰티,53.5,13
2023-05-23,생활,55.6,13
2023-05-23,스포츠,37.8,14
2023-05-23,가구,39.0,5
2023-05-23,도서,23.2,9
2023-05-23,완구,32.6,9
2023-05-23,반려,24.6,10
2023-05-24,식품,50.3,7
2023-05-24,의류,46.5,14
2023-05-24,전자,43.4,15
2023-05-24,뷰티,26.6,3
2023-05-24,생활,38.2,7
2023-05-24,스포츠,26.3,3
2023-05-24,가구,23.3,11
2023-05-24,도서,13.8,2
2023-05-24,완구,17.6,2
2023-05-24,반려,16.0,2
2023-05-25,식품,79.6,11
2023-05-25,의류,64.4,8
2023-05-25,전자,65.4,12
2023-05-25,뷰티,52.9,11
2023-05-25,생활,57.8,7
2023-05-25,스포츠,38.0,6
2023-05-25,가구,29.5,4
2023-05-25,도서,25.4,5
2023-05-25,완구,24.9,4
2023-05-25,반려,20.7,10
2023-05-26,식품,76.0,24
2023-05-26,의류,51.8,8
2023-05-26,전자,53.0,13
2023-05-26,뷰티,36.5,6
2023-05-26,생활,51.3,8
2023-05-26,스포츠,30.2,11
2023-05-26,가구,24.9,5
2023-05-26,도서,23.1,6
2023-05-26,완구,22.7,8
2023-05-26,반려,21.0,3
2023-05-27,식품,117.9,16
2023-05-27,의류,87.6,31
2023-05-27,전자,88.3,14
2023-05-27,뷰티,64.9,12
2023-05-27,생활,79.5,13
2023-05-27,스포츠,56.0,10
2023-05-27,가구,47.6,13
2023-05-27,도서,33.1,4
2023-05-27,완구,36.4,5
2023-05-27,반려,33.5,14
2023-05-28,식품,70.5,25
2023-05-28,의류,61.0,8
2023-05-28,전자,50.6,18
2023-05-28,뷰티,39.3,9
2023-05-28,생활,39.5,7
2023-05-28,스포츠,29.6,11
2023-05-28,가구,29.2,3
2023-05-28,도서,20.6,2
2023-05-28,완구,21.0,5
2023-05-28,반려,17.4,2
2023-05-29,식품,71.1,11
2023-05-29,의류,54.3,9
2023-05-29,전자,50.5,11
2023-05-29,뷰티,30.4,13
2023-05-29,생활,44.2,9
2023-05-29,스포츠,28.3,5
2023-05-29,가구,22.7,4
2023-05-29,도서,17.3,3
2023-05-29,완구,22.9,4
2023-05-29,반려,18.0,2
2023-05-30,식품,78.8,10
2023-05-30,의류,51.4,23
2023-05-30,전자,54.9,14
2023-05-30,뷰티,44.3,7
2023-05-30,생활,41.4,14
2023-05-30,스포츠,28.3,4
2023-05-30,가구,29.6,4
2023-05-30,도서,22.3,6
2023-05-30,완구,22.3,6
2023-05-30,반려,18.9,2
2023-05-31,식품,66.4,10
2023-05-31,의류,50.3,23
2023-05-31,전자,47.0,8
2023-05-31,뷰티,38.4,11
2023-05-31,생활,46.2,6
2023-05-31,스포츠,28.1,4
2023-05-31,가구,24.5,4
2023-05-31,도서,19.5,2
2023-05-31,완구,20.6,4
2023-05-31,반려,16.2,5
2023-06-01,식품,55.1,7
2023-06-01,의류,61.0,19
2023-06-01,전자,45.1,9
2023-06-01,뷰티,30.1,8
2023-06-01,생활,41.3,20
2023-06-01,스포츠,41.6,6
2023-06-01,가구,16.7,2
2023-06-01,도서,16.9,2
2023-06-01,완구,19.0,4
2023-06-01,반려,17.7,2
2023-06-02,식품,52.6,20
2023-06-02,의류,58.6,22
2023-06-02,전자,52.7,22
2023-06-02,뷰티,32.6,5
2023-06-02,생활,38.6,5
2023-06-02,스포츠,47.1,13
2023-06-02,가구,20.5,3
2023-06-02,도서,16.6,5
2023-06-02,완구,20.7,2
2023-06-02,반려,17.9,5
2023-06-03,식품,90.8,19
2023-06-03,의류,107.0,16
2023-06-03,전자,80.1,11
2023-06-03,뷰티,56.7,9
2023-06-03,생활,57.1,8
2023-06-03,스포츠,76.9,27
2023-06-03,가구,29.7,8
2023-06-03,도서,28.6,4
2023-06-03,완구,28.5,3
2023-06-03,반려,24.0,3
2023-06-04,식품,64.9,16
2023-06-04,의류,71.4,23
2023-06-04,전자,63.8,12
2023-06-04,뷰티,36.0,13
2023-06-04,생활,42.5,6
2023-06-04,스포츠,55.3,23
2023-06-04,가구,23.1,9
2023-06-04,도서,22.8,3
2023-06-04,완구,25.8,3
2023-06-04,반려,22.2,3
2023-06-05,식품,64.4,16
2023-06-05,의류,69.8,17
2023-06-05,전자,60.6,19
2023-06-05,뷰티,36.1,7
2023-06-05,생활,43.0,7
2023-06-05,스포츠,56.2,8
2023-06-05,가구,22.9,4
2023-06-05,도서,19.4,6
2023-06-05,완구,26.1,7
2023-06-05,반려,17.1,2
2023-06-06,식품,65.4,15
2023-06-06,의류,75.2,26
2023-06-06,전자,60.5,26
2023-06-06,뷰티,46.8,6
2023-06-06,생활,51.6,7
2023-06-06,스포츠,52.3,13
2023-06-06,가구,22.4,3
2023-06-06,도서,21.8,3
2023-06-06,완구,28.9,5
2023-06-06,반려,23.2,3
2023-06-07,식품,62.3,14
2023-06-07,의류,85.5,15
2023-06-07,전자,55.5,13
2023-06-07,뷰티,40.5,8
2023-06-07,생활,44.4,5
2023-06-07,스포츠,56.5,11
2023-06-07,가구,24.2,3
2023-06-07,도서,18.2,5
2023-06-07,완구,24.9,3
2023-06-07,반려,17.6,2
2023-06-08,식품,37.4,9
2023-06-08,의류,43.1,14
2023-06-08,전자,38.2,4
2023-06-08,뷰티,22.8,2
2023-06-08,생활,30.9,6
2023-06-08,스포츠,31.6,6
2023-06-08,가구,13.4,5
2023-06-08,도서,12.4,5
2023-06-08,완구,15.4,2
2023-06-08,반려,10.8,2
2023-06-09,식품,65.2,11
2023-06-09,의류,74.3,13
2023-06-09,전자,57.0,24
2023-06-09,뷰티,34.4,13
2023-06-09,생활,52.8,6
2023-06-09,스포츠,50.7,9
2023-06-09,가구,20.3,3
2023-06-09,도서,18.1,3
2023-06-09,완구,27.4,8
2023-06-09,반려,21.8,10
2023-06-10,식품,85.0,31
2023-06-10,의류,102.1,33
2023-06-10,전자,78.7,17
2023-06-10,뷰티,51.2,8
2023-06-10,생활,73.6,16
2023-06-10,스포츠,63.3,17
2023-06-10,가구,33.8,6
2023-06-10,도서,26.9,9
2023-06-10,완구,32.2,8
2023-06-10,반려,30.9,4
2023-06-11,식품,86.0,16
2023-06-11,의류,109.0,24
2023-06-11,전자,101.2,19
2023-06-11,뷰티,57.6,17
2023-06-11,생활,79.3,13
2023-06-11,스포츠,76.9,23
2023-06-11,가구,32.3,4
2023-06-11,도서,30.5,6
2023-06-11,완구,36.6,5
2023-06-11,반려,28.9,9
2023-06-12,식품,77.3,12
2023-06-12,의류,97.0,13
2023-06-12,전자,67.1,27
2023-06-12,뷰티,52.9,11
2023-06-12,생활,57.9,9
2023-06-12,스포츠,60.4,18
2023-06-12,가구,28.1,4
2023-06-12,도서,23.6,4
2023-06-12,완구,24.7,9
2023-06-12,반려,22.1,5
2023-06-13,식품,37.9,5
2023-06-13,의류,42.3,8
2023-06-13,전자,27.8,3
2023-06-13,뷰티,19.8,7
2023-06-13,생활,24.7,3
2023-06-13,스포츠,29.4,14
2023-06-13,가구,12.9,3
2023-06-13,도서,8.9,1
2023-06-13,완구,13.7,2
2023-06-13,반려,10.5,1
2023-06-14,식품,76.5,10
2023-06-14,의류,86.6,11
2023-06-14,전자,74.9,27
2023-06-14,뷰티,48.0,9
2023-06-14,생활,50.4,8
2023-06-14,스포츠,48.3,9
2023-06-14,가구,27.1,8
2023-06-14,도서,21.3,2
2023-06-14,완구,25.5,6
2023-06-14,반려,21.4,4
2023-06-15,식품,64.7,9
2023-06-15,의류,74.2,10
2023-06-15,전자,58.2,14
2023-06-15,뷰티,40.2,6
2023-06-15,생활,46.9,20
2023-06-15,스포츠,44.3,11
2023-06-15,가구,20.1,3
2023-06-15,도서,16.4,2
2023-06-15,완구,21.4,5
2023-06-15,반려,19.4,5
2023-06-16,식품,58.2,23
2023-06-16,의류,62.1,8
2023-06-16,전자,50.0,13
2023-06-16,뷰티,31.4,5
2023-06-16,생활,44.1,5
2023-06-16,스포츠,39.3,4
2023-06-16,가구,15.4,7
2023-06-16,도서,17.7,5
2023-06-16,완구,16.8,4
2023-06-16,반려,15.7,2
2023-06-17,식품,111.7,32
2023-06-17,의류,130.5,17
2023-06-17,전자,109.2,27
2023-06-17,뷰티,76.1,12
2023-06-17,생활,69.3,31
2023-06-17,스포츠,76.6,12
2023-06-17,가구,33.7,6
2023-06-17,도서,29.2,3
2023-06-17,완구,38.0,5
2023-06-17,반려,37.7,18
2023-06-18,식품,87.5,40
2023-06-18,의류,120.2,23
2023-06-18,전자,71.5,26
2023-06-18,뷰티,52.7,6
2023-06-18,생활,69.3,9
2023-06-18,스포츠,67.1,29
2023-06-18,가구,34.9,16
2023-06-18,도서,31.0,7
2023-06-18,완구,27.9,4
2023-06-18,반려,31.2,4
2023-06-19,식품,67.9,21
2023-06-19,의류,93.3,16
2023-06-19,전자,75.0,24
2023-06-19,뷰티,53.1,9
2023-06-19,생활,61.8,11
2023-06-19,스포츠,58.2,7
2023-06-19,가구,26.8,3
2023-06-19,도서,26.5,4
2023-06-19,완구,28.4,14
2023-06-19,반려,20.1,6
2023-06-20,식품,48.9,13
2023-06-20,의류,61.5,14
