주문ID,주문일자,고객ID,성별,연령,지역,유입채널,카테고리,상품명,단가,수량,할인율,결제방법,주문상태,평점
ORD00217,2023-03-17,CUST0029,여,,광주,직접방문,식품,견과류,63000.0,1,0.3,간편결제,배송완료,4.0
ORD00218,2023-03-17,CUST0028,남,50.0,서울,제휴,의류,패딩,89000.0,1,0.1,계좌이체,배송완료,5.0
ORD00219,2023-03-18,CUST0086,여,47.0,경기,이메일,생활용품,수건세트,14000.0,2,0.0,간편결제,배송완료,3.0
ORD00220,2023-03-19,CUST0039,여,32.0,부산,직접방문,뷰티,마스크팩,140000.0,3,0.2,신용카드,배송완료,4.0
ORD00221,2023-03-20,CUST0031,남,39.0,서울,SNS,전자기기,충전기,178000.0,2,0.1,신용카드,배송완료,4.0
ORD00222,2023-03-20,CUST0057,여,18.0,인천,검색,뷰티,스킨케어세트,104000.0,2,0.05,간편결제,배송완료,5.0
ORD00223,2023-03-20,CUST0028,남,30.0,경기,직접방문,식품,건강즙,,1,0.15,간편결제,배송완료,4.0
ORD00224,2023-03-21,CUST0183,남,21.0,부산,SNS,의류,패딩,47000.0,2,0.0,계좌이체,배송완료,4.0
ORD00225,2023-03-21,CUST0162,남,32.0,서울,제휴,의류,니트,58000.0,1,0.0,신용카드,배송완료,4.0
ORD00226,2023-03-22,CUST0041,남,47.0,대전,이메일,의류,니트,91000.0,1,0.1,신용카드,배송중,
ORD00227,2023-03-22,CUST0109,여,28.0,제주,SNS,의류,니트,33000.0,2,0.0,간편결제,배송완료,5.0
ORD00228,2023-03-22,CUST0189,여,26.0,부산,직접방문,식품,커피세트,30000.0,1,0.0,계좌이체,취소,
ORD00229,2023-03-22,CUST0110,남,36.0,경기,검색,생활용품,쿠션,29000.0,2,0.0,포인트,배송완료,4.0
ORD00230,2023-03-23,CUST0036,여,45.0,대전,직접방문,뷰티,스킨케어세트,16000.0,1,0.15,신용카드,배송완료,4.0
ORD00231,2023-03-23,CUST0091,남,43.0,서울,검색,전자기기,스피커,265000.0,1,0.2,계좌이체,배송중,
ORD00232,2023-03-24,CUST0091,여,31.0,인천,검색,의류,청바지,39000.0,1,0.1,신용카드,배송완료,4.0
ORD00233,2023-03-24,CUST0098,여,32.0,광주,SNS,의류,패딩,79000.0,1,0.05,포인트,배송완료,4.0
ORD00234,2023-03-24,CUST0031,여,33.0,제주,SNS,뷰티,향수,13000.0,1,0.2,간편결제,배송완료,4.0
ORD00235,2023-03-25,CUST0192,여,25.0,서울,제휴,의류,티셔츠,94000.0,1,0.2,계좌이체,배송완료,4.0
ORD00236,2023-03-25,CUST0033,남,25.0,경기,직접방문,의류,니트,47000.0,2,0.0,신용카드,배송중,
ORD00237,2023-03-25,CUST0168,여,34.0,인천,SNS,식품,커피세트,42000.0,3,0.0,간편결제,배송완료,5.0
ORD00238,2023-03-25,CUST0111,남,31.0,부산,제휴,뷰티,향수,96000.0,1,0.05,간편결제,취소,
ORD00239,2023-03-26,CUST0043,남,18.0,대구,SNS,식품,차세트,67000.0,1,0.0,포인트,배송완료,
ORD00240,2023-03-26,CUST0003,여,23.0,경기,직접방문,뷰티,향수,25000.0,2,0.0,간편결제,배송완료,5.0
ORD00241,2023-03-26,CUST0088,여,38.0,대구,검색,뷰티,선크림,101000.0,1,0.1,계좌이체,배송완료,5.0
ORD00242,2023-03-26,CUST0104,남,31.0,인천,직접방문,식품,커피세트,21000.0,1,0.0,포인트,반품,
ORD00243,2023-03-28,CUST0082,여,41.0,서울,SNS,의류,원피스,15000.0,2,0.3,신용카드,배송완료,4.0
ORD00244,2023-03-28,CUST0093,여,25.0,경기,검색,생활용품,텀블러,22000.0,1,0.1,신용카드,배송완료,5.0
ORD00245,2023-03-29,CUST0088,여,36.0,경기,이메일,전자기기,스피커,44000.0,1,0.3,간편결제,반품,
ORD00246,2023-03-29,CUST0197,여,32.0,경기,직접방문,식품,차세트,30000.0,2,0.0,계좌이체,배송완료,
ORD00247,2023-03-31,CUST0015,남,33.0,대전,제휴,뷰티,향수,47000.0,1,0.3,간편결제,반품,
ORD00248,2023-04-01,CUST0131,여,31.0,경기,제휴,생활용품,수건세트,33000.0,1,0.15,간편결제,취소,
ORD00249,2023-04-02,CUST0033,남,41.0,인천,SNS,생활용품,수건세트,51000.0,3,0.05,신용카드,배송완료,4.0
ORD00250,2023-04-02,CUST0109,여,33.0,대전,검색,식품,견과류,25000.0,3,0.05,간편결제,배송중,
ORD00251,2023-04-02,CUST0115,여,33.0,서울,SNS,전자기기,스마트워치,219000.0,3,0.3,계좌이체,배송완료,
ORD00252,2023-04-03,CUST0012,여,38.0,제주,검색,의류,니트,100000.0,3,0.0,간편결제,배송완료,5.0
ORD00253,2023-04-03,CUST0073,여,40.0,경기,이메일,뷰티,마스크팩,44000.0,1,0.3,간편결제,배송완료,4.0
ORD00254,2023-04-04,CUST0100,여,18.0,서울,제휴,의류,패딩,17000.0,1,0.2,간편결제,배송완료,4.0
ORD00255,2023-04-05,CUST0002,여,56.0,대전,직접방문,전자기기,이어폰,317000.0,2,0.0,신용카드,배송중,
ORD00256,2023-04-05,CUST0198,n,45.0,대구,검색,전자기기,이어폰,193000.0,1,0.0,신용카드,취소,
ORD00257,2023-04-05,CUST0112,여,50.0,세종,SNS,생활용품,조명,13000.0,1,0.05,간편결제,배송완료,5.0
ORD00258,2023-04-05,CUST0161,여,39.0,서울,SNS,식품,차세트,59000.0,1,0.0,신용카드,배송완료,4.0
ORD00259,2023-04-06,CUST0068,남,22.0,경기,SNS,의류,티셔츠,119000.0,1,0.3,계좌이체,배송완료,5.0
ORD00260,2023-04-06,CUST0085,남,23.0,인천,SNS,생활용품,조명,29000.0,2,0.1,간편결제,취소,
ORD00261,2023-04-07,CUST0145,n,47.0,경기,검색,전자기기,보조배터리,185000.0,1,0.15,포인트,배송중,
ORD00262,2023-04-07,CUST0001,남,37.0,서울,검색,의류,패딩,26000.0,2,0.1,간편결제,배송완료,
ORD00263,2023-04-07,CUST0033,여,28.0,대구,제휴,뷰티,스킨케어세트,148000.0,2,0.1,신용카드,배송중,
ORD00264,2023-04-08,CUST0022,여,49.0,서울,SNS,의류,티셔츠,47000.0,1,0.0,간편결제,배송완료,4.0
ORD00265,2023-04-08,CUST0150,여,36.0,서울,검색,식품,건강즙,26000.0,2,0.1,간편결제,배송완료,4.0
ORD00266,2023-04-08,CUST0081,여,33.0,경기,검색,전자기기,이어폰,57000.0,1,0.2,신용카드,배송완료,4.0
ORD00267,2023-04-08,CUST0147,여,25.0,경기,검색,의류,니트,56000.0,2,0.15,포인트,배송완료,4.0
ORD00268,2023-04-08,CUST0109,남,65.0,서울,검색,생활용품,조명,18000.0,1,0.1,간편결제,배송완료,4.0
ORD00269,2023-04-08,CUST0018,남,32.0,대전,이메일,뷰티,선크림,143000.0,2,0.0,계좌이체,배송중,
ORD00270,2023-04-08,CUST0104,남,46.0,서울,제휴,식품,차세트,16000.0,1,0.0,계좌이체,배송완료,4.0
ORD00271,2023-04-08,CUST0149,남,29.0,인천,SNS,식품,과일선물세트,18000.0,1,0.15,신용카드,배송완료,4.0
ORD00272,2023-04-09,CUST0177,여,34.0,제주,SNS,의류,티셔츠,114000.0,1,0.0,신용카드,배송중,
ORD00273,2023-04-09,CUST0159,여,28.0,광주,검색,의류,패딩,38000.0,3,0.1,간편결제,배송완료,5.0
ORD00274,2023-04-09,CUST0019,여,34.0,서울,검색,식품,차세트,60000.0,1,0.0,신용카드,배송완료,4.0
ORD00275,2023-04-10,CUST0028,남,24.0,경기,직접방문,생활용품,방향제,54000.0,1,0.0,신용카드,배송완료,4.0
ORD00276,2023-04-10,CUST0076,남,36.0,서울,검색,뷰티,스킨케어세트,139000.0,1,0.3,간편결제,배송완료,5.0
ORD00277,2023-04-10,CUST0082,여,18.0,경기,직접방문,전자기기,보조배터리,117000.0,2,0.2,신용카드,배송완료,4.0
ORD00278,2023-04-10,CUST0026,남,36.0,제주,검색,전자기기,이어폰,210000.0,1,0.05,간편결제,배송완료,4.0
ORD00279,2023-04-11,CUST0093,남,37.0,서울,직접방문,의류,패딩,92000.0,1,0.15,신용카드,배송완료,5.0
ORD00280,2023-04-11,CUST0131,남,38.0,인천,직접방문,전자기기,보조배터리,310000.0,3,0.1,신용카드,배송완료,5.0
ORD00281,2023-04-11,CUST0034,남,44.0,부산,검색,의류,원피스,41000.0,1,0.15,간편결제,배송완료,4.0
ORD00282,2023-04-11,CUST0138,남,39.0,서울,검색,뷰티,선크림,125000.0,3,0.3,간편결제,배송완료,
ORD00283,2023-04-11,CUST0047,여,26.0,대구,직접방문,의류,티셔츠,52000.0,1,0.0,간편결제,취소,
ORD00284,2023-04-12,CUST0085,여,38.0,인천,직접방문,식품,건강즙,37000.0,1,0.0,포인트,배송완료,5.0
ORD00285,2023-04-12,CUST0178,여,28.0,서울,제휴,생활용품,방향제,14000.0,1,0.05,간편결제,반품,
ORD00286,2023-04-13,CUST0022,남,45.0,제주,직접방문,생활용품,쿠션,48000.0,2,0.1,신용카드,배송완료,4.0
ORD00287,2023-04-13,CUST0008,여,39.0,인천,SNS,식품,건강즙,29000.0,3,0.3,신용카드,배송완료,4.0
ORD00288,2023-04-13,CUST0069,남,28.0,경기,검색,뷰티,마스크팩,139000.0,3,0.0,신용카드,배송완료,3.0
ORD00289,2023-04-14,CUST0083,여,25.0,서울,직접방문,생활용품,조명,27000.0,2,0.05,계좌이체,배송완료,4.0
ORD00290,2023-04-15,CUST0160,남,52.0,제주,검색,의류,원피스,28000.0,1,0.0,간편결제,배송중,
ORD00291,2023-04-15,CUST0106,여,35.0,경기,검색,의류,니트,36000.0,1,0.2,신용카드,배송완료,4.0
ORD00292,2023-04-15,CUST0060,남,39.0,인천,SNS,전자기기,이어폰,279000.0,1,0.3,신용카드,배송완료,5.0
ORD00293,2023-04-15,CUST0159,여,38.0,경기,검색,전자기기,스마트워치,86000.0,1,0.2,신용카드,반품,
ORD00294,2023-04-16,CUST0035,여,22.0,제주,검색,전자기기,충전기,207000.0,1,0.15,간편결제,배송완료,4.0
ORD00295,2023-04-16,CUST0083,남,41.0,광주,검색,의류,티셔츠,61000.0,3,0.1,간편결제,배송완료,5.0
ORD00296,2023-04-16,CUST0132,남,27.0,제주,직접방문,의류,티셔츠,50000.0,1,0.2,계좌이체,배송완료,4.0
ORD00297,2023-04-17,CUST0052,여,41.0,대전,직접방문,식품,과일선물세트,36000.0,2,0.0,간편결제,배송완료,4.0
ORD00298,2023-04-18,CUST0140,남,43.0,경기,검색,전자기기,충전기,277000.0,3,0.1,계좌이체,반품,
ORD00299,2023-04-19,CUST0074,남,25.0,경기,직접방문,전자기기,충전기,259000.0,2,0.0,신용카드,배송중,
ORD00300,2023-04-19,CUST0187,남,18.0,대구,SNS,전자기기,보조배터리,30000.0,1,0.1,신용카드,배송완료,3.0
ORD00301,2023-04-19,CUST0151,남,31.0,서울,SNS,의류,원피스,66000.0,1,0.1,간편결제,배송완료,
ORD00302,2023-04-19,CUST0161,여,49.0,서울,SNS,의류,티셔츠,59000.0,1,0.0,신용카드,배송완료,4.0
ORD00303,2023-04-20,CUST0079,여,39.0,서울,검색,식품,과일선물세트,41000.0,3,0.2,신용카드,배송완료,4.0
ORD00304,2023-04-20,CUST0197,여,18.0,서울,검색,전자기기,스마트워치,288000.0,1,0.3,간편결제,배송완료,4.0
ORD00305,2023-04-20,CUST0065,여,27.0,서울,검색,식품,견과류,39000.0,1,0.3,간편결제,배송완료,4.0
ORD00306,2023-04-20,CUST0079,여,38.0,서울,검색,의류,원피스,49000.0,1,0.0,계좌이체,취소,
ORD00307,2023-04-21,CUST0132,여,58.0,서울,SNS,생활용품,조명,52000.0,2,0.15,간편결제,배송완료,4.0
ORD00308,2023-04-22,CUST0170,남,35.0,서울,검색,전자기기,이어폰,319000.0,1,0.1,신용카드,배송중,
ORD00309,2023-04-22,CUST0194,남,26.0,경기,검색,생활용품,텀블러,11000.0,1,0.3,신용카드,반품,
ORD00310,2023-04-22,CUST0090,남,18.0,인천,검색,의류,청바지,87000.0,3,0.0,신용카드,배송완료,
ORD00311,2023-04-22,CUST0097,여,18.0,경기,검색,식품,커피세트,53000.0,1,0.0,신용카드,배송완료,5.0
ORD00312,2023-04-22,CUST0035,여,32.0,경기,검색,뷰티,스킨케어세트,118000.0,2,0.05,신용카드,취소,
ORD00313,2023-04-22,CUST0179,남,34.0,제주,검색,생활용품,방향제,17000.0,1,0.1,신용카드,배송중,
ORD00314,2023-04-23,CUST0165,남,18.0,서울,SNS,생활용품,쿠션,22000.0,2,0.15,간편결제,배송완료,4.0
ORD00315,2023-04-23,CUST0002,여,45.0,인천,직접방문,뷰티,향수,35000.0,1,0.2,계좌이체,반품,
ORD00316,2023-04-23,CUST0056,남,35.0,경기,검색,의류,원피스,72000.0,1,0.2,신용카드,배송중,
ORD00317,2023-04-24,CUST0164,여,43.0,부산,검색,의류,청바지,116000.0,1,0.1,신용카드,반품,
ORD00318,2023-04-24,CUST0027,남,37.0,부산,직접방문,뷰티,스킨케어세트,60000.0,1,0.0,계좌이체,배송완료,4.0
ORD00319,2023-04-25,CUST0137,여,33.0,서울,SNS,의류,니트,92000.0,3,0.0,간편결제,배송완료,5.0
ORD00320,2023-04-25,CUST0047,여,27.0,서울,검색,의류,청바지,60000.0,1,0.0,계좌이체,배송완료,3.0
ORD00321,2023-04-25,CUST0186,여,43.0,경기,검색,식품,과일선물세트,42000.0,2,0.15,간편결제,배송완료,3.0
ORD00322,2023-04-25,CUST0001,남,28.0,세종,검색,식품,커피세트,54000.0,1,0.0,간편결제,배송완료,4.0
ORD00323,2023-04-26,CUST0066,여,23.0,서울,직접방문,뷰티,스킨케어세트,57000.0,1,0.05,간편결제,배송완료,4.0
ORD00324,2023-04-26,CUST0015,여,27.0,제주,직접방문,생활용품,방향제,35000.0,1,0.2,간편결제,배송완료,4.0
ORD00325,2023-04-27,CUST0157,여,55.0,경기,SNS,전자기기,보조배터리,161000.0,1,0.15,간편결제,배송완료,4.0
ORD00326,2023-04-27,CUST0037,여,33.0,경기,검색,전자기기,스마트워치,34000.0,1,0.0,간편결제,반품,
ORD00327,2023-04-28,CUST0006,여,29.0,경기,제휴,의류,패딩,30000.0,2,0.0,간편결제,배송완료,3.0
ORD00328,2023-04-29,CUST0048,n,29.0,제주,검색,생활용품,조명,47000.0,1,0.0,신용카드,배송완료,5.0
ORD00329,2023-04-29,CUST0139,여,31.0,서울,검색,전자기기,보조배터리,165000.0,2,0.0,간편결제,배송완료,5.0
ORD00330,2023-04-29,CUST0045,여,39.0,제주,직접방문,생활용품,텀블러,20000.0,2,0.2,계좌이체,배송완료,5.0
ORD00331,2023-04-30,CUST0028,여,23.0,인천,검색,전자기기,보조배터리,136000.0,2,0.1,계좌이체,배송완료,4.0
ORD00332,2023-04-30,CUST0101,남,27.0,서울,직접방문,전자기기,충전기,255000.0,1,0.3,간편결제,배송완료,5.0
ORD00333,2023-04-30,CUST0088,여,37.0,광주,이메일,뷰티,립스틱,40000.0,1,0.0,간편결제,배송중,
ORD00334,2023-04-30,CUST0073,남,31.0,대전,검색,생활용품,쿠션,41000.0,2,0.15,포인트,배송완료,4.0
ORD00335,2023-04-30,CUST0137,남,20.0,제주,검색,식품,차세트,61000.0,1,0.1,간편결제,취소,
ORD00336,2023-05-01,CUST0178,남,34.0,경기,SNS,전자기기,스피커,78000.0,1,0.1,신용카드,배송완료,5.0
ORD00337,2023-05-01,CUST0187,여,18.0,서울,직접방문,생활용품,방향제,33000.0,2,0.0,간편결제,반품,
ORD00338,2023-05-01,CUST0107,남,35.0,경기,SNS,생활용품,방향제,53000.0,2,0.1,계좌이체,배송완료,4.0
ORD00339,2023-05-01,CUST0120,여,35.0,부산,제휴,뷰티,선크림,144000.0,3,0.1,신용카드,배송완료,4.0
ORD00340,2023-05-02,CUST0002,여,36.0,서울,검색,전자기기,스피커,251000.0,1,0.0,간편결제,배송완료,4.0
ORD00341,2023-05-03,CUST0062,n,40.0,서울,직접방문,뷰티,마스크팩,124000.0,3,0.05,신용카드,배송완료,5.0
ORD00342,2023-05-03,CUST0029,n,37.0,경기,SNS,뷰티,향수,22000.0,1,0.15,신용카드,취소,
ORD00343,2023-05-04,CUST0049,남,44.0,경기,검색,뷰티,립스틱,87000.0,2,0.1,계좌이체,취소,
ORD00344,2023-05-04,CUST0062,여,18.0,경기,SNS,전자기기,보조배터리,348000.0,3,0.3,포인트,배송완료,4.0
ORD00345,2023-05-05,CUST0181,여,29.0,경기,검색,뷰티,선크림,138000.0,2,0.3,신용카드,배송완료,4.0
ORD00346,2023-05-05,CUST0190,남,42.0,경기,SNS,생활용품,수건세트,25000.0,1,0.3,신용카드,반품,
ORD00347,2023-05-06,CUST0008,남,36.0,대전,직접방문,식품,과일선물세트,21000.0,1,0.2,간편결제,반품,
ORD00348,2023-05-06,CUST0156,여,37.0,경기,제휴,의류,니트,21000.0,2,0.0,신용카드,배송완료,
ORD00349,2023-05-06,CUST0125,여,29.0,경기,제휴,뷰티,향수,76000.0,2,0.0,간편결제,배송완료,4.0
ORD00350,2023-05-08,CUST0043,여,33.0,서울,검색,식품,과일선물세트,19000.0,1,0.1,신용카드,반품,
ORD00351,2023-05-08,CUST0109,여,48.0,경기,제휴,의류,니트,96000.0,1,0.3,간편결제,배송완료,4.0
ORD00352,2023-05-08,CUST0116,여,34.0,부산,SNS,의류,니트,116000.0,3,0.0,간편결제,배송완료,5.0
ORD00353,2023-05-08,CUST0171,남,22.0,대구,검색,식품,커피세트,78000.0,2,0.1,간편결제,반품,
ORD00354,2023-05-08,CUST0184,여,23.0,대구,직접방문,의류,패딩,115000.0,3,0.0,계좌이체,반품,
ORD00355,2023-05-09,CUST0011,여,32.0,대전,SNS,식품,견과류,74000.0,2,0.0,간편결제,취소,
ORD00356,2023-05-09,CUST0081,여,40.0,부산,검색,식품,커피세트,58000.0,2,0.0,신용카드,배송완료,5.0
ORD00357,2023-05-09,CUST0125,여,35.0,세종,이메일,뷰티,마스크팩,88000.0,2,0.1,신용카드,반품,
ORD00358,2023-05-10,CUST0012,남,57.0,서울,검색,뷰티,향수,138000.0,1,0.3,간편결제,반품,
ORD00359,2023-05-10,CUST0030,남,32.0,경기,검색,식품,과일선물세트,37000.0,2,0.05,신용카드,배송완료,4.0
ORD00360,2023-05-10,CUST0076,남,47.0,서울,직접방문,식품,견과류,73000.0,1,0.1,신용카드,배송완료,5.0
ORD00361,2023-05-10,CUST0180,남,31.0,제주,제휴,전자기기,충전기,293000.0,2,0.1,간편결제,배송완료,5.0
ORD00362,2023-05-11,CUST0177,여,45.0,부산,SNS,전자기기,충전기,309000.0,1,0.0,신용카드,배송완료,3.0
ORD00363,2023-05-11,CUST0117,여,34.0,서울,SNS,전자기기,스피커,136000.0,1,0.1,계좌이체,배송완료,
ORD00364,2023-05-11,CUST0129,여,32.0,경기,SNS,생활용품,텀블러,36000.0,1,0.1,간편결제,배송중,
ORD00365,2023-05-11,CUST0111,여,47.0,대구,직접방문,생활용품,방향제,56000.0,2,0.1,간편결제,배송완료,5.0
ORD00366,2023-05-11,CUST0154,여,20.0,광주,제휴,전자기기,이어폰,291000.0,2,0.0,신용카드,배송완료,4.0
ORD00367,2023-05-11,CUST0024,여,46.0,인천,SNS,의류,청바지,29000.0,2,0.0,신용카드,배송완료,
ORD00368,2023-05-12,CUST0162,여,24.0,인천,제휴,식품,차세트,37000.0,1,0.05,포인트,배송완료,4.0
ORD00369,2023-05-12,CUST0193,여,33.0,경기,SNS,의류,티셔츠,53000.0,1,0.0,신용카드,배송완료,5.0
ORD00370,2023-05-12,CUST0186,여,41.0,인천,검색,생활용품,텀블러,32000.0,1,0.1,신용카드,배송중,
ORD00371,2023-05-12,CUST0191,여,33.0,경기,직접방문,생활용품,방향제,50000.0,1,0.0,간편결제,반품,
ORD00372,2023-05-13,CUST0110,여,32.0,서울,검색,생활용품,방향제,39000.0,1,0.2,신용카드,배송중,
ORD00373,2023-05-13,CUST0174,남,43.0,경기,제휴,의류,니트,44000.0,1,0.3,신용카드,배송완료,4.0
ORD00374,2023-05-13,CUST0079,여,41.0,경기,직접방문,식품,견과류,61000.0,2,0.15,간편결제,배송완료,5.0
ORD00375,2023-05-13,CUST0171,여,18.0,서울,검색,전자기기,스마트워치,32000.0,2,0.15,간편결제,취소,
ORD00376,2023-05-16,CUST0080,여,23.0,인천,제휴,생활용품,방향제,59000.0,1,0.1,포인트,배송완료,4.0
ORD00377,2023-05-16,CUST0166,남,38.0,인천,검색,의류,패딩,66000.0,3,0.3,신용카드,배송완료,4.0
ORD00378,2023-05-16,CUST0139,여,29.0,인천,검색,생활용품,쿠션,34000.0,3,0.3,간편결제,배송완료,4.0
ORD00379,2023-05-16,CUST0162,남,18.0,인천,직접방문,뷰티,선크림,110000.0,3,0.1,간편결제,배송완료,5.0
ORD00380,2023-05-17,CUST0169,여,28.0,광주,검색,식품,과일선물세트,23000.0,1,0.1,포인트,배송완료,4.0
ORD00381,2023-05-17,CUST0064,남,38.0,경기,직접방문,의류,청바지,46000.0,1,0.15,신용카드,배송완료,4.0
ORD00382,2023-05-17,CUST0122,여,40.0,제주,검색,의류,청바지,81000.0,1,0.0,간편결제,배송중,
ORD00383,2023-05-17,CUST0008,여,35.0,경기,검색,의류,청바지,55000.0,1,0.2,신용카드,취소,
ORD00384,2023-05-17,CUST0092,남,18.0,서울,이메일,뷰티,립스틱,12000.0,2,0.05,계좌이체,배송완료,4.0
ORD00385,2023-05-18,CUST0068,여,37.0,서울,검색,뷰티,마스크팩,114000.0,1,0.05,신용카드,배송완료,5.0
ORD00386,2023-05-18,CUST0140,여,31.0,서울,직접방문,식품,과일선물세트,38000.0,1,0.0,간편결제,배송완료,5.0
ORD00387,2023-05-19,CUST0045,여,18.0,경기,직접방문,생활용품,텀블러,17000.0,2,0.15,간편결제,취소,
ORD00388,2023-05-20,CUST0191,여,34.0,경기,이메일,의류,패딩,118000.0,2,0.0,신용카드,배송완료,4.0
ORD00389,2023-05-20,CUST0042,남,36.0,서울,제휴,전자기기,스피커,338000.0,2,0.15,간편결제,배송완료,5.0
ORD00390,2023-05-21,CUST0116,남,27.0,인천,직접방문,전자기기,스피커,299000.0,1,0.05,간편결제,배송완료,4.0
ORD00391,2023-05-21,CUST0046,남,47.0,세종,제휴,전자기기,이어폰,333000.0,2,0.15,신용카드,배송완료,4.0
ORD00392,2023-05-22,CUST0115,여,46.0,경기,직접방문,뷰티,마스크팩,55000.0,1,0.3,계좌이체,배송완료,4.0
ORD00393,2023-05-23,CUST0064,남,43.0,서울,직접방문,뷰티,향수,25000.0,3,0.0,계좌이체,배송완료,4.0
