주문ID,주문일시,고객ID,가게ID,메뉴,주문금액,수량,배달소요시간(분),결제방법,쿠폰사용여부,평점,주문상태
ORD00241,2024-04-03 19:43:46,CUST0437,STR088,불고기피자,20300,1,44.0,카드,Y,3.0,배달완료
ORD00242,2024-04-18 13:48:39,CUST0072,STR044,떡볶이,10700,1,16.0,현금,N,3.0,배달완료
ORD00243,2024-07-06 17:39:56,CUST0329,STR062,와퍼세트,10800,1,24.0,간편결제,N,4.0,배달완료
ORD00244,2024-05-03 12:03:33,CUST0144,STR071,와퍼세트,12000,1,42.0,카드,Y,,배달완료
ORD00245,2024-11-26 18:24:34,CUST0389,STR051,페퍼로니피자,34300,3,33.0,현금,Y,,배달완료
ORD00246,2024-12-27 12:48:36,CUST0046,STR085,오돌뼈,34700,1,58.0,카드,N,5.0,배달완료
ORD00247,2024-01-04 23:51:07,CUST0290,STR034,탕수육,11600,1,16.0,간편결제,N,,배달완료
ORD00248,2024-07-15 18:37:11,CUST0461,STR093,마파두부,10200,3,39.0,카드,N,4.0,배달완료
ORD00249,2024-11-14 12:47:10,CUST0135,STR019,아메리카노,5400,1,29.0,간편결제,N,,배달중
ORD00250,2024-05-20 20:49:43,CUST0500,STR099,초밥세트,16600,3,35.0,간편결제,Y,1.0,배달완료
ORD00251,2024-04-22 23:03:04,CUST0436,STR093,짜장면,-12000,1,20.0,카드,Y,4.0,배달완료
ORD00252,2024-04-08 23:01:01,CUST0449,STR051,하와이안피자,15500,1,60.0,카드,N,5.0,배달완료
ORD00253,2024-09-29 22:56:09,CUST0077,STR058,초밥세트,14700,1,44.0,카드,N,,배달완료
ORD00254,2024-09-03 22:29:34,CUST0141,STR032,치즈피자,32200,1,56.0,카드,Y,4.0,배달완료
ORD00255,2024-04-23 21:43:54,CUST0108,STR050,짬뽕,15700,1,48.0,카드,Y,4.0,배달완료
ORD00256,2024-12-26 22:23:07,CUST0382,STR089,치킨버거,7100,1,19.0,카드,N,5.0,배달완료
ORD00257,2024-06-25 18:27:32,CUST0426,STR061,우동,23300,1,28.0,카드,N,,배달완료
ORD00258,2024-08-31 13:18:24,CUST0396,STR075,마파두부,10800,1,37.0,카드,N,5.0,배달완료
ORD00259,2024-01-21 09:15:07,CUST0269,STR066,튀김,5900,2,17.0,카드,N,1.0,배달완료
ORD00260,2024-08-20 20:17:36,CUST0458,STR002,포케보울,10000,1,33.0,카드,N,4.0,배달완료
ORD00261,2024-08-04 22:30:47,CUST0485,STR008,마늘치킨,22000,1,30.0,카드,Y,,배달완료
ORD00262,2024-04-03 18:52:51,CUST0448,STR021,닭가슴살샐러드,15700,3,16.0,카드,Y,4.0,배달완료
ORD00263,2024-09-14 17:11:23,CUST0172,STR025,볶음밥,16000,3,50.0,카드,N,,배달완료
ORD00264,2024-03-09 13:39:06,CUST0001,STR097,오뎅,11300,2,56.0,카드,N,5.0,배달완료
ORD00265,2024-08-30 18:20:26,CUST0307,STR013,규동,19400,2,16.0,카드,Y,5.0,배달완료
ORD00266,2024-05-01 13:37:37,CUST0006,STR017,오꼬노미야끼,22000,1,29.0,현금,N,4.0,배달완료
ORD00267,2024-04-07 12:47:57,CUST0095,STR086,탕수육,8000,2,53.0,카드,N,,배달중
ORD00268,2024-10-01 20:43:40,CUST0256,STR001,너겟세트,9700,3,36.0,현금,Y,,배달완료
ORD00269,2024-08-03 21:18:45,CUST0308,STR020,순살치킨,23200,2,53.0,간편결제,N,5.0,배달완료
ORD00270,2024-06-01 19:48:39,CUST0294,STR031,족발,24400,2,47.0,카드,N,5.0,배달완료
ORD00271,2024-09-16 11:10:29,CUST0048,STR098,그릭샐러드,8000,1,41.0,간편결제,N,4.0,배달완료
ORD00272,2024-08-08 20:40:34,CUST0263,STR029,깐풍기,10400,1,59.0,현금,N,,배달완료
ORD00273,2024-11-24 18:33:16,CUST0474,STR039,제육볶음,13200,1,41.0,현금,N,,취소
ORD00274,2024-03-11 21:01:58,CUST0142,STR007,순대,11300,1,30.0,간편결제,N,4.0,배달완료
ORD00275,2024-06-25 18:49:01,CUST0112,STR038,초밥세트,10500,1,30.0,카드,N,4.0,배달완료
ORD00276,2024-04-05 11:59:45,CUST0096,STR001,와퍼세트,8100,1,58.0,카드,N,3.0,배달완료
ORD00277,2024-10-02 10:53:39,CUST0039,STR055,빙수,12800,1,54.0,카드,Y,4.0,배달완료
ORD00278,2024-02-08 09:38:48,CUST0126,STR055,케이크,9700,1,44.0,카드,N,,배달완료
ORD00279,2024-04-03 23:58:30,CUST0220,STR046,그릭샐러드,8200,1,23.0,카드,Y,,배달완료
ORD00280,2024-07-11 20:46:20,CUST0013,STR090,퀴노아샐러드,10600,1,55.0,카드,N,2.0,배달완료
ORD00281,2024-10-12 11:14:59,CUST0328,STR028,감자튀김,9400,1,51.0,간편결제,N,4.0,배달완료
ORD00282,2024-01-29 17:24:18,CUST0152,STR073,라볶이,6900,3,47.0,카드,N,,배달완료
ORD00283,2024-11-07 11:53:29,CUST0231,STR084,포케보울,12200,1,37.0,카드,N,,배달완료
ORD00284,2024-01-22 10:38:03,CUST0249,STR044,라볶이,7300,1,39.0,현금,N,,배달완료
ORD00285,2024-06-06 13:59:31,CUST0022,STR019,케이크,9800,1,33.0,카드,N,5.0,배달완료
ORD00286,2024-07-07 21:20:33,CUST0484,STR006,제육볶음,10600,1,25.0,간편결제,N,5.0,배달완료
ORD00287,2024-09-19 18:55:59,CUST0483,STR044,김밥,5600,1,46.0,카드,N,,배달완료
ORD00288,2024-05-08 21:50:08,CUST0122,STR026,튀김,3000,1,45.0,현금,N,,배달완료
ORD00289,2024-07-01 18:48:51,CUST0423,STR048,라멘,13900,2,36.0,현금,N,5.0,배달완료
ORD00290,2024-06-24 23:49:10,CUST0426,STR056,콤비네이션피자,35000,2,15.0,카드,N,4.0,배달완료
ORD00291,2024-01-15 17:44:50,CUST0341,STR008,양념치킨,22400,2,55.0,카드,N,1.0,배달완료
ORD00292,2024-10-13 22:22:56,CUST0101,STR019,아메리카노,8700,1,30.0,카드,N,3.0,배달완료
ORD00293,2024-08-12 23:25:52,CUST0213,STR031,닭볶음탕,21300,2,30.0,간편결제,N,1.0,배달완료
ORD00294,2024-02-20 17:18:15,CUST0352,STR015,오뎅,7400,1,36.0,간편결제,N,4.0,배달완료
ORD00295,2024-03-28 13:48:24,CUST0029,STR020,간장치킨,18600,1,21.0,카드,Y,,배달중
ORD00296,2024-11-09 18:41:29,CUST0162,STR091,마늘치킨,18700,1,35.0,간편결제,Y,,취소
ORD00297,2024-06-26 19:47:21,CUST0410,STR074,비빔밥,10600,2,38.0,간편결제,N,,배달완료
ORD00298,2024-03-30 19:16:14,CUST0219,STR073,순대,8200,3,34.0,카드,Y,,배달완료
ORD00299,2024-01-23 18:59:04,CUST0359,STR075,깐풍기,13800,2,45.0,간편결제,N,3.0,배달완료
ORD00300,2024-05-21 18:39:34,CUST0050,STR067,너겟세트,10500,1,16.0,카드,N,4.0,배달완료
ORD00301,2024-02-29 21:38:05,CUST0133,STR092,페퍼로니피자,"24,300",2,42.0,카드,N,1.0,배달완료
ORD00302,2024-09-05 20:28:11,CUST0144,STR046,퀴노아샐러드,13900,1,18.0,간편결제,N,3.0,배달완료
ORD00303,2024-05-30 19:36:38,CUST0294,STR088,고구마피자,25700,1,19.0,카드,N,2.0,배달완료
ORD00304,2024-03-22 22:56:01,CUST0220,STR032,하와이안피자,31800,1,48.0,간편결제,N,4.0,배달완료
ORD00305,2024-11-02 18:03:21,CUST0113,STR005,튀김,3000,2,48.0,카드,N,4.0,배달완료
ORD00306,2024-03-02 18:30:53,CUST0355,STR099,돈카츠,15900,1,41.0,간편결제,Y,5.0,배달완료
ORD00307,2024-02-27 13:58:51,CUST0425,STR064,오꼬노미야끼,18200,1,30.0,간편결제,N,,취소
ORD00308,2024-02-23 18:19:12,CUST0358,STR010,순살치킨,23900,1,55.0,간편결제,N,,배달완료
ORD00309,2024-12-20 19:02:47,CUST0296,STR061,규동,10300,3,47.0,카드,N,,배달완료
ORD00310,2024-01-29 17:20:55,CUST0487,STR083,볶음밥,14300,2,18.0,카드,N,1.0,배달완료
ORD00311,2024-09-29 13:58:17,CUST0339,STR021,닭가슴살샐러드,13800,1,53.0,카드,Y,4.0,배달완료
ORD00312,2024-05-09 19:09:19,CUST0283,STR031,족발,27700,1,48.0,카드,N,4.0,배달완료
ORD00313,2024-01-09 13:30:49,CUST0032,STR080,오돌뼈,32900,1,31.0,간편결제,N,5.0,배달완료
ORD00314,2024-04-30 12:20:17,CUST0036,STR099,우동,15800,1,31.0,카드,N,5.0,배달완료
ORD00315,2024-10-29 12:32:43,CUST0120,STR044,떡볶이,8500,1,20.0,간편결제,N,,배달완료
ORD00316,2024-10-16 20:20:32,CUST0336,STR006,제육볶음,10600,1,56.0,카드,N,1.0,배달완료
ORD00317,2024-07-10 21:00:45,CUST0446,STR051,하와이안피자,25400,1,51.0,간편결제,N,5.0,배달완료
ORD00318,2024-02-02 13:36:50,CUST0496,STR046,포케보울,13300,1,50.0,카드,N,5.0,배달완료
ORD00319,2024-12-18 17:18:26,CUST0371,STR018,후라이드치킨,18300,1,50.0,카드,Y,4.0,배달완료
ORD00320,2024-05-31 12:45:08,CUST0348,STR048,오꼬노미야끼,20900,1,58.0,현금,N,,배달완료
ORD00321,2024-11-16 20:52:39,CUST0218,STR010,후라이드치킨,22300,1,60.0,간편결제,Y,,배달완료
ORD00322,2024-10-25 10:06:30,CUST0383,STR009,치킨텐더,19100,1,29.0,간편결제,N,,배달중
ORD00323,2024-04-03 17:35:38,CUST0187,STR098,퀴노아샐러드,9700,1,23.0,간편결제,Y,,배달완료
ORD00324,2024-06-16 13:58:44,CUST0035,STR004,닭발,20200,1,31.0,카드,N,3.0,배달완료
ORD00325,2024-04-09 13:07:43,CUST0340,STR092,하와이안피자,17300,1,49.0,카드,N,,취소
ORD00326,2024-08-18 22:39:30,CUST0250,STR012,와퍼세트,10400,1,16.0,카드,Y,4.0,배달완료
ORD00327,2024-12-31 19:42:34,CUST0174,STR023,우동,8900,1,26.0,카드,N,,취소
ORD00328,2024-10-26 12:00:44,CUST0092,STR057,후라이드치킨,20300,99,46.0,카드,Y,4.0,배달완료
ORD00329,2024-08-13 22:43:48,CUST0487,STR044,순대,5100,1,59.0,간편결제,Y,4.0,배달완료
ORD00330,2024-04-28 12:24:15,CUST0196,STR068,빅맥세트,9500,1,22.0,간편결제,Y,4.0,배달완료
ORD00331,2024-06-14 11:02:00,CUST0320,STR008,후라이드치킨,21300,1,57.0,현금,N,5.0,배달완료
ORD00332,2024-04-08 20:51:53,CUST0243,STR001,와퍼세트,8400,1,17.0,간편결제,Y,5.0,배달완료
ORD00333,2024-07-08 12:24:38,CUST0366,STR091,간장치킨,19300,1,28.0,간편결제,N,4.0,배달완료
ORD00334,2024-07-22 22:32:20,CUST0006,STR090,그릭샐러드,13200,1,16.0,카드,N,,취소
ORD00335,2024-08-03 19:19:35,CUST0026,STR021,퀴노아샐러드,11300,1,55.0,간편결제,Y,,배달완료
ORD00336,2024-08-05 10:35:16,CUST0416,STR015,떡볶이,11600,1,34.0,간편결제,N,5.0,배달완료
ORD00337,2024-12-17 19:09:47,CUST0431,STR079,연어샐러드,8100,1,24.0,간편결제,N,4.0,배달완료
ORD00338,2024-01-02 18:49:56,CUST0306,STR018,간장치킨,24200,1,27.0,카드,N,5.0,배달완료
ORD00339,2024-02-03 21:39:12,CUST0296,STR059,콤비네이션피자,29200,2,41.0,카드,N,,배달완료
ORD00340,2024-08-29 11:45:59,CUST0184,STR085,보쌈,20100,2,44.0,간편결제,N,5.0,배달완료
ORD00341,2024-08-29 12:13:32,CUST0296,STR003,라멘,24300,1,37.0,간편결제,Y,5.0,배달완료
ORD00342,2024-03-02 18:18:27,CUST0090,STR042,포케보울,16000,3,26.0,카드,N,5.0,배달완료
ORD00343,2024-02-09 13:06:10,CUST0038,STR027,오돌뼈,24100,1,57.0,카드,N,,배달완료
ORD00344,2024-04-01 21:14:59,CUST0026,STR087,깐풍기,17100,2,37.0,간편결제,Y,5.0,배달완료
ORD00345,2024-06-11 13:19:36,CUST0409,STR095,족발,31200,1,15.0,카드,N,,배달완료
ORD00346,2024-08-20 12:38:09,CUST0419,STR010,후라이드치킨,23500,0,20.0,간편결제,Y,3.0,배달완료
ORD00347,2024-06-02 13:59:51,CUST0500,STR096,짜장면,7100,1,40.0,간편결제,N,,배달완료
ORD00348,2024-09-20 22:16:43,CUST0458,STR071,불고기버거,7400,99,18.0,카드,N,,배달완료
ORD00349,2024-07-22 10:40:38,CUST0096,STR041,시저샐러드,12100,3,47.0,간편결제,N,3.0,배달완료
ORD00350,2024-05-07 19:49:38,CUST0448,STR088,콤비네이션피자,33200,1,30.0,카드,N,,배달중
ORD00351,2024-07-08 20:51:38,CUST0008,STR066,오뎅,11100,1,180.0,간편결제,N,,배달완료
ORD00352,2024-03-21 20:02:38,CUST0110,STR041,시저샐러드,9500,1,23.0,간편결제,Y,,배달완료
ORD00353,2024-02-05 21:14:05,CUST0144,STR067,감자튀김,9100,1,58.0,현금,N,,배달완료
ORD00354,2024-09-27 20:09:33,CUST0312,STR080,족발,18600,1,30.0,카드,Y,,배달중
ORD00355,2024-11-18 10:33:30,CUST0382,STR022,오꼬노미야끼,10800,1,39.0,간편결제,Y,5.0,배달완료
ORD00356,2024-01-27 17:54:16,CUST0054,STR012,와퍼세트,8600,1,22.0,간편결제,N,,배달중
ORD00357,2024-04-16 22:42:40,CUST0274,STR038,오꼬노미야끼,20900,2,21.0,간편결제,N,4.0,배달완료
ORD00358,2024-07-27 14:22:32,CUST0339,STR036,불고기피자,15600,1,21.0,카드,N,5.0,배달완료
ORD00359,2024-02-17 18:34:13,CUST0315,STR039,설렁탕,14100,1,16.0,카드,N,5.0,배달완료
ORD00360,2024-12-19 23:33:01,CUST0083,STR037,설렁탕,12000,1,24.0,간편결제,N,3.0,배달완료
ORD00361,2024-10-27 18:05:41,CUST0314,STR034,볶음밥,11100,1,31.0,간편결제,N,5.0,배달완료
ORD00362,2024-07-20 23:36:57,CUST0361,STR088,하와이안피자,33400,1,51.0,간편결제,N,5.0,배달완료
ORD00363,2024-09-17 20:31:38,CUST0283,STR076,너겟세트,9200,1,26.0,간편결제,N,2.0,배달완료
ORD00364,2024-09-03 22:23:15,CUST0053,STR067,와퍼세트,10800,1,33.0,카드,Y,,배달완료
ORD00365,2024-09-24 11:34:19,CUST0399,STR060,고구마피자,30800,1,56.0,카드,N,5.0,배달완료
ORD00366,2024-11-25 22:25:21,CUST0262,STR100,콤비네이션피자,31600,2,29.0,간편결제,N,2.0,배달완료
ORD00367,2024-05-18 13:21:18,CUST0481,STR032,페퍼로니피자,33300,1,18.0,카드,N,,배달완료
ORD00368,2024-04-27 14:46:30,CUST0087,STR044,튀김,10900,1,46.0,카드,Y,4.0,배달완료
ORD00369,2024-01-11 18:40:11,CUST0103,STR022,오꼬노미야끼,18700,1,37.0,간편결제,Y,,배달완료
ORD00370,2024-05-27 15:52:06,CUST0424,STR067,불고기버거,6100,2,46.0,카드,N,,배달완료
ORD00371,2024-12-01 17:26:49,CUST0157,STR044,순대,11000,2,26.0,카드,N,5.0,배달완료
ORD00372,2024-02-23 12:58:02,CUST0144,STR046,연어샐러드,12400,1,25.0,카드,N,,배달완료
ORD00373,2024-05-30 11:00:19,CUST0083,STR096,짜장면,10700,1,16.0,카드,N,,배달완료
ORD00374,2024-11-08 23:14:52,CUST0198,STR034,마파두부,6500,1,31.0,간편결제,Y,5.0,배달완료
ORD00375,2024-06-15 23:36:18,CUST0415,STR011,아메리카노,3700,1,24.0,카드,N,,배달완료
ORD00376,2024-06-14 23:51:10,CUST0121,STR001,감자튀김,7900,1,22.0,카드,N,5.0,배달완료
ORD00377,2024-03-24 21:17:08,CUST0240,STR032,하와이안피자,31200,1,30.0,카드,N,4.0,배달완료
ORD00378,2024-10-08 19:10:10,CUST0012,STR031,오돌뼈,18200,1,30.0,간편결제,N,2.0,배달완료
ORD00379,2024-03-12 11:07:56,CUST0118,STR019,마카롱세트,11800,1,40.0,카드,N,5.0,배달완료
ORD00380,2024-10-17 12:01:51,CUST0276,STR030,제육볶음,11500,2,22.0,카드,Y,,취소
ORD00381,2024-04-07 11:50:09,CUST0079,STR006,불고기,13100,2,34.0,카드,N,,배달완료
ORD00382,2024-12-23 18:43:20,CUST0370,STR057,후라이드치킨,19400,1,44.0,카드,N,,취소
ORD00383,2024-12-08 11:54:20,CUST0142,STR075,볶음밥,11600,2,51.0,카드,N,3.0,배달완료
ORD00384,2024-11-19 17:54:59,CUST0124,STR009,양념치킨,18600,1,16.0,카드,Y,,취소
ORD00385,2024-12-10 19:22:34,CUST0092,STR019,빙수,7700,1,38.0,카드,N,,배달완료
ORD00386,2024-01-10 17:43:47,CUST0423,STR003,오꼬노미야끼,22100,1,19.0,간편결제,N,5.0,배달완료
ORD00387,2024-06-21 17:45:38,CUST0448,STR062,불고기버거,7200,1,54.0,간편결제,N,5.0,배달완료
ORD00388,2024-11-19 11:14:07,CUST0114,STR083,짬뽕,12700,1,38.0,카드,Y,,배달완료
ORD00389,2024-05-28 12:22:46,CUST0205,STR073,순대,8600,1,15.0,간편결제,Y,4.0,배달완료
ORD00390,2024-05-15 12:55:31,CUST0075,STR024,곱창,32800,1,54.0,간편결제,N,,취소
ORD00391,2024-11-23 17:25:30,CUST0084,STR034,마파두부,18000,1,27.0,카드,N,5.0,배달완료
ORD00392,2024-11-13 12:11:50,CUST0260,STR068,치킨버거,11100,1,39.0,카드,N,,배달완료
ORD00393,2024-01-26 21:37:44,CUST0009,STR043,감자튀김,11400,1,39.0,간편결제,N,5.0,배달완료
ORD00394,2024-11-09 20:28:52,CUST0153,STR022,규동,10000,1,45.0,카드,Y,5.0,배달완료
ORD00395,2024-03-29 12:20:52,CUST0465,STR091,마늘치킨,21900,1,25.0,간편결제,N,5.0,배달완료
ORD00396,2024-08-19 11:44:34,CUST0214,STR030,불고기,12900,1,56.0,간편결제,Y,,취소
ORD00397,2024-09-06 13:25:30,CUST0499,STR063,튀김,11700,1,54.0,간편결제,N,1.0,배달완료
ORD00398,2024-09-21 17:27:16,CUST0277,STR036,불고기피자,25400,1,37.0,카드,N,3.0,배달완료
ORD00399,2024-06-22 11:13:35,CUST0493,STR007,라볶이,9300,1,52.0,카드,N,3.0,배달완료
ORD00400,2024-11-06 11:22:48,CUST0136,STR018,후라이드치킨,20600,1,31.0,간편결제,Y,4.0,배달완료
ORD00401,2024-10-06 21:06:00,CUST0246,STR026,라볶이,,1,54.0,카드,N,,배달완료
ORD00402,2024-06-22 12:33:32,CUST0360,STR095,오돌뼈,15400,2,25.0,카드,N,4.0,배달완료
ORD00403,2024-07-01 20:04:13,CUST0251,STR032,불고기피자,30900,1,43.0,카드,N,,배달완료
ORD00404,2024-07-25 19:59:39,CUST0324,STR088,고구마피자,22100,1,50.0,카드,N,3.0,배달완료
ORD00405,2024-08-24 11:55:56,CUST0415,STR030,제육볶음,11400,1,56.0,간편결제,N,5.0,배달완료
ORD00406,2024-08-13 22:51:55,CUST0315,STR054,치킨텐더,18800,1,34.0,카드,N,5.0,배달완료
ORD00407,2024-03-25 19:34:42,CUST0341,STR064,라멘,15800,1,57.0,카드,N,,배달완료
ORD00408,2024-09-11 21:39:28,CUST0300,STR089,빅맥세트,7800,2,36.0,카드,N,5.0,배달완료
ORD00409,2024-03-04 10:59:36,CUST0196,STR063,순대,8800,1,43.0,카드,N,4.0,배달완료
ORD00410,2024-12-09 11:46:06,CUST0203,STR047,그릭샐러드,15600,1,27.0,간편결제,N,4.0,배달완료
ORD00411,2024-07-24 13:58:34,CUST0093,STR098,퀴노아샐러드,11200,1,25.0,간편결제,N,5.0,배달완료
ORD00412,2024-01-14 19:11:14,CUST0382,STR071,너겟세트,6200,1,46.0,간편결제,N,,배달완료
ORD00413,2024-01-24 13:14:52,CUST0124,STR010,마늘치킨,23200,2,46.0,카드,N,5.0,배달완료
ORD00414,2024-08-08 11:56:25,CUST0095,STR100,치즈피자,27100,1,38.0,카드,Y,5.0,배달완료
ORD00415,2024-10-26 23:51:49,CUST0194,STR041,퀴노아샐러드,11200,1,15.0,간편결제,Y,4.0,배달완료
ORD00416,2024-10-02 11:40:44,CUST0458,STR035,닭가슴살샐러드,10300,2,36.0,카드,Y,2.0,배달완료
ORD00417,2024-06-02 12:37:13,CUST0435,STR050,짜장면,16900,1,40.0,카드,N,5.0,배달완료
ORD00418,2024-07-17 23:42:43,CUST0452,STR093,깐풍기,13800,2,36.0,간편결제,N,,취소
ORD00419,2024-12-06 17:58:12,CUST0261,STR073,순대,3700,1,52.0,카드,N,1.0,배달완료
ORD00420,2024-04-09 11:12:17,CUST0328,STR048,규동,15600,1,42.0,현금,N,5.0,배달완료
ORD00421,2024-01-11 21:29:08,CUST0459,STR027,보쌈,22900,1,37.0,간편결제,Y,5.0,배달완료
ORD00422,2024-10-05 14:25:07,CUST0500,STR027,곱창,17800,1,52.0,카드,Y,,취소
ORD00423,2024-05-13 12:03:58,CUST0278,STR084,시저샐러드,14900,1,29.0,카드,N,3.0,배달완료
ORD00424,2024-04-01 18:13:55,CUST0151,STR022,오꼬노미야끼,18700,2,32.0,카드,Y,,취소
ORD00425,2024-03-03 11:19:01,CUST0318,STR057,간장치킨,23700,1,18.0,간편결제,N,,배달완료
ORD00426,2024-05-11 11:16:26,CUST0376,STR093,짬뽕,16000,1,18.0,카드,N,5.0,배달완료
ORD00427,2024-10-07 17:30:01,CUST0274,STR073,떡볶이,4200,2,43.0,카드,N,,취소
ORD00428,2024-04-23 23:57:21,CUST0148,STR058,돈카츠,13000,1,41.0,간편결제,N,2.0,배달완료
ORD00429,2024-03-05 20:52:03,CUST0417,STR061,규동,16000,1,43.0,현금,Y,,배달완료
ORD00430,2024-04-29 18:34:41,CUST0240,STR077,마파두부,13600,1,52.0,카드,N,5.0,배달완료
ORD00431,2024-03-31 23:06:41,CUST0443,STR032,고구마피자,25600,1,18.0,카드,Y,,배달완료
ORD00432,2024-03-15 16:50:18,CUST0323,STR080,곱창,24600,1,15.0,간편결제,N,4.0,배달완료
ORD00433,2024-11-15 21:10:54,CUST0196,STR090,닭가슴살샐러드,10400,1,42.0,카드,N,4.0,배달완료
ORD00434,2024-05-22 18:09:50,CUST0070,STR023,라멘,10100,1,26.0,카드,N,5.0,배달완료
ORD00435,2024-10-17 17:44:50,CUST0093,STR006,김치찌개,10900,1,15.0,카드,Y,4.0,배달완료
ORD00436,2024-11-18 17:07:20,CUST0243,STR080,족발,31800,1,50.0,간편결제,Y,,배달완료
ORD00437,2024-07-01 18:19:43,CUST0443,STR010,반반치킨,19900,1,16.0,카드,N,4.0,배달완료
ORD00438,2024-10-25 13:54:18,CUST0143,STR018,후라이드치킨,20200,1,60.0,간편결제,N,4.0,배달완료
ORD00439,2024-05-03 17:16:44,CUST0050,STR071,불고기버거,8300,3,55.0,카드,Y,,배달완료
ORD00440,2024-10-25 13:27:21,CUST0042,STR044,튀김,8000,1,48.0,간편결제,N,,취소
ORD00441,2024-09-16 23:55:56,CUST0154,STR085,곱창,19800,99,41.0,간편결제,Y,4.0,배달완료
ORD00442,2024-08-08 20:26:14,CUST0121,STR018,반반치킨,20400,1,43.0,카드,N,,배달완료
ORD00443,2024-10-10 19:48:53,CUST0453,STR095,족발,33200,1,42.0,카드,Y,,배달완료
ORD00444,2024-08-18 17:55:47,CUST0461,STR020,양념치킨,23500,1,36.0,카드,Y,5.0,배달완료
ORD00445,2024-05-13 20:43:53,CUST0063,STR020,후라이드치킨,21300,1,33.0,현금,N,,배달완료
ORD00446,2024-06-17 13:57:51,CUST0356,STR098,그릭샐러드,10000,1,40.0,현금,Y,4.0,배달완료
ORD00447,2024-11-22 11:10:08,CUST0231,STR042,그릭샐러드,12400,1,19.0,카드,Y,,취소
ORD00448,2024-05-17 19:39:49,CUST0175,STR074,김치찌개,14500,2,32.0,간편결제,N,,배달완료
ORD00449,2024-10-27 12:50:18,CUST0065,STR065,튀김,4500,1,42.0,카드,Y,3.0,배달완료
ORD00450,2024-03-23 23:06:43,CUST0248,STR014,마파두부,10300,1,18.0,카드,N,5.0,배달완료
ORD00451,2024-06-23 16:44:32,CUST0386,STR029,짜장면,8600,1,34.0,간편결제,N,4.0,배달완료
ORD00452,2024-01-20 22:54:15,CUST0461,STR008,반반치킨,20100,2,25.0,카드,Y,,배달완료
ORD00453,2024-04-29 11:21:57,CUST0069,STR016,설렁탕,7600,2,30.0,카드,Y,,배달중
ORD00454,2024-07-08 22:54:53,CUST0056,STR092,불고기피자,32700,1,35.0,간편결제,Y,5.0,배달완료
ORD00455,2024-11-24 11:29:57,CUST0123,STR088,치즈피자,25400,2,46.0,카드,N,4.0,배달완료
ORD00456,2024-11-28 18:22:15,CUST0273,STR070,케이크,14600,1,56.0,간편결제,N,4.0,배달완료
ORD00457,2024-06-15 22:03:10,CUST0390,STR048,라멘,20100,1,53.0,간편결제,N,,배달중
ORD00458,2024-08-23 19:29:56,CUST0148,STR007,순대,10000,1,47.0,카드,Y,,배달완료
ORD00459,2024-02-03 12:44:45,CUST0260,STR085,보쌈,18800,2,26.0,카드,N,,배달중
ORD00460,2024-11-20 19:36:40,CUST0123,STR057,간장치킨,18600,1,22.0,간편결제,N,,배달완료
ORD00461,2024-07-17 20:38:29,CUST0109,STR087,볶음밥,9600,1,19.0,카드,N,3.0,배달완료
ORD00462,2024-09-14 21:10:16,CUST0226,STR019,크로플,14800,3,18.0,간편결제,N,5.0,배달완료
ORD00463,2024-09-17 13:06:29,CUST0294,STR059,콤비네이션피자,28700,1,41.0,카드,N,2.0,배달완료
ORD00464,2024-06-20 11:41:01,CUST0493,STR051,하와이안피자,19400,1,56.0,카드,N,,취소
ORD00465,2024-03-19 11:08:01,CUST0390,STR076,와퍼세트,8900,1,50.0,간편결제,Y,,취소
