캠페인ID,고객ID,발송일,오픈여부,클릭여부,전환여부,전환금액
CAM006,CU00196,2023-08-09,N,N,N,
CAM004,CU00585,2023-12-11,N,N,N,
CAM002,CU00445,2023-03-19,N,N,N,
CAM004,CU00467,2023-12-26,Y,Y,N,
CAM003,CU00496,2023-09-20,N,N,N,
CAM009,CU00408,2023-11-21,N,N,N,
CAM009,CU00475,2023-11-29,N,N,N,
CAM002,CU00796,2023-03-07,N,N,N,
CAM004,CU00201,2023-12-26,Y,Y,N,
CAM003,CU00475,2023-09-16,Y,N,N,
CAM002,CU00629,2023-03-18,N,N,N,
CAM002,CU00255,2023-03-07,N,N,N,
CAM007,CU00317,2023-05-28,Y,N,N,
CAM009,CU00002,2023-11-28,N,N,N,
CAM006,CU00161,2023-07-28,Y,N,N,
CAM009,CU00083,2023-11-20,N,N,N,
CAM010,CU00012,2023-12-31,N,N,N,
CAM005,CU00284,2024-03-04,N,N,N,
CAM009,CU00377,2023-11-20,Y,N,N,
CAM004,CU00529,2023-12-23,Y,N,N,
CAM005,CU00216,2024-03-28,N,N,N,
CAM001,CU00657,2023-06-27,N,N,N,
CAM004,CU00268,2023-12-27,N,N,N,
CAM006,CU00153,2023-08-04,Y,Y,Y,17200.0
CAM002,CU00421,2023-03-16,Y,N,N,
CAM006,CU00760,2023-07-17,N,N,N,
CAM008,CU00098,2023-10-15,N,N,N,
CAM002,CU00167,2023-03-29,N,N,N,
CAM003,CU00310,2023-09-26,N,N,N,
CAM009,CU00092,2023-11-29,Y,N,N,
CAM002,CU00113,2023-03-13,Y,N,N,
CAM010,CU00129,2023-12-23,Y,N,N,
CAM007,CU00483,2023-05-12,Y,N,N,
CAM009,CU00289,2023-11-27,Y,Y,N,
CAM009,CU00185,2023-11-25,N,N,N,
CAM007,CU00262,2023-05-02,N,N,N,
CAM004,CU00238,2023-12-14,Y,N,N,
CAM005,CU00040,2024-03-16,Y,N,N,
CAM007,CU00608,2023-05-07,Y,N,N,
CAM009,CU00061,2023-11-21,N,N,N,
CAM010,CU00674,2023-12-20,N,N,N,
CAM007,CU00201,2023-05-27,N,N,N,
CAM004,CU00579,2023-12-20,Y,Y,Y,33500.0
CAM009,CU00742,2023-11-23,Y,N,N,
CAM007,CU00391,2023-05-25,Y,Y,N,
CAM009,CU00660,2023-11-25,N,N,N,
CAM006,CU00610,2023-08-12,N,N,N,
CAM005,CU00087,2024-03-20,N,N,N,
CAM005,CU00556,2024-03-21,Y,N,N,
CAM009,CU00653,2023-11-20,Y,N,N,
CAM006,CU00576,2023-07-27,N,N,N,
CAM007,CU00433,2023-05-22,Y,N,N,
CAM007,CU00661,2023-05-22,N,N,N,
CAM009,CU00542,2023-11-24,Y,N,N,
CAM003,CU00034,2023-09-19,Y,Y,N,
CAM010,CU00106,2023-12-31,N,N,N,
CAM010,CU00151,2024-01-03,N,N,N,
CAM010,CU00127,2024-01-03,N,N,N,
CAM005,CU00052,2024-03-04,Y,N,N,
CAM010,CU00464,2023-12-27,N,N,N,
CAM002,CU00607,2023-03-16,Y,N,N,
CAM003,CU00025,2023-09-20,Y,N,N,
CAM008,CU00482,2023-10-10,Y,N,N,
CAM004,CU00329,2023-12-05,Y,Y,N,
CAM004,CU00206,2023-12-15,Y,N,N,
CAM001,CU00046,2023-06-27,Y,N,N,
CAM003,CU00357,2023-09-22,N,N,N,
CAM003,CU00626,2023-10-03,Y,N,N,
CAM010,CU00463,2023-12-21,Y,N,N,
CAM004,CU00393,2023-12-15,Y,N,N,
CAM005,CU00549,2024-03-10,Y,N,N,
CAM001,CU00005,2023-06-15,N,N,N,
CAM004,CU00196,2023-12-18,Y,N,N,
CAM007,CU00265,2023-05-29,N,N,N,
CAM001,CU00696,2023-06-14,N,N,N,
CAM004,CU00578,2023-12-17,N,N,N,
CAM007,CU00327,2023-05-08,N,N,N,
CAM009,CU00525,2023-11-28,Y,Y,N,
CAM007,CU00102,2023-05-30,Y,N,N,
CAM007,CU00340,2023-05-22,Y,N,N,
CAM005,CU00308,2024-03-14,Y,Y,N,
CAM004,CU00780,2023-12-03,Y,Y,N,
CAM004,CU00008,2023-12-03,N,N,N,
CAM005,CU00283,2024-03-21,N,N,N,
CAM002,CU00247,2023-03-10,Y,N,N,
CAM006,CU00082,2023-07-29,N,N,N,
CAM003,CU00642,2023-09-29,N,N,N,
CAM002,CU00184,2023-03-07,N,N,N,
CAM001,CU00654,2023-06-19,Y,N,N,
CAM001,CU00788,2023-06-22,N,N,N,
CAM009,CU00470,2023-11-25,Y,N,N,
CAM010,CU00750,2023-12-21,Y,Y,N,
CAM003,CU00389,2023-10-04,Y,N,N,
CAM007,CU00591,2023-05-19,N,N,N,
CAM005,CU00494,2024-03-08,Y,N,N,
CAM005,CU00120,2024-03-09,Y,Y,N,
CAM005,CU00720,2024-03-20,N,N,N,
CAM003,CU00471,2023-09-22,N,N,N,
CAM004,CU00752,2023-12-03,Y,N,N,
CAM007,CU00534,2023-05-04,Y,Y,N,
CAM001,CU00711,2023-06-10,N,N,N,
CAM010,CU00623,2023-12-20,N,N,N,
CAM005,CU00438,2024-03-04,Y,Y,Y,24600.0
CAM008,CU00286,2023-10-03,N,N,N,
CAM007,CU00620,2023-05-01,N,N,N,
CAM008,CU00668,2023-10-10,Y,N,N,
CAM003,CU00266,2023-09-17,N,N,N,
CAM009,CU00589,2023-11-26,N,N,N,
CAM004,CU00746,2023-12-25,N,N,N,
CAM009,CU00250,2023-11-24,N,N,N,
CAM009,CU00096,2023-11-21,Y,N,N,
CAM005,CU00786,2024-03-19,Y,N,N,
CAM005,CU00186,2024-03-27,N,N,N,
CAM002,CU00137,2023-03-22,N,N,N,
CAM007,CU00157,2023-05-19,N,N,N,
CAM005,CU00796,2024-03-03,N,N,N,
CAM003,CU00125,2023-09-16,N,N,N,
CAM009,CU00365,2023-11-21,N,N,N,
CAM004,CU00610,2023-12-02,N,N,N,
CAM004,CU00677,2023-12-09,Y,N,N,
CAM003,CU00143,2023-09-22,Y,Y,N,
CAM007,CU00320,2023-05-29,N,N,N,
CAM007,CU00777,2023-05-14,Y,N,N,
CAM006,CU00109,2023-08-11,N,N,N,
CAM009,CU00533,2023-11-27,N,N,N,
CAM010,CU00208,2023-12-21,N,N,N,
CAM007,CU00402,2023-05-20,Y,N,N,
CAM003,CU00612,2023-09-25,Y,N,N,
CAM002,CU00623,2023-03-29,Y,N,N,
CAM010,CU00787,2023-12-21,Y,N,N,
CAM002,CU00785,2023-03-25,N,N,N,
CAM002,CU00531,2023-03-11,N,N,N,
CAM001,CU00049,2023-06-10,Y,N,N,
CAM010,CU00047,2023-12-20,Y,N,N,
CAM001,CU00216,2023-06-24,N,N,N,
CAM007,CU00106,2023-05-29,Y,Y,N,
CAM006,CU00191,2023-08-03,Y,N,N,
CAM009,CU00203,2023-11-23,N,N,N,
CAM004,CU00007,2023-12-05,N,N,N,
CAM006,CU00528,2023-07-21,Y,N,N,
CAM008,CU00290,2023-10-13,Y,N,N,
CAM002,CU00237,2023-03-26,Y,Y,N,
CAM007,CU00086,2023-05-06,Y,N,N,
CAM001,CU00140,2023-06-20,N,N,N,
CAM009,CU00120,2023-11-20,Y,Y,N,
CAM005,CU00029,2024-03-04,N,N,N,
CAM001,CU00767,2023-06-26,Y,N,N,
CAM002,CU00450,2023-03-16,N,N,N,
CAM010,CU00215,2023-12-30,N,N,N,
CAM001,CU00376,2023-06-16,Y,N,N,
CAM010,CU00045,2023-12-23,Y,N,N,
CAM002,CU00073,2023-03-21,Y,N,N,
CAM006,CU00668,2023-07-27,N,N,N,
CAM009,CU00753,2023-11-21,Y,N,N,
CAM007,CU00156,2023-05-12,Y,N,N,
CAM003,CU00120,2023-09-15,N,N,N,
CAM005,CU00559,2024-03-20,N,N,N,
CAM010,CU00165,2023-12-21,N,N,N,
CAM010,CU00293,2023-12-24,N,N,N,
CAM005,CU00467,2024-03-20,N,N,N,
CAM008,CU00670,2023-10-09,Y,N,N,
CAM001,CU00691,2023-06-06,Y,Y,N,
CAM002,CU00035,2023-03-12,N,N,N,
CAM002,CU00474,2023-03-30,Y,Y,N,
CAM002,CU00797,2023-03-20,Y,N,N,
CAM003,CU00757,2023-10-03,Y,Y,N,
CAM004,CU00604,2023-12-03,Y,N,N,
CAM010,CU00227,2023-12-22,N,N,N,
CAM001,CU00700,2023-06-23,N,N,N,
CAM009,CU00720,2023-11-20,N,N,N,
CAM008,CU00125,2023-10-17,N,N,N,
CAM009,CU00748,2023-11-24,Y,Y,Y,44800.0
CAM002,CU00017,2023-03-14,N,N,N,
CAM001,CU00286,2023-06-12,N,N,N,
CAM004,CU00036,2023-12-27,Y,N,N,
CAM007,CU00601,2023-05-15,N,N,N,
CAM003,CU00596,2023-09-30,Y,Y,N,
CAM010,CU00110,2023-12-21,Y,N,N,
CAM004,CU00210,2023-12-14,N,N,N,
CAM009,CU00619,2023-11-26,Y,N,N,
CAM002,CU00233,2023-03-28,N,N,N,
CAM004,CU00484,2023-12-03,N,N,N,
CAM002,CU00489,2023-03-17,Y,N,N,
CAM003,CU00592,2023-09-22,N,N,N,
CAM007,CU00039,2023-05-12,Y,N,N,
CAM007,CU00290,2023-05-22,N,N,N,
CAM007,CU00775,2023-05-29,N,N,N,
CAM002,CU00760,2023-03-06,N,N,N,
CAM003,CU00569,2023-09-21,Y,N,N,
CAM004,CU00673,2023-12-11,N,N,N,
CAM001,CU00323,2023-06-14,Y,N,N,
CAM002,CU00694,2023-03-18,N,N,N,
CAM002,CU00246,2023-03-06,Y,N,N,
CAM002,CU00252,2023-03-25,N,N,N,
CAM009,CU00349,2023-11-24,N,N,N,
CAM005,CU00800,2024-03-26,N,N,N,
CAM009,CU00641,2023-11-21,Y,Y,N,
CAM002,CU00712,2023-03-18,Y,N,N,
CAM003,CU00282,2023-09-29,N,N,N,
CAM010,CU00111,2024-01-04,Y,N,N,
CAM009,CU00014,2023-11-26,N,N,N,
CAM005,CU00658,2024-03-09,N,N,N,
CAM010,CU00337,2023-12-25,Y,Y,N,
CAM009,CU00006,2023-11-26,Y,N,N,
CAM003,CU00779,2023-09-26,Y,N,N,
CAM004,CU00495,2023-12-08,Y,Y,N,
CAM007,CU00165,2023-05-18,N,N,N,
CAM007,CU00237,2023-05-19,N,N,N,
CAM004,CU00003,2023-12-17,N,N,N,
CAM005,CU00457,2024-03-28,N,N,N,
CAM009,CU00777,2023-11-26,N,N,N,
CAM002,CU00189,2023-03-01,Y,Y,N,
CAM001,CU00017,2023-06-10,Y,Y,N,
CAM004,CU00133,2023-12-16,N,N,N,
CAM009,CU00127,2023-11-28,N,N,N,
CAM010,CU00154,2024-01-02,Y,N,N,
CAM007,CU00168,2023-05-01,N,N,N,
CAM010,CU00539,2024-01-03,Y,N,N,
CAM007,CU00691,2023-05-11,N,N,N,
CAM007,CU00542,2023-05-19,Y,Y,N,
CAM001,CU00522,2023-06-09,N,N,N,
CAM008,CU00699,2023-10-19,N,N,N,
CAM001,CU00701,2023-06-20,N,N,N,
CAM001,CU00367,2023-06-23,Y,Y,N,
CAM009,CU00443,2023-11-28,N,N,N,
CAM010,CU00221,2024-01-02,N,N,N,
CAM008,CU00535,2023-10-26,Y,N,N,
CAM007,CU00128,2023-05-25,N,N,N,
CAM007,CU00085,2023-05-24,Y,N,N,
CAM010,CU00245,2023-12-25,Y,Y,N,
CAM010,CU00117,2024-01-03,Y,Y,Y,28900.0
CAM008,CU00603,2023-10-18,Y,N,N,
CAM009,CU00373,2023-11-28,Y,N,N,
CAM009,CU00189,2023-11-26,N,N,N,
CAM003,CU00730,2023-09-22,Y,N,N,
CAM008,CU00317,2023-10-24,Y,N,N,
CAM006,CU00128,2023-08-14,Y,N,N,
CAM004,CU00652,2023-12-25,Y,N,N,
CAM010,CU00323,2024-01-02,Y,N,N,
CAM007,CU00674,2023-05-13,N,N,N,
CAM002,CU00328,2023-03-29,N,N,N,
CAM008,CU00128,2023-10-28,Y,N,N,
CAM010,CU00346,2023-12-28,Y,Y,N,
CAM005,CU00448,2024-03-14,Y,N,N,
CAM009,CU00724,2023-11-22,N,N,N,
CAM009,CU00346,2023-11-24,Y,N,N,
CAM007,CU00140,2023-05-03,N,N,N,
CAM007,CU00011,2023-05-04,N,N,N,
CAM002,CU00719,2023-03-22,Y,N,N,
CAM002,CU00673,2023-03-26,N,N,N,
CAM010,CU00507,2023-12-29,Y,N,N,
CAM001,CU00160,2023-06-27,N,N,N,
CAM004,CU00653,2023-12-07,Y,N,N,
CAM009,CU00426,2023-11-28,Y,N,N,
CAM010,CU00206,2023-12-30,N,N,N,
CAM010,CU00706,2023-12-20,Y,N,N,
CAM006,CU00574,2023-08-01,Y,N,N,
CAM008,CU00393,2023-10-06,Y,N,N,
CAM001,CU00002,2023-06-10,N,N,N,
CAM001,CU00197,2023-06-29,N,N,N,
CAM007,CU00190,2023-05-14,Y,N,N,
CAM007,CU00650,2023-05-13,Y,Y,N,
CAM002,CU00311,2023-03-20,N,N,N,
CAM004,CU00500,2023-12-11,N,N,N,
CAM005,CU00298,2024-03-17,N,N,N,
CAM010,CU00637,2023-12-23,N,N,N,
CAM005,CU00222,2024-03-21,N,N,N,
CAM002,CU00517,2023-03-20,N,N,N,
CAM005,CU00388,2024-03-23,N,N,N,
CAM002,CU00448,2023-03-01,Y,N,N,
CAM006,CU00793,2023-07-21,Y,N,N,
CAM007,CU00590,2023-05-06,N,N,N,
CAM007,CU00665,2023-05-26,N,N,N,
CAM002,CU00355,2023-03-30,Y,Y,N,
CAM001,CU00416,2023-06-11,Y,Y,N,
CAM002,CU00288,2023-03-29,N,N,N,
CAM008,CU00035,2023-10-29,N,N,N,
CAM009,CU00523,2023-11-23,N,N,N,
CAM007,CU00414,2023-05-17,N,N,N,
CAM005,CU00577,2024-03-24,N,N,N,
CAM002,CU00082,2023-03-14,Y,Y,N,
CAM004,CU00021,2023-12-12,N,N,N,
CAM005,CU00514,2024-03-09,N,N,N,
CAM008,CU00260,2023-10-21,N,N,N,
CAM009,CU00692,2023-11-25,Y,N,N,
CAM004,CU00435,2023-12-25,N,N,N,
CAM006,CU00431,2023-08-01,N,N,N,
CAM006,CU00253,2023-08-05,N,N,N,
CAM009,CU00666,2023-11-22,Y,N,N,
CAM010,CU00298,2023-12-25,Y,N,N,
CAM009,CU00047,2023-11-23,Y,N,N,
CAM002,CU00599,2023-03-13,Y,N,N,
CAM006,CU00371,2023-07-26,N,N,N,
CAM007,CU00376,2023-05-23,Y,N,N,
CAM004,CU00702,2023-12-27,N,N,N,
CAM009,CU00702,2023-11-29,N,N,N,
CAM004,CU00613,2023-12-17,Y,N,N,
CAM001,CU00312,2023-06-20,N,N,N,
CAM002,CU00692,2023-03-08,N,N,N,
CAM002,CU00459,2023-03-03,N,N,N,
CAM009,CU00708,2023-11-25,N,N,N,
CAM006,CU00072,2023-07-25,N,N,N,
CAM002,CU00047,2023-03-04,Y,N,N,
CAM004,CU00388,2023-12-13,Y,N,N,
CAM004,CU00279,2023-12-25,N,N,N,
CAM008,CU00510,2023-10-23,Y,N,N,
CAM008,CU00229,2023-10-11,N,N,N,
CAM010,CU00172,2023-12-31,Y,N,N,
CAM003,CU00686,2023-09-23,Y,N,N,
CAM009,CU00726,2023-11-29,Y,Y,N,
CAM004,CU00041,2023-12-14,N,N,N,
CAM009,CU00148,2023-11-25,Y,N,N,
CAM010,CU00049,2023-12-29,N,N,N,
CAM007,CU00069,2023-05-02,Y,N,N,
CAM009,CU00634,2023-11-20,N,N,N,
CAM009,CU00769,2023-11-21,Y,Y,N,
CAM009,CU00638,2023-11-28,N,N,N,
CAM002,CU00633,2023-03-02,N,N,N,
CAM009,CU00311,2023-11-25,N,N,N,
CAM002,CU00665,2023-03-08,N,N,N,
CAM005,CU00325,2024-03-21,N,N,N,
CAM007,CU00500,2023-05-16,Y,N,N,
CAM002,CU00538,2023-03-24,N,N,N,
CAM001,CU00795,2023-06-23,N,N,N,
CAM004,CU00030,2023-12-17,N,N,N,
CAM009,CU00375,2023-11-28,Y,N,N,
CAM003,CU00775,2023-09-19,Y,Y,N,
CAM010,CU00520,2023-12-21,N,N,N,
CAM010,CU00740,2023-12-23,N,N,N,
CAM002,CU00470,2023-03-26,N,N,N,
CAM002,CU00603,2023-03-05,N,N,N,
CAM006,CU00403,2023-07-25,N,N,N,
CAM006,CU00319,2023-07-31,N,N,N,
CAM003,CU00119,2023-09-21,Y,N,N,
CAM003,CU00599,2023-09-26,Y,N,N,
CAM003,CU00613,2023-10-02,N,N,N,
CAM007,CU00592,2023-05-09,Y,N,N,
CAM001,CU00302,2023-06-26,Y,N,N,
CAM001,CU00483,2023-06-12,N,N,N,
CAM004,CU00403,2023-12-21,Y,Y,N,
CAM002,CU00606,2023-03-27,N,N,N,
CAM007,CU00556,2023-05-02,N,N,N,
CAM004,CU00753,2023-12-04,Y,N,N,
CAM003,CU00790,2023-09-27,Y,N,N,
CAM009,CU00310,2023-11-26,N,N,N,
CAM004,CU00570,2023-12-01,N,N,N,
CAM002,CU00552,2023-03-19,N,N,N,
CAM005,CU00171,2024-03-18,N,N,N,
CAM007,CU00047,2023-05-19,N,N,N,
CAM009,CU00512,2023-11-25,N,N,N,
CAM006,CU00497,2023-07-18,N,N,N,
CAM005,CU00063,2024-03-11,N,N,N,
CAM002,CU00440,2023-03-20,N,N,N,
CAM003,CU00114,2023-09-16,Y,N,N,
CAM004,CU00669,2023-12-26,N,N,N,
CAM008,CU00533,2023-10-16,Y,N,N,
CAM007,CU00174,2023-05-24,N,N,N,
CAM006,CU00777,2023-08-07,N,N,N,
CAM007,CU00746,2023-05-09,Y,Y,N,
CAM009,CU00705,2023-11-23,Y,Y,N,
CAM004,CU00634,2023-12-11,Y,Y,Y,34400.0
CAM002,CU00282,2023-03-10,Y,N,N,
CAM002,CU00388,2023-03-22,Y,N,N,
CAM001,CU00121,2023-06-25,N,N,N,
CAM005,CU00295,2024-03-18,N,N,N,
CAM009,CU00400,2023-11-29,N,N,N,
CAM010,CU00660,2024-01-03,Y,N,N,
CAM005,CU00184,2024-03-01,N,N,N,
CAM006,CU00413,2023-08-11,Y,N,N,
CAM010,CU00694,2023-12-25,N,N,N,
CAM003,CU00112,2023-09-15,N,N,N,
CAM009,CU00004,2023-11-20,Y,N,N,
CAM008,CU00427,2023-10-11,Y,Y,Y,30400.0
CAM004,CU00035,2023-12-19,N,N,N,
CAM002,CU00751,2023-03-20,Y,N,N,
CAM009,CU00156,2023-11-24,N,N,N,
CAM001,CU00072,2023-06-04,N,N,N,
CAM009,CU00042,2023-11-22,N,N,N,
CAM002,CU00076,2023-03-14,Y,N,N,
CAM007,CU00113,2023-05-17,N,N,N,
CAM006,CU00673,2023-07-29,Y,N,N,
CAM002,CU00784,2023-03-11,Y,N,N,
CAM003,CU00204,2023-09-29,Y,N,N,
CAM008,CU00249,2023-10-19,N,N,N,
CAM007,CU00058,2023-05-09,Y,N,N,
CAM003,CU00547,2023-10-03,Y,Y,N,
CAM010,CU00164,2023-12-22,Y,Y,Y,21100.0
CAM007,CU00425,2023-05-18,N,N,N,
CAM002,CU00135,2023-03-17,N,N,N,
CAM007,CU00097,2023-05-17,Y,Y,N,
CAM004,CU00383,2023-12-21,N,N,N,
CAM005,CU00481,2024-03-28,N,N,N,
CAM003,CU00662,2023-09-20,Y,N,N,
CAM009,CU00037,2023-11-29,Y,N,N,
CAM002,CU00542,2023-03-04,Y,Y,N,
CAM001,CU00462,2023-06-22,Y,N,N,
CAM010,CU00212,2023-12-28,Y,N,N,
CAM003,CU00098,2023-09-29,Y,N,N,
CAM003,CU00428,2023-09-17,Y,N,N,
CAM003,CU00660,2023-09-25,Y,N,N,
CAM009,CU00741,2023-11-27,Y,N,N,
CAM007,CU00596,2023-05-26,N,N,N,
CAM002,CU00377,2023-03-16,N,N,N,
CAM003,CU00633,2023-09-17,Y,Y,Y,22600.0
CAM010,CU00512,2023-12-29,Y,N,N,
CAM009,CU00009,2023-11-28,N,N,N,
CAM009,CU00450,2023-11-21,N,N,N,
CAM010,CU00700,2024-01-01,N,N,N,
CAM005,CU00156,2024-03-03,N,N,N,
CAM010,CU00223,2023-12-21,N,N,N,
CAM004,CU00394,2023-12-25,Y,N,N,
CAM005,CU00336,2024-03-10,Y,Y,N,
CAM001,CU00779,2023-06-15,N,N,N,
CAM010,CU00302,2023-12-26,N,N,N,
CAM010,CU00523,2023-12-24,N,N,N,
CAM007,CU00334,2023-05-20,N,N,N,
CAM008,CU00523,2023-10-27,Y,N,N,
CAM003,CU00358,2023-09-29,Y,N,N,
CAM009,CU00413,2023-11-26,Y,N,N,
CAM003,CU00505,2023-09-24,N,N,N,
CAM007,CU00626,2023-05-30,Y,N,N,
CAM009,CU00342,2023-11-26,Y,N,N,
CAM010,CU00064,2024-01-01,N,N,N,
CAM002,CU00659,2023-03-17,Y,N,N,
CAM008,CU00419,2023-10-12,Y,N,N,
CAM009,CU00672,2023-11-22,Y,N,N,
CAM008,CU00433,2023-10-25,Y,N,N,
CAM007,CU00570,2023-05-23,N,N,N,
CAM007,CU00081,2023-05-06,Y,N,N,
CAM003,CU00577,2023-09-15,N,N,N,
CAM009,CU00434,2023-11-25,Y,N,N,
CAM007,CU00524,2023-05-29,Y,Y,N,
CAM010,CU00327,2023-12-21,Y,N,N,
CAM004,CU00439,2023-12-27,N,N,N,
CAM005,CU00725,2024-03-16,N,N,N,
CAM003,CU00738,2023-09-28,N,N,N,
CAM007,CU00137,2023-05-16,N,N,N,
CAM002,CU00060,2023-03-07,N,N,N,
CAM005,CU00288,2024-03-24,N,N,N,
CAM009,CU00129,2023-11-27,Y,Y,N,
CAM007,CU00507,2023-05-24,N,N,N,
CAM005,CU00597,2024-03-13,Y,N,N,
CAM008,CU00795,2023-10-27,Y,N,N,
CAM005,CU00691,2024-03-16,Y,Y,N,
CAM004,CU00276,2023-12-24,Y,Y,Y,5200.0
CAM009,CU00352,2023-11-23,N,N,N,
CAM003,CU00615,2023-09-29,Y,N,N,
CAM005,CU00183,2024-03-12,N,N,N,
CAM009,CU00763,2023-11-22,N,N,N,
CAM001,CU00602,2023-06-15,Y,Y,Y,34400.0
CAM007,CU00363,2023-05-15,Y,N,N,
CAM004,CU00039,2023-12-09,Y,Y,N,
CAM002,CU00215,2023-03-01,N,N,N,
CAM003,CU00538,2023-09-23,Y,Y,N,
CAM005,CU00684,2024-03-28,Y,N,N,
CAM003,CU00211,2023-09-24,N,N,N,
CAM006,CU00525,2023-07-18,Y,N,N,
CAM009,CU00749,2023-11-22,N,N,N,
CAM007,CU00374,2023-05-16,Y,N,N,
CAM002,CU00205,2023-03-04,Y,N,N,
CAM007,CU00555,2023-05-27,N,N,N,
CAM002,CU00040,2023-03-17,N,N,N,
CAM009,CU00574,2023-11-22,Y,N,N,
CAM009,CU00328,2023-11-27,N,N,N,
CAM002,CU00325,2023-03-26,N,N,N,
CAM007,CU00769,2023-05-20,N,N,N,
CAM007,CU00421,2023-05-27,N,N,N,
CAM001,CU00394,2023-06-26,N,N,N,
CAM009,CU00555,2023-11-23,Y,N,N,
CAM006,CU00147,2023-07-17,Y,Y,N,
CAM005,CU00394,2024-03-13,N,N,N,
CAM002,CU00768,2023-03-24,N,N,N,
CAM010,CU00107,2023-12-27,N,N,N,
CAM007,CU00448,2023-05-09,Y,N,N,
CAM001,CU00470,2023-06-01,Y,N,N,
CAM001,CU00616,2023-06-18,N,N,N,
CAM007,CU00033,2023-05-15,Y,N,N,
CAM010,CU00368,2023-12-31,Y,N,N,
CAM010,CU00278,2024-01-02,N,N,N,
CAM007,CU00645,2023-05-22,Y,N,N,
CAM005,CU00662,2024-03-22,N,N,N,
CAM008,CU00265,2023-10-21,Y,N,N,
CAM009,CU00157,2023-11-25,N,N,N,
CAM005,CU00744,2024-03-12,N,N,N,
CAM008,CU00545,2023-10-15,Y,N,N,
CAM005,CU00376,2024-03-01,N,N,N,
CAM005,CU00620,2024-03-27,N,N,N,
CAM002,CU00522,2023-03-18,N,N,N,
CAM005,CU00106,2024-03-16,N,N,N,
CAM007,CU00365,2023-05-29,N,N,N,
CAM007,CU00675,2023-05-16,N,N,N,
CAM004,CU00293,2023-12-10,Y,N,N,
CAM010,CU00377,2023-12-21,N,N,N,
CAM003,CU00170,2023-09-19,Y,Y,N,
CAM003,CU00383,2023-09-22,N,N,N,
CAM007,CU00655,2023-05-27,N,N,N,
CAM007,CU00319,2023-05-07,N,N,N,
CAM002,CU00507,2023-03-14,Y,Y,N,
CAM003,CU00429,2023-09-30,N,N,N,
CAM008,CU00166,2023-10-05,N,N,N,
CAM002,CU00187,2023-03-06,N,N,N,
CAM006,CU00467,2023-08-02,Y,N,N,
CAM008,CU00641,2023-10-06,N,N,N,
CAM005,CU00320,2024-03-01,N,N,N,
CAM008,CU00583,2023-10-26,Y,Y,N,
CAM004,CU00694,2023-12-06,Y,Y,Y,6300.0
CAM007,CU00521,2023-05-08,N,N,N,
CAM004,CU00593,2023-12-09,Y,N,N,
CAM007,CU00100,2023-05-06,Y,N,N,
CAM007,CU00191,2023-05-18,N,N,N,
CAM005,CU00268,2024-03-23,Y,N,N,
CAM010,CU00511,2023-12-21,N,N,N,
CAM005,CU00426,2024-03-05,Y,N,N,
CAM006,CU00675,2023-07-15,Y,Y,N,
CAM003,CU00451,2023-10-04,N,N,N,
CAM005,CU00374,2024-03-04,N,N,N,
CAM010,CU00159,2024-01-04,Y,N,N,
CAM004,CU00514,2023-12-29,Y,Y,N,
CAM008,CU00505,2023-10-14,Y,N,N,
CAM007,CU00341,2023-05-01,N,N,N,
CAM009,CU00670,2023-11-24,Y,Y,N,
CAM006,CU00193,2023-07-21,N,N,N,
CAM009,CU00405,2023-11-28,Y,Y,N,
CAM003,CU00492,2023-09-30,Y,N,N,
CAM005,CU00213,2024-03-24,N,N,N,
CAM007,CU00145,2023-05-14,Y,N,N,
CAM002,CU00647,2023-03-07,N,N,N,
CAM004,CU00647,2023-12-03,N,N,N,
CAM010,CU00046,2024-01-04,N,N,N,
CAM010,CU00052,2023-12-24,N,N,N,
CAM010,CU00135,2023-12-27,N,N,N,
CAM006,CU00136,2023-07-23,N,N,N,
CAM009,CU00029,2023-11-25,Y,N,N,
CAM005,CU00542,2024-03-11,Y,N,N,
CAM010,CU00454,2023-12-24,N,N,N,
CAM001,CU00590,2023-06-06,N,N,N,
CAM008,CU00220,2023-10-23,N,N,N,
CAM001,CU00703,2023-06-25,Y,Y,Y,14500.0
CAM006,CU00745,2023-07-18,Y,Y,N,
CAM002,CU00411,2023-03-20,Y,N,N,
CAM004,CU00309,2023-12-30,N,N,N,
CAM005,CU00685,2024-03-20,Y,N,N,
CAM010,CU00345,2024-01-01,Y,N,N,
CAM008,CU00006,2023-10-02,N,N,N,
CAM009,CU00418,2023-11-25,Y,N,N,
CAM004,CU00016,2023-12-27,N,N,N,
CAM005,CU00681,2024-03-24,Y,Y,N,
CAM004,CU00683,2023-12-19,Y,N,N,
CAM007,CU00366,2023-05-24,N,N,N,
CAM010,CU00652,2023-12-29,N,N,N,
CAM009,CU00354,2023-11-20,N,N,N,
CAM008,CU00744,2023-10-24,N,N,N,
CAM002,CU00792,2023-03-15,Y,Y,N,
CAM005,CU00155,2024-03-29,N,N,N,
CAM002,CU00486,2023-03-14,N,N,N,
CAM008,CU00799,2023-10-01,N,N,N,
CAM008,CU00241,2023-10-02,N,N,N,
CAM007,CU00594,2023-05-29,N,N,N,
CAM005,CU00673,2024-03-03,N,N,N,
CAM003,CU00111,2023-09-30,Y,N,N,
CAM010,CU00392,2024-01-03,N,N,N,
CAM005,CU00672,2024-03-18,Y,Y,N,
CAM009,CU00254,2023-11-20,Y,N,N,
CAM007,CU00005,2023-05-07,N,N,N,
CAM009,CU00368,2023-11-22,N,N,N,
