고객ID,연월,이용횟수,이용시간(분)
CU00427,2023-03,2.0,24.0
CU00427,2023-04,4.0,115.0
CU00427,2023-05,5.0,110.0
CU00427,2023-06,3.0,126.0
CU00427,2023-07,5.0,72.0
CU00427,2023-08,3.0,62.0
CU00427,2023-09,2.0,46.0
CU00428,2023-04,15.0,312.0
CU00428,2023-05,8.0,178.0
CU00428,2023-06,16.0,489.0
CU00428,2023-08,14.0,324.0
CU00428,2023-09,19.0,612.0
CU00428,2023-10,22.0,700.0
CU00428,2023-11,10.0,237.0
CU00428,2023-12,19.0,332.0
CU00429,2023-01,3.0,81.0
CU00429,2023-02,3.0,99.0
CU00429,2023-03,3.0,90.0
CU00429,2023-04,,1.0
CU00429,2023-05,2.0,72.0
CU00431,2023-08,16.0,509.0
CU00431,2023-09,8.0,258.0
CU00431,2023-10,17.0,670.0
CU00431,2023-11,10.0,241.0
CU00431,2023-12,11.0,400.0
CU00433,2023-07,14.0,184.0
CU00433,2023-08,20.0,646.0
CU00433,2023-09,12.0,353.0
CU00433,2023-10,23.0,597.0
CU00433,2023-11,18.0,241.0
CU00434,2023-07,15.0,584.0
CU00434,2023-08,11.0,221.0
CU00434,2023-09,17.0,609.0
CU00434,2023-10,8.0,238.0
CU00434,2023-11,13.0,310.0
CU00434,2023-12,8.0,98.0
CU00435,2023-01,15.0,385.0
CU00435,2023-02,18.0,463.0
CU00435,2023-03,17.0,589.0
CU00435,2023-04,14.0,226.0
CU00435,2023-05,18.0,486.0
CU00435,2023-06,19.0,266.0
CU00435,2023-08,14.0,570.0
CU00435,2023-09,15.0,257.0
CU00435,2023-10,12.0,268.0
CU00435,2023-11,13.0,405.0
CU00435,2023-12,19.0,605.0
CU00436,2023-01,24.0,379.0
CU00436,2023-03,18.0,387.0
CU00436,2023-04,14.0,178.0
CU00436,2023-05,15.0,390.0
CU00436,2023-06,13.0,151.0
CU00436,2023-07,9.0,271.0
CU00436,2023-08,11.0,222.0
CU00436,2023-09,16.0,423.0
CU00436,2023-11,18.0,697.0
CU00437,2023-01,3.0,107.0
CU00437,2023-02,5.0,73.0
CU00437,2023-04,5.0,86.0
CU00437,2023-05,1.0,25.0
CU00437,2023-06,2.0,64.0
CU00437,2023-07,3.0,87.0
CU00437,2023-08,4.0,125.0
CU00437,2023-09,4.0,84.0
CU00437,2023-10,2.0,65.0
CU00437,2023-11,1.0,23.0
CU00438,2023-01,5.0,99.0
CU00438,2023-02,4.0,117.0
CU00438,2023-03,6.0,190.0
CU00438,2023-04,4.0,124.0
CU00438,2023-05,2.0,31.0
CU00438,2023-06,4.0,123.0
CU00438,2023-07,4.0,123.0
CU00438,2023-08,4.0,35.0
CU00439,2023-01,16.0,208.0
CU00439,2023-02,19.0,494.0
CU00439,2023-03,14.0,514.0
CU00439,2023-04,21.0,358.0
CU00439,2023-05,10.0,267.0
CU00439,2023-06,18.0,291.0
CU00439,2023-07,12.0,298.0
CU00439,2023-08,13.0,477.0
CU00439,2023-09,22.0,708.0
CU00439,2023-11,11.0,293.0
CU00439,2023-12,19.0,309.0
CU00440,2023-01,18.0,664.0
CU00440,2023-02,12.0,
CU00440,2023-03,13.0,316.0
CU00440,2023-06,7.0,255.0
CU00440,2023-07,20.0,295.0
CU00440,2023-08,10.0,269.0
CU00440,2023-09,24.0,446.0
CU00440,2023-10,12.0,173.0
CU00440,2023-11,13.0,279.0
CU00440,2023-12,15.0,528.0
CU00442,2023-01,18.0,566.0
CU00442,2023-02,16.0,596.0
CU00442,2023-03,17.0,222.0
CU00442,2023-04,16.0,204.0
CU00442,2023-05,13.0,498.0
CU00442,2023-06,23.0,662.0
CU00442,2023-07,15.0,472.0
CU00442,2023-08,7.0,133.0
CU00442,2023-09,18.0,451.0
CU00442,2023-10,16.0,490.0
CU00442,2023-11,18.0,441.0
CU00442,2023-12,18.0,281.0
CU00443,2023-01,11.0,300.0
CU00443,2023-02,18.0,477.0
CU00443,2023-03,17.0,660.0
CU00443,2023-04,19.0,190.0
CU00443,2023-05,17.0,448.0
CU00443,2023-06,23.0,773.0
CU00443,2023-07,8.0,164.0
CU00443,2023-08,12.0,369.0
CU00443,2023-09,9.0,179.0
CU00443,2023-10,19.0,539.0
CU00443,2023-11,13.0,447.0
CU00443,2023-12,16.0,554.0
CU00445,2023-07,8.0,255.0
CU00445,2023-08,3.0,42.0
CU00445,2023-09,2.0,62.0
CU00445,2023-11,3.0,53.0
CU00446,2023-01,3.0,28.0
CU00447,2023-01,13.0,432.0
CU00447,2023-02,13.0,442.0
CU00447,2023-03,8.0,126.0
CU00447,2023-04,19.0,384.0
CU00447,2023-05,16.0,591.0
CU00447,2023-06,16.0,504.0
CU00447,2023-08,24.0,690.0
CU00447,2023-09,9.0,183.0
CU00447,2023-10,20.0,244.0
CU00447,2023-11,14.0,453.0
CU00447,2023-12,15.0,291.0
CU00450,2023-01,3.0,56.0
CU00450,2023-02,6.0,115.0
CU00450,2023-03,1.0,21.0
CU00450,2023-04,3.0,91.0
CU00450,2023-06,5.0,124.0
CU00450,2023-07,3.0,87.0
CU00450,2023-08,3.0,44.0
CU00450,2023-09,2.0,71.0
CU00450,2023-10,2.0,58.0
CU00451,2023-01,15.0,473.0
CU00451,2023-02,17.0,514.0
CU00451,2023-03,17.0,317.0
CU00451,2023-04,19.0,217.0
CU00451,2023-05,13.0,455.0
CU00451,2023-06,24.0,810.0
CU00451,2023-07,12.0,154.0
CU00451,2023-09,16.0,436.0
CU00451,2023-10,15.0,393.0
CU00451,2023-11,11.0,175.0
CU00451,2023-12,20.0,699.0
CU00452,2023-01,10.0,283.0
CU00452,2023-02,9.0,295.0
CU00452,2023-03,9.0,134.0
CU00452,2023-04,10.0,237.0
CU00452,2023-05,10.0,303.0
CU00452,2023-06,4.0,146.0
CU00452,2023-07,4.0,140.0
CU00452,2023-08,6.0,164.0
CU00452,2023-09,2.0,30.0
CU00452,2023-10,2.0,14.0
CU00452,2023-11,2.0,61.0
CU00452,2023-12,4.0,85.0
CU00454,2023-11,12.0,224.0
CU00454,2023-12,16.0,309.0
CU00455,2023-01,3.0,47.0
CU00455,2023-02,9.0,249.0
CU00455,2023-03,5.0,124.0
CU00455,2023-04,2.0,2.0
CU00455,2023-05,4.0,161.0
CU00455,2023-06,5.0,101.0
CU00455,2023-07,3.0,25.0
CU00455,2023-08,1.0,33.0
CU00455,2023-09,2.0,58.0
CU00455,2023-10,3.0,108.0
CU00456,2023-01,17.0,
CU00456,2023-02,13.0,221.0
CU00456,2023-03,21.0,834.0
CU00456,2023-05,11.0,177.0
CU00456,2023-06,12.0,451.0
CU00456,2023-07,24.0,356.0
CU00456,2023-08,9.0,290.0
CU00456,2023-09,9.0,170.0
CU00456,2023-10,17.0,330.0
CU00456,2023-11,12.0,
CU00456,2023-12,19.0,425.0
CU00457,2023-01,19.0,436.0
CU00457,2023-02,15.0,246.0
CU00457,2023-03,13.0,490.0
CU00457,2023-04,22.0,655.0
CU00457,2023-05,,195.0
CU00457,2023-06,12.0,222.0
CU00457,2023-07,12.0,454.0
CU00457,2023-08,16.0,399.0
CU00457,2023-09,6.0,100.0
CU00457,2023-10,15.0,217.0
CU00457,2023-11,11.0,408.0
CU00457,2023-12,14.0,447.0
CU00458,2023-08,2.0,14.0
CU00458,2023-10,3.0,102.0
CU00458,2023-11,2.0,49.0
CU00458,2023-12,2.0,27.0
CU00459,2023-12,5.0,56.0
CU00460,2023-01,9.0,322.0
CU00460,2023-03,5.0,33.0
CU00460,2023-04,5.0,111.0
CU00460,2023-05,3.0,100.0
CU00460,2023-06,4.0,78.0
CU00460,2023-07,5.0,149.0
CU00460,2023-08,3.0,98.0
CU00460,2023-09,3.0,39.0
CU00460,2023-10,4.0,100.0
CU00460,2023-11,3.0,91.0
CU00460,2023-12,2.0,42.0
CU00462,2023-12,4.0,121.0
CU00463,2023-01,10.0,341.0
CU00463,2023-02,15.0,514.0
CU00463,2023-03,14.0,232.0
CU00463,2023-04,20.0,370.0
CU00463,2023-05,10.0,284.0
CU00463,2023-06,14.0,304.0
CU00463,2023-07,23.0,883.0
CU00463,2023-08,16.0,187.0
CU00463,2023-09,23.0,768.0
CU00463,2023-10,19.0,203.0
CU00463,2023-11,7.0,149.0
CU00463,2023-12,17.0,413.0
CU00464,2023-01,20.0,508.0
CU00464,2023-02,17.0,460.0
CU00464,2023-03,9.0,133.0
CU00464,2023-04,17.0,425.0
CU00464,2023-05,13.0,309.0
CU00464,2023-06,9.0,203.0
CU00464,2023-07,14.0,251.0
CU00464,2023-08,16.0,326.0
CU00464,2023-09,10.0,126.0
CU00464,2023-10,23.0,
CU00464,2023-11,12.0,411.0
CU00464,2023-12,19.0,301.0
CU00465,2023-01,10.0,311.0
CU00465,2023-02,17.0,659.0
CU00465,2023-03,15.0,414.0
CU00465,2023-04,13.0,137.0
CU00465,2023-05,12.0,402.0
CU00465,2023-06,19.0,705.0
CU00465,2023-07,18.0,332.0
CU00465,2023-09,13.0,450.0
CU00465,2023-10,13.0,499.0
CU00465,2023-11,20.0,778.0
CU00465,2023-12,14.0,179.0
CU00467,2023-01,12.0,424.0
CU00467,2023-02,11.0,337.0
CU00467,2023-03,10.0,96.0
CU00467,2023-04,18.0,243.0
CU00467,2023-05,16.0,473.0
CU00467,2023-06,17.0,249.0
CU00467,2023-07,21.0,379.0
CU00467,2023-08,11.0,295.0
CU00467,2023-09,11.0,357.0
CU00467,2023-10,14.0,319.0
CU00467,2023-11,15.0,533.0
CU00467,2023-12,15.0,357.0
CU00468,2023-01,10.0,416.0
CU00468,2023-02,14.0,356.0
CU00468,2023-03,11.0,104.0
CU00468,2023-04,20.0,608.0
CU00468,2023-05,12.0,244.0
CU00468,2023-06,10.0,323.0
CU00468,2023-07,11.0,342.0
CU00468,2023-08,7.0,283.0
CU00468,2023-09,24.0,496.0
CU00468,2023-10,17.0,447.0
CU00468,2023-11,15.0,232.0
CU00468,2023-12,12.0,467.0
CU00469,2023-01,17.0,430.0
CU00469,2023-02,11.0,336.0
CU00469,2023-03,24.0,422.0
CU00469,2023-04,22.0,754.0
CU00469,2023-05,15.0,225.0
CU00469,2023-06,12.0,433.0
CU00469,2023-08,12.0,213.0
CU00469,2023-09,14.0,150.0
CU00469,2023-10,12.0,408.0
CU00469,2023-11,19.0,528.0
CU00469,2023-12,15.0,206.0
CU00470,2023-01,5.0,61.0
CU00470,2023-02,4.0,64.0
CU00470,2023-03,3.0,108.0
CU00470,2023-04,3.0,20.0
CU00470,2023-05,3.0,67.0
CU00470,2023-06,3.0,55.0
CU00470,2023-07,3.0,48.0
CU00470,2023-08,2.0,17.0
CU00470,2023-09,3.0,42.0
CU00470,2023-10,2.0,33.0
CU00471,2023-01,5.0,65.0
CU00471,2023-02,8.0,306.0
CU00471,2023-03,11.0,163.0
CU00471,2023-04,7.0,208.0
CU00471,2023-05,15.0,231.0
CU00471,2023-06,6.0,73.0
CU00471,2023-07,11.0,375.0
CU00471,2023-08,4.0,105.0
CU00471,2023-09,5.0,191.0
CU00471,2023-10,3.0,60.0
CU00471,2023-11,3.0,48.0
CU00471,2023-12,5.0,126.0
CU00472,2023-01,14.0,445.0
CU00472,2023-02,11.0,128.0
CU00472,2023-03,20.0,806.0
CU00472,2023-04,16.0,259.0
CU00472,2023-05,19.0,493.0
CU00472,2023-06,15.0,404.0
CU00472,2023-07,17.0,607.0
CU00472,2023-08,11.0,441.0
CU00472,2023-09,14.0,538.0
CU00472,2023-10,13.0,506.0
CU00472,2023-12,22.0,575.0
CU00473,2023-01,12.0,117.0
CU00473,2023-02,12.0,337.0
CU00473,2023-03,16.0,449.0
CU00473,2023-05,16.0,226.0
CU00473,2023-06,24.0,676.0
CU00473,2023-07,13.0,494.0
CU00473,2023-08,23.0,335.0
CU00473,2023-09,20.0,471.0
CU00473,2023-11,20.0,371.0
CU00473,2023-12,20.0,462.0
CU00475,2023-02,17.0,620.0
CU00475,2023-03,15.0,278.0
CU00475,2023-04,13.0,412.0
CU00475,2023-05,18.0,447.0
CU00475,2023-06,18.0,275.0
CU00475,2023-07,13.0,419.0
CU00475,2023-08,15.0,418.0
CU00475,2023-09,23.0,869.0
CU00475,2023-10,17.0,358.0
CU00475,2023-11,12.0,364.0
CU00475,2023-12,19.0,328.0
CU00476,2023-01,5.0,170.0
CU00476,2023-02,15.0,245.0
CU00476,2023-03,14.0,426.0
CU00476,2023-04,11.0,340.0
CU00476,2023-05,21.0,231.0
CU00476,2023-06,10.0,127.0
CU00476,2023-07,20.0,
CU00476,2023-08,20.0,
CU00476,2023-10,13.0,149.0
CU00476,2023-11,13.0,257.0
CU00476,2023-12,24.0,616.0
CU00477,2023-12,2.0,67.0
CU00478,2023-01,5.0,193.0
CU00478,2023-02,12.0,182.0
CU00478,2023-03,8.0,234.0
CU00478,2023-04,20.0,649.0
CU00478,2023-05,15.0,496.0
CU00478,2023-06,21.0,656.0
CU00478,2023-07,10.0,118.0
CU00478,2023-08,10.0,368.0
CU00478,2023-09,20.0,312.0
CU00478,2023-10,16.0,342.0
CU00478,2023-11,13.0,
CU00478,2023-12,14.0,276.0
CU00479,2023-01,16.0,175.0
CU00479,2023-02,15.0,373.0
CU00479,2023-03,17.0,457.0
CU00479,2023-04,13.0,166.0
CU00479,2023-05,13.0,338.0
CU00479,2023-06,17.0,266.0
CU00479,2023-07,14.0,544.0
CU00479,2023-08,13.0,413.0
CU00479,2023-09,16.0,249.0
CU00479,2023-10,18.0,297.0
CU00479,2023-11,19.0,331.0
CU00479,2023-12,17.0,455.0
CU00481,2023-01,11.0,238.0
CU00481,2023-02,16.0,580.0
CU00481,2023-03,15.0,443.0
CU00481,2023-04,9.0,198.0
CU00481,2023-05,17.0,410.0
CU00481,2023-06,15.0,169.0
CU00481,2023-07,16.0,255.0
CU00481,2023-08,11.0,324.0
CU00481,2023-09,15.0,218.0
CU00481,2023-10,16.0,190.0
CU00481,2023-11,16.0,531.0
CU00481,2023-12,10.0,309.0
CU00482,2023-01,13.0,341.0
CU00482,2023-02,9.0,314.0
CU00482,2023-03,23.0,280.0
CU00482,2023-04,17.0,431.0
CU00482,2023-05,16.0,429.0
CU00482,2023-06,9.0,262.0
CU00482,2023-07,13.0,290.0
CU00482,2023-09,9.0,193.0
CU00482,2023-10,7.0,98.0
CU00482,2023-11,17.0,643.0
CU00482,2023-12,8.0,89.0
CU00484,2023-05,21.0,658.0
CU00484,2023-06,11.0,328.0
CU00484,2023-07,16.0,459.0
CU00484,2023-08,6.0,226.0
CU00484,2023-09,19.0,197.0
CU00484,2023-10,13.0,423.0
CU00484,2023-11,14.0,236.0
CU00484,2023-12,19.0,532.0
CU00486,2023-06,17.0,292.0
CU00486,2023-07,12.0,339.0
CU00486,2023-08,,399.0
CU00486,2023-09,8.0,235.0
CU00486,2023-10,23.0,242.0
CU00486,2023-11,20.0,643.0
CU00486,2023-12,11.0,384.0
CU00489,2023-04,16.0,368.0
CU00489,2023-05,16.0,228.0
CU00489,2023-06,17.0,567.0
CU00489,2023-07,14.0,562.0
CU00489,2023-08,18.0,621.0
CU00489,2023-09,22.0,293.0
CU00489,2023-10,17.0,397.0
CU00489,2023-11,15.0,255.0
CU00489,2023-12,12.0,193.0
CU00491,2023-01,12.0,278.0
CU00491,2023-02,6.0,93.0
CU00491,2023-03,7.0,176.0
CU00491,2023-04,4.0,110.0
CU00491,2023-05,6.0,208.0
CU00491,2023-06,2.0,33.0
CU00491,2023-07,5.0,178.0
CU00491,2023-08,3.0,119.0
CU00491,2023-09,4.0,79.0
CU00491,2023-10,3.0,75.0
CU00491,2023-11,2.0,82.0
CU00491,2023-12,3.0,73.0
CU00493,2023-01,2.0,65.0
CU00493,2023-02,5.0,99.0
CU00493,2023-03,5.0,104.0
CU00493,2023-04,4.0,139.0
CU00493,2023-05,3.0,27.0
CU00493,2023-06,1.0,16.0
CU00494,2023-02,21.0,438.0
CU00494,2023-03,14.0,398.0
CU00494,2023-04,13.0,197.0
CU00494,2023-05,17.0,276.0
CU00494,2023-06,12.0,367.0
CU00494,2023-07,20.0,288.0
CU00494,2023-08,15.0,190.0
CU00494,2023-09,17.0,653.0
CU00494,2023-10,12.0,307.0
CU00494,2023-11,22.0,630.0
CU00494,2023-12,14.0,305.0
CU00495,2023-01,12.0,159.0
CU00495,2023-02,14.0,549.0
CU00495,2023-03,19.0,254.0
CU00495,2023-04,15.0,353.0
CU00495,2023-05,19.0,478.0
CU00495,2023-06,17.0,653.0
CU00495,2023-08,14.0,252.0
CU00495,2023-09,11.0,272.0
CU00495,2023-10,15.0,467.0
CU00495,2023-11,19.0,437.0
CU00495,2023-12,11.0,376.0
CU00496,2023-01,,501.0
CU00496,2023-02,19.0,294.0
CU00496,2023-03,12.0,124.0
CU00496,2023-04,14.0,557.0
CU00496,2023-05,15.0,490.0
CU00496,2023-06,17.0,601.0
CU00496,2023-08,10.0,167.0
CU00496,2023-09,13.0,365.0
CU00496,2023-10,8.0,153.0
CU00496,2023-11,15.0,200.0
CU00496,2023-12,,273.0
CU00497,2023-01,17.0,460.0
CU00497,2023-02,8.0,283.0
CU00497,2023-03,13.0,473.0
CU00497,2023-04,20.0,304.0
CU00497,2023-05,17.0,569.0
CU00497,2023-06,10.0,134.0
CU00497,2023-07,10.0,131.0
CU00497,2023-08,18.0,246.0
CU00497,2023-09,21.0,259.0
CU00497,2023-10,11.0,131.0
CU00497,2023-11,22.0,429.0
CU00497,2023-12,12.0,251.0
CU00499,2023-01,12.0,204.0
CU00499,2023-02,17.0,518.0
CU00499,2023-03,17.0,532.0
CU00499,2023-04,16.0,385.0
CU00499,2023-05,24.0,897.0
CU00499,2023-06,16.0,424.0
CU00499,2023-07,15.0,392.0
CU00499,2023-08,18.0,660.0
CU00499,2023-09,22.0,384.0
CU00499,2023-10,9.0,137.0
CU00499,2023-11,14.0,187.0
CU00499,2023-12,21.0,790.0
CU00501,2023-01,19.0,480.0
CU00501,2023-02,19.0,243.0
CU00501,2023-04,13.0,492.0
CU00501,2023-05,17.0,625.0
CU00501,2023-06,15.0,590.0
CU00501,2023-07,12.0,228.0
CU00501,2023-08,13.0,297.0
CU00501,2023-09,,616.0
CU00501,2023-10,12.0,468.0
CU00501,2023-11,12.0,271.0
CU00501,2023-12,11.0,194.0
CU00502,2023-01,13.0,451.0
CU00502,2023-02,18.0,543.0
CU00502,2023-03,15.0,355.0
CU00502,2023-04,15.0,210.0
CU00502,2023-05,20.0,396.0
CU00502,2023-06,11.0,217.0
CU00502,2023-07,21.0,844.0
CU00502,2023-08,22.0,325.0
CU00502,2023-09,8.0,144.0
CU00502,2023-10,14.0,481.0
CU00502,2023-11,11.0,398.0
CU00502,2023-12,11.0,371.0
CU00503,2023-01,27.0,663.0
CU00503,2023-02,13.0,200.0
CU00503,2023-03,28.0,1115.0
CU00503,2023-04,11.0,253.0
CU00503,2023-05,15.0,557.0
CU00503,2023-06,15.0,531.0
CU00503,2023-07,12.0,276.0
CU00503,2023-08,11.0,211.0
CU00503,2023-09,13.0,253.0
CU00503,2023-10,13.0,378.0
CU00503,2023-11,17.0,667.0
CU00504,2023-07,17.0,483.0
CU00504,2023-08,11.0,120.0
CU00504,2023-09,21.0,641.0
CU00504,2023-11,,239.0
CU00504,2023-12,14.0,292.0
CU00505,2023-01,17.0,668.0
CU00505,2023-02,10.0,133.0
CU00505,2023-03,17.0,597.0
CU00505,2023-04,15.0,188.0
CU00505,2023-05,22.0,729.0
CU00505,2023-06,18.0,433.0
CU00505,2023-07,21.0,285.0
CU00505,2023-08,16.0,523.0
CU00505,2023-09,18.0,615.0
CU00505,2023-10,11.0,331.0
CU00505,2023-11,13.0,233.0
CU00505,2023-12,14.0,294.0
CU00507,2023-06,2.0,44.0
CU00510,2023-01,11.0,265.0
CU00510,2023-02,10.0,125.0
CU00510,2023-03,20.0,758.0
CU00510,2023-04,16.0,176.0
CU00510,2023-05,16.0,577.0
CU00510,2023-06,11.0,290.0
CU00510,2023-07,10.0,371.0
CU00510,2023-08,13.0,267.0
CU00510,2023-09,12.0,365.0
CU00510,2023-10,14.0,278.0
CU00510,2023-11,11.0,292.0
CU00510,2023-12,18.0,396.0
CU00512,2023-01,9.0,134.0
CU00512,2023-02,6.0,139.0
CU00512,2023-03,6.0,214.0
CU00512,2023-04,7.0,256.0
CU00512,2023-05,3.0,41.0
CU00512,2023-06,6.0,164.0
CU00512,2023-07,3.0,54.0
CU00512,2023-08,4.0,65.0
CU00512,2023-09,2.0,30.0
CU00512,2023-10,5.0,134.0
CU00512,2023-11,4.0,94.0
CU00512,2023-12,0.0,0.0
CU00513,2023-01,11.0,204.0
CU00513,2023-02,16.0,544.0
CU00513,2023-03,20.0,574.0
CU00513,2023-04,18.0,592.0
CU00513,2023-05,,595.0
CU00513,2023-06,18.0,172.0
CU00513,2023-07,12.0,177.0
CU00513,2023-09,20.0,529.0
CU00513,2023-10,7.0,255.0
CU00513,2023-11,16.0,287.0
CU00513,2023-12,22.0,753.0
CU00514,2023-11,5.0,142.0
CU00514,2023-12,3.0,114.0
CU00515,2023-01,16.0,479.0
CU00515,2023-02,16.0,316.0
CU00515,2023-03,18.0,256.0
CU00515,2023-04,15.0,428.0
CU00515,2023-05,13.0,272.0
CU00515,2023-06,15.0,551.0
CU00515,2023-07,18.0,350.0
CU00515,2023-08,20.0,754.0
CU00515,2023-09,12.0,381.0
CU00515,2023-10,17.0,668.0
CU00515,2023-11,14.0,196.0
CU00515,2023-12,16.0,566.0
CU00519,2023-01,10.0,265.0
CU00519,2023-02,14.0,524.0
CU00519,2023-03,17.0,408.0
CU00519,2023-04,13.0,337.0
CU00519,2023-05,12.0,328.0
CU00519,2023-06,12.0,459.0
CU00519,2023-07,11.0,333.0
CU00519,2023-08,16.0,615.0
CU00519,2023-09,,475.0
CU00519,2023-10,12.0,439.0
CU00519,2023-11,20.0,441.0
CU00519,2023-12,8.0,210.0
CU00520,2023-01,7.0,108.0
CU00520,2023-02,13.0,197.0
CU00520,2023-03,9.0,130.0
CU00520,2023-05,16.0,220.0
CU00520,2023-06,15.0,268.0
CU00520,2023-07,18.0,671.0
CU00520,2023-08,19.0,414.0
CU00520,2023-09,21.0,213.0
CU00520,2023-10,11.0,252.0
CU00520,2023-11,20.0,285.0
CU00520,2023-12,16.0,628.0
CU00521,2023-01,12.0,368.0
CU00521,2023-02,13.0,386.0
CU00521,2023-03,14.0,550.0
CU00521,2023-04,19.0,571.0
CU00521,2023-05,23.0,234.0
CU00521,2023-06,,678.0
CU00521,2023-07,14.0,517.0
CU00521,2023-08,16.0,534.0
CU00521,2023-09,16.0,636.0
CU00521,2023-10,22.0,235.0
CU00521,2023-11,17.0,263.0
CU00521,2023-12,14.0,258.0
CU00522,2023-01,16.0,586.0
CU00522,2023-02,13.0,356.0
CU00522,2023-03,18.0,437.0
CU00522,2023-04,17.0,309.0
CU00522,2023-05,19.0,750.0
CU00522,2023-06,18.0,580.0
CU00522,2023-07,15.0,332.0
CU00522,2023-08,14.0,171.0
CU00522,2023-09,17.0,549.0
CU00522,2023-10,16.0,196.0
CU00522,2023-11,20.0,394.0
CU00522,2023-12,16.0,562.0
CU00523,2023-01,12.0,298.0
CU00523,2023-02,10.0,357.0
CU00523,2023-03,7.0,88.0
CU00523,2023-04,10.0,343.0
CU00523,2023-05,14.0,540.0
CU00523,2023-06,17.0,461.0
CU00523,2023-07,9.0,345.0
CU00523,2023-08,17.0,558.0
CU00523,2023-09,13.0,451.0
CU00523,2023-10,16.0,282.0
CU00523,2023-12,17.0,503.0
CU00524,2023-08,12.0,230.0
CU00524,2023-09,17.0,236.0
CU00524,2023-10,14.0,487.0
CU00524,2023-11,16.0,535.0
CU00524,2023-12,11.0,383.0
CU00525,2023-01,8.0,216.0
CU00525,2023-02,10.0,349.0
CU00525,2023-03,17.0,594.0
CU00525,2023-04,16.0,245.0
CU00525,2023-05,14.0,212.0
CU00525,2023-06,11.0,209.0
CU00525,2023-07,18.0,397.0
CU00525,2023-08,11.0,258.0
CU00525,2023-09,12.0,227.0
CU00525,2023-10,12.0,271.0
CU00525,2023-11,15.0,320.0
CU00525,2023-12,17.0,223.0
CU00526,2023-01,12.0,234.0
CU00526,2023-02,11.0,
CU00526,2023-03,12.0,379.0
CU00526,2023-04,15.0,315.0
CU00526,2023-05,21.0,726.0
CU00526,2023-06,15.0,495.0
CU00526,2023-07,13.0,348.0
CU00526,2023-08,12.0,272.0
CU00526,2023-09,14.0,406.0
CU00526,2023-10,17.0,497.0
CU00526,2023-11,12.0,141.0
CU00526,2023-12,18.0,470.0
CU00527,2023-01,16.0,511.0
CU00527,2023-02,18.0,667.0
CU00527,2023-03,15.0,563.0
CU00527,2023-04,10.0,322.0
CU00527,2023-05,19.0,203.0
CU00527,2023-06,18.0,602.0
CU00527,2023-07,13.0,142.0
CU00527,2023-08,10.0,249.0
CU00527,2023-09,16.0,400.0
CU00527,2023-10,,270.0
CU00527,2023-12,13.0,134.0
CU00528,2023-01,18.0,632.0
CU00528,2023-02,11.0,264.0
CU00528,2023-03,15.0,162.0
CU00528,2023-04,,667.0
CU00528,2023-05,14.0,299.0
CU00528,2023-06,13.0,147.0
CU00528,2023-07,18.0,671.0
CU00528,2023-08,13.0,208.0
CU00528,2023-10,9.0,115.0
CU00528,2023-11,21.0,398.0
CU00528,2023-12,15.0,456.0
CU00529,2023-12,14.0,487.0
CU00530,2023-01,14.0,485.0
CU00530,2023-02,11.0,397.0
CU00530,2023-03,12.0,267.0
CU00530,2023-04,19.0,377.0
CU00530,2023-05,16.0,337.0
CU00530,2023-06,13.0,221.0
CU00530,2023-07,15.0,246.0
CU00530,2023-08,16.0,538.0
CU00530,2023-09,18.0,313.0
CU00530,2023-10,18.0,612.0
CU00530,2023-11,14.0,158.0
CU00530,2023-12,9.0,209.0
CU00532,2023-06,21.0,591.0
CU00532,2023-07,11.0,229.0
CU00532,2023-08,14.0,205.0
CU00532,2023-09,16.0,212.0
CU00532,2023-10,14.0,214.0
CU00532,2023-12,19.0,693.0
CU00533,2023-07,6.0,58.0
CU00533,2023-08,2.0,39.0
CU00533,2023-09,4.0,95.0
CU00533,2023-10,5.0,139.0
CU00533,2023-12,3.0,59.0
CU00534,2023-01,15.0,401.0
CU00534,2023-03,,315.0
CU00534,2023-05,17.0,268.0
CU00534,2023-06,,461.0
CU00534,2023-07,11.0,264.0
CU00534,2023-08,12.0,383.0
CU00534,2023-09,16.0,504.0
CU00534,2023-10,10.0,403.0
CU00534,2023-11,19.0,609.0
CU00534,2023-12,12.0,168.0
CU00535,2023-02,11.0,342.0
CU00535,2023-03,21.0,768.0
CU00535,2023-04,18.0,575.0
CU00535,2023-05,14.0,416.0
CU00535,2023-06,23.0,356.0
CU00535,2023-07,17.0,415.0
CU00535,2023-08,13.0,148.0
CU00535,2023-09,19.0,380.0
CU00535,2023-10,18.0,662.0
CU00535,2023-12,19.0,673.0
CU00536,2023-01,9.0,322.0
CU00536,2023-02,8.0,140.0
CU00536,2023-03,6.0,209.0
CU00536,2023-04,4.0,
CU00536,2023-05,5.0,172.0
CU00536,2023-06,3.0,126.0
CU00536,2023-07,5.0,122.0
CU00536,2023-08,6.0,152.0
CU00536,2023-09,3.0,94.0
CU00536,2023-10,3.0,109.0
CU00536,2023-11,2.0,20.0
CU00536,2023-12,2.0,61.0
CU00537,2023-01,8.0,135.0
CU00537,2023-02,13.0,255.0
CU00537,2023-03,14.0,347.0
CU00537,2023-04,18.0,281.0
CU00537,2023-05,18.0,339.0
CU00537,2023-07,18.0,586.0
CU00537,2023-08,20.0,563.0
CU00537,2023-09,21.0,290.0
CU00537,2023-10,19.0,423.0
CU00537,2023-11,15.0,344.0
CU00537,2023-12,14.0,200.0
CU00538,2023-09,16.0,
CU00538,2023-11,9.0,176.0
