구매ID,유저ID,상품ID,구매일,평점,구매금액
PU000548,U0018,P085,2024-06-06,4.0,63300
PU000549,U0018,P035,2024-08-26,5.0,92400
PU000550,U0018,P031,2024-08-16,5.0,27300
PU000551,U0018,P093,2024-03-12,2.0,25100
PU000552,U0018,P039,2024-06-26,4.0,176500
PU000553,U0018,P083,2024-12-22,2.0,31600
PU000554,U0018,P067,2024-01-12,1.0,62600
PU000555,U0018,P073,2024-02-21,,55300
PU000556,U0018,P028,2024-10-11,4.0,52900
PU000557,U0018,P030,2024-09-20,5.0,133700
PU000558,U0018,P032,2024-06-27,5.0,72800
PU000559,U0018,P036,2024-01-27,4.0,71900
PU000560,U0018,P026,2024-12-12,5.0,66600
PU000561,U0018,P039,2024-03-22,5.0,164700
PU000562,U0018,P028,2024-05-10,5.0,53900
PU000563,U0018,P024,2024-09-22,,115700
PU000564,U0018,P040,2024-01-03,5.0,103100
PU000565,U0018,P022,2024-04-26,,144500
PU000566,U0018,P029,2024-08-22,,55000
PU000567,U0018,P089,2024-04-27,2.0,23900
PU000568,U0018,P034,2024-09-01,4.0,94400
PU000569,U0018,P086,2024-10-29,5.0,47500
PU000570,U0018,P011,2024-07-08,3.0,118700
PU000571,U0018,P034,2024-08-26,5.0,83900
PU000572,U0018,P035,2024-09-22,4.0,88300
PU000573,U0018,P036,2024-02-03,5.0,60300
PU000574,U0018,P026,2024-03-23,4.0,73300
PU000575,U0018,P011,2024-06-11,3.0,122600
PU000576,U0018,P030,2024-12-17,3.0,117400
PU000577,U0018,P035,2024-06-21,4.0,78800
PU000578,U0018,P059,2024-12-14,4.0,46300
PU000579,U0018,P021,2024-04-07,,105300
PU000580,U0018,P036,2024-01-10,5.0,72600
PU000581,U0018,P045,2024-08-23,5.0,43200
PU000582,U0018,P037,2024-03-29,5.0,88800
PU000583,U0018,P031,2024-12-17,,26500
PU000584,U0018,P031,2024-03-16,5.0,26700
PU000585,U0018,P018,2024-08-13,4.0,78900
PU000586,U0018,P052,2024-09-14,4.0,41700
PU000587,U0018,P064,2024-02-28,3.0,58000
PU000588,U0018,P022,2024-03-23,4.0,164400
PU000589,U0018,P077,2024-06-02,4.0,42100
PU000590,U0019,P086,2024-04-03,3.0,43800
PU000591,U0019,P057,2024-07-01,3.0,22100
PU000592,U0019,P001,2024-01-25,4.0,261400
PU000593,U0019,P021,2024-03-19,4.0,118400
PU000594,U0019,P026,2024-02-11,4.0,72100
PU000595,U0019,P051,2024-11-07,4.0,11800
PU000596,U0019,P036,2024-03-18,5.0,59600
PU000597,U0019,P020,2024-01-08,4.0,183600
PU000598,U0019,P013,2024-11-15,3.0,150900
PU000599,U0019,P070,2024-04-03,2.0,52600
PU000600,U0019,P032,2024-11-04,,78300
PU000601,U0019,P046,2024-01-28,3.0,14500
PU000602,U0019,P003,2024-09-13,5.0,103600
PU000603,U0019,P022,2024-03-30,,163400
PU000604,U0019,P038,2024-08-25,4.0,185800
PU000605,U0019,P097,2024-05-24,4.0,11400
PU000606,U0019,P015,2024-08-16,4.0,128500
PU000607,U0019,P044,2024-07-02,3.0,21500
PU000608,U0019,P015,2024-06-16,3.0,140200
PU000609,U0019,P039,2024-09-21,5.0,179400
PU000610,U0019,P031,2024-02-23,4.0,28900
PU000611,U0019,P042,2024-09-03,2.0,10200
PU000612,U0019,P037,2024-03-28,5.0,78000
PU000613,U0019,P039,2024-10-02,,151300
PU000614,U0019,P036,2024-08-19,4.0,63200
PU000615,U0019,P097,2024-12-04,4.0,12500
PU000616,U0019,P030,2024-09-28,,110100
PU000617,U0019,P066,2024-11-21,3.0,15000
PU000618,U0019,P030,2024-01-10,5.0,111300
PU000619,U0019,P008,2024-09-17,4.0,218900
PU000620,U0019,P092,2024-12-28,3.0,67000
PU000621,U0019,P058,2024-10-31,2.0,32900
PU000622,U0019,P072,2024-08-01,2.0,62900
PU000623,U0019,P037,2024-12-11,4.0,88300
PU000624,U0019,P026,2024-05-07,4.0,56900
PU000625,U0019,P063,2024-03-30,5.0,45600
PU000626,U0019,P035,2024-01-30,5.0,71700
PU000627,U0020,P028,2024-08-14,,50900
PU000628,U0020,P032,2024-05-03,5.0,84000
PU000629,U0020,P016,2024-07-24,5.0,275600
PU000630,U0020,P022,2024-03-13,4.0,164200
PU000631,U0020,P012,2024-07-23,5.0,230300
PU000632,U0020,P040,2024-05-04,4.0,99800
PU000633,U0020,P037,2024-10-01,4.0,75500
PU000634,U0020,P026,2024-04-05,5.0,57000
PU000635,U0020,P071,2024-11-29,3.0,13200
PU000636,U0020,P005,2024-07-01,,252400
PU000637,U0020,P001,2024-03-06,,220400
PU000638,U0020,P033,2024-01-04,,74600
PU000639,U0020,P061,2024-06-02,5.0,58500
PU000640,U0020,P031,2024-01-13,4.0,27000
PU000641,U0020,P028,2024-09-27,5.0,56500
PU000642,U0020,P013,2024-03-27,3.0,149700
PU000643,U0020,P088,2024-10-13,4.0,8400
PU000644,U0020,P008,2024-04-02,4.0,264000
PU000645,U0020,P023,2024-06-15,4.0,135000
PU000646,U0020,P070,2024-10-23,2.0,52200
PU000647,U0020,P035,2024-12-26,5.0,95700
PU000648,U0020,P073,2024-06-15,5.0,60200
PU000649,U0020,P045,2024-01-18,2.0,47000
PU000650,U0020,P100,2024-05-24,3.0,20500
PU000651,U0020,P006,2024-12-29,5.0,152600
PU000652,U0020,P007,2024-10-11,5.0,326600
PU000653,U0020,P093,2024-08-03,3.0,26800
PU000654,U0020,P014,2024-12-21,4.0,30200
PU000655,U0020,P091,2024-05-22,2.0,48600
PU000656,U0020,P040,2024-03-13,5.0,94700
PU000657,U0020,P001,2024-07-31,4.0,252300
PU000658,U0020,P008,2024-07-19,5.0,218800
PU000659,U0020,P011,2024-02-19,5.0,121900
PU000660,U0020,P019,2024-08-04,4.0,180700
PU000661,U0020,P011,2024-07-22,4.0,138800
PU000662,U0020,P054,2024-12-13,4.0,30000
PU000663,U0020,P099,2024-06-21,5.0,15800
PU000664,U0020,P082,2024-12-21,4.0,43200
PU000665,U0020,P094,2024-10-07,,53600
PU000666,U0020,P059,2024-09-02,4.0,50000
PU000667,U0020,P017,2024-05-06,5.0,74800
PU000668,U0020,P022,2024-03-16,4.0,157600
PU000669,U0020,P011,2024-03-01,4.0,112800
PU000670,U0020,P059,2024-05-22,4.0,46600
PU000671,U0020,P029,2024-08-19,,57600
PU000672,U0020,P078,2024-01-05,4.0,19000
PU000673,U0020,P040,2024-02-05,4.0,88900
PU000674,U0020,P033,2024-01-13,4.0,85400
PU000675,U0020,P086,2024-12-14,4.0,49600
PU000676,U0021,P086,2024-08-21,4.0,58700
PU000677,U0021,P013,2024-03-11,4.0,172300
PU000678,U0021,P017,2024-06-14,,67500
PU000679,U0021,P015,2024-12-17,4.0,148200
PU000680,U0021,P006,2024-12-18,5.0,176300
PU000681,U0021,P082,2024-11-30,4.0,45200
PU000682,U0021,P013,2024-07-09,5.0,185400
PU000683,U0021,P001,2024-03-23,4.0,256900
PU000684,U0021,P001,2024-08-25,5.0,256300
PU000685,U0021,P037,2024-05-20,2.0,78300
PU000686,U0021,P093,2024-11-05,5.0,26600
PU000687,U0021,P012,2024-11-21,3.0,265100
PU000688,U0021,P057,2024-01-12,3.0,26000
PU000689,U0021,P031,2024-11-30,3.0,24800
PU000690,U0021,P089,2024-06-08,4.0,23700
PU000691,U0021,P025,2024-09-08,4.0,125400
PU000692,U0021,P015,2024-11-18,4.0,154700
PU000693,U0021,P100,2024-11-19,4.0,25300
PU000694,U0021,P076,2024-06-14,5.0,45000
PU000695,U0021,P017,2024-12-16,5.0,71200
PU000696,U0021,P020,2024-11-22,,177700
PU000697,U0021,P017,2024-02-13,4.0,65100
PU000698,U0021,P085,2024-12-25,2.0,60400
PU000699,U0021,P004,2024-02-14,3.0,226400
PU000700,U0021,P012,2024-08-06,5.0,225300
PU000701,U0021,P052,2024-07-20,5.0,41700
PU000702,U0021,P036,2024-02-10,5.0,67400
PU000703,U0021,P020,2024-12-19,4.0,206600
PU000704,U0021,P041,2024-05-10,,33500
PU000705,U0021,P012,2024-06-24,4.0,272900
PU000706,U0021,P073,2024-01-03,3.0,56000
PU000707,U0021,P026,2024-01-02,,60000
PU000708,U0021,P011,2024-03-22,4.0,138200
PU000709,U0021,P001,2024-09-19,4.0,251000
PU000710,U0021,P044,2024-02-06,3.0,24700
PU000711,U0021,P012,2024-02-09,5.0,239800
PU000712,U0021,P044,2024-01-30,5.0,25100
PU000713,U0021,P046,2024-05-25,4.0,18500
PU000714,U0021,P012,2024-03-28,5.0,287700
PU000715,U0021,P025,2024-06-22,3.0,140900
PU000716,U0021,P037,2024-12-03,5.0,89300
PU000717,U0021,P007,2024-02-05,3.0,350100
PU000718,U0021,P036,2024-04-26,5.0,61900
PU000719,U0021,P010,2024-07-19,4.0,136400
PU000720,U0021,P011,2024-10-05,,113200
PU000721,U0022,P053,2024-07-05,4.0,32700
PU000722,U0022,P031,2024-08-11,2.0,28900
PU000723,U0022,P060,2024-10-15,5.0,28800
PU000724,U0022,P062,2024-04-21,4.0,46200
PU000725,U0022,P071,2024-03-22,5.0,15700
PU000726,U0022,P066,2024-09-01,4.0,14900
PU000727,U0022,P043,2024-02-23,5.0,17400
PU000728,U0022,P048,2024-07-03,4.0,53800
PU000729,U0022,P097,2024-12-22,4.0,15000
PU000730,U0022,P022,2024-07-13,4.0,132100
PU000731,U0022,P061,2024-05-21,3.0,59200
PU000732,U0022,P095,2024-03-16,3.0,42200
PU000733,U0022,P075,2024-11-20,5.0,9100
PU000734,U0022,P095,2024-03-17,3.0,39400
PU000735,U0022,P096,2024-08-07,3.0,45200
PU000736,U0022,P021,2024-09-05,5.0,130000
PU000737,U0022,P028,2024-03-24,,52400
PU000738,U0022,P014,2024-04-01,3.0,34400
PU000739,U0022,P017,2024-03-14,2.0,82500
PU000740,U0022,P096,2024-02-07,3.0,37500
PU000741,U0022,P051,2024-09-20,,11300
PU000742,U0022,P043,2024-07-13,4.0,18600
PU000743,U0022,P075,2024-09-15,5.0,8100
PU000744,U0022,P034,2024-11-05,2.0,101100
PU000745,U0022,P076,2024-04-23,5.0,48100
PU000746,U0022,P068,2024-12-24,4.0,21900
PU000747,U0022,P073,2024-03-26,,51900
PU000748,U0022,P079,2024-02-20,4.0,16600
PU000749,U0022,P100,2024-11-19,,21800
PU000750,U0022,P042,2024-03-19,4.0,10200
PU000751,U0023,P032,2024-03-30,4.0,82300
PU000752,U0023,P071,2024-03-10,,13500
PU000753,U0023,P054,2024-05-08,4.0,31500
PU000754,U0023,P023,2024-01-03,4.0,144100
PU000755,U0023,P036,2024-11-13,4.0,68300
PU000756,U0023,P023,2024-12-27,4.0,145300
PU000757,U0023,P032,2024-01-05,4.0,93900
PU000758,U0023,P032,2024-02-17,5.0,86900
PU000759,U0023,P040,2024-11-08,5.0,95300
PU000760,U0023,P021,2024-02-05,,122200
PU000761,U0023,P032,2024-11-27,,95300
PU000762,U0023,P042,2024-01-09,2.0,9100
PU000763,U0023,P035,2024-12-20,5.0,75300
PU000764,U0023,P036,2024-07-13,,64900
PU000765,U0023,P004,2024-07-29,,208900
PU000766,U0023,P035,2024-08-14,5.0,91500
PU000767,U0023,P039,2024-07-01,3.0,157600
PU000768,U0023,P021,2024-09-02,,115900
PU000769,U0023,P040,2024-09-08,5.0,89100
PU000770,U0023,P021,2024-10-30,5.0,117300
PU000771,U0023,P056,2024-08-30,4.0,19500
PU000772,U0023,P094,2024-10-11,,44800
PU000773,U0023,P024,2024-06-30,4.0,118700
PU000774,U0023,P096,2024-03-29,4.0,44000
PU000775,U0023,P038,2024-09-12,3.0,172700
PU000776,U0023,P016,2024-01-07,5.0,239400
PU000777,U0023,P059,2024-03-03,4.0,43100
PU000778,U0023,P027,2024-01-03,,66700
PU000779,U0023,P073,2024-03-18,3.0,46000
PU000780,U0023,P022,2024-07-29,5.0,165300
PU000781,U0023,P075,2024-08-13,3.0,10000
PU000782,U0023,P039,2024-12-25,4.0,168500
PU000783,U0023,P033,2024-07-29,4.0,90200
PU000784,U0023,P032,2024-11-08,5.0,78600
PU000785,U0023,P047,2024-09-18,4.0,28800
PU000786,U0023,P030,2024-04-18,4.0,128000
PU000787,U0024,P048,2024-08-12,4.0,51400
PU000788,U0024,P062,2024-02-07,,54300
PU000789,U0024,P047,2024-06-27,5.0,27600
PU000790,U0024,P053,2024-11-23,3.0,35600
PU000791,U0024,P056,2024-06-05,3.0,16200
PU000792,U0024,P040,2024-07-05,5.0,107900
PU000793,U0024,P053,2024-10-10,5.0,29700
PU000794,U0024,P025,2024-02-28,5.0,143000
PU000795,U0024,P059,2024-12-06,4.0,44500
PU000796,U0024,P085,2024-05-09,2.0,52700
PU000797,U0024,P056,2024-05-31,5.0,17700
PU000798,U0024,P041,2024-02-23,4.0,33000
PU000799,U0024,P060,2024-05-19,4.0,27400
PU000800,U0024,P041,2024-04-14,3.0,30800
PU000801,U0024,P054,2024-12-21,3.0,33600
PU000802,U0024,P089,2024-03-16,4.0,21600
PU000803,U0024,P044,2024-06-02,4.0,21100
PU000804,U0024,P047,2024-10-31,,29200
PU000805,U0024,P043,2024-02-14,3.0,18000
PU000806,U0024,P052,2024-01-24,4.0,45800
PU000807,U0024,P053,2024-04-30,,29800
PU000808,U0024,P059,2024-08-14,4.0,41000
PU000809,U0024,P046,2024-04-10,4.0,17800
PU000810,U0024,P050,2024-07-04,5.0,32900
PU000811,U0024,P042,2024-07-20,5.0,10600
PU000812,U0024,P011,2024-09-18,5.0,144100
PU000813,U0024,P051,2024-03-28,5.0,11200
PU000814,U0024,P056,2024-06-07,4.0,17300
PU000815,U0024,P057,2024-08-11,,25400
PU000816,U0024,P050,2024-02-27,5.0,29400
PU000817,U0024,P060,2024-08-27,4.0,31500
PU000818,U0024,P035,2024-09-13,4.0,79400
PU000819,U0024,P068,2024-07-08,4.0,28300
PU000820,U0024,P058,2024-04-09,4.0,38700
PU000821,U0024,P054,2024-05-01,4.0,26700
PU000822,U0024,P031,2024-03-10,5.0,31500
PU000823,U0024,P017,2024-11-14,3.0,75200
PU000824,U0025,P048,2024-05-30,4.0,44800
PU000825,U0025,P006,2024-09-10,2.0,158400
PU000826,U0025,P022,2024-07-01,3.0,142400
PU000827,U0025,P092,2024-09-17,3.0,63200
PU000828,U0025,P079,2024-01-25,4.0,18700
PU000829,U0025,P041,2024-12-16,3.0,33300
PU000830,U0025,P043,2024-01-10,4.0,17700
PU000831,U0025,P059,2024-08-26,4.0,44600
PU000832,U0025,P053,2024-01-17,5.0,29100
PU000833,U0025,P080,2024-11-12,5.0,64200
PU000834,U0025,P090,2024-01-10,3.0,24900
PU000835,U0025,P049,2024-06-18,4.0,26500
PU000836,U0025,P075,2024-12-07,4.0,9200
PU000837,U0025,P054,2024-12-14,5.0,32800
PU000838,U0025,P027,2024-11-02,,76200
PU000839,U0025,P056,2024-11-24,3.0,16800
PU000840,U0025,P078,2024-11-19,3.0,21900
PU000841,U0025,P058,2024-02-19,4.0,35200
PU000842,U0025,P067,2024-06-04,5.0,69100
PU000843,U0025,P051,2024-10-25,5.0,11100
PU000844,U0025,P054,2024-02-22,4.0,30700
PU000845,U0025,P032,2024-06-09,4.0,76400
PU000846,U0025,P023,2024-04-24,4.0,147500
PU000847,U0025,P071,2024-03-29,4.0,14200
PU000848,U0025,P080,2024-11-22,,64900
PU000849,U0025,P045,2024-03-08,5.0,44600
PU000850,U0025,P065,2024-03-27,5.0,58600
PU000851,U0025,P080,2024-03-23,4.0,56100
PU000852,U0025,P014,2024-04-09,2.0,39200
PU000853,U0025,P036,2024-03-09,4.0,73800
PU000854,U0025,P049,2024-07-12,4.0,26300
PU000855,U0025,P044,2024-03-31,4.0,21400
PU000856,U0025,P042,2024-09-24,4.0,9200
PU000857,U0025,P023,2024-09-12,,129300
PU000858,U0025,P033,2024-05-25,3.0,85400
PU000859,U0025,P075,2024-08-20,4.0,9900
PU000860,U0025,P079,2024-02-28,4.0,19500
PU000861,U0025,P041,2024-04-25,5.0,28500
PU000862,U0025,P060,2024-08-20,3.0,26600
PU000863,U0025,P057,2024-03-30,5.0,22700
PU000864,U0025,P060,2024-06-17,4.0,25300
PU000865,U0025,P066,2024-06-04,4.0,15700
PU000866,U0025,P050,2024-03-21,,34500
PU000867,U0025,P041,2024-03-23,3.0,31500
PU000868,U0025,P074,2024-07-10,4.0,62100
PU000869,U0025,P056,2024-04-02,4.0,16500
PU000870,U0025,P032,2024-01-19,2.0,94800
PU000871,U0025,P001,2024-02-02,4.0,230000
PU000872,U0025,P048,2024-05-26,4.0,51000
PU000873,U0025,P045,2024-09-25,5.0,42200
PU000874,U0025,P011,2024-01-18,,149100
PU000875,U0025,P092,2024-06-14,5.0,54000
PU000876,U0025,P049,2024-12-14,4.0,26300
PU000877,U0025,P061,2024-12-24,5.0,49800
PU000878,U0025,P079,2024-08-21,5.0,21000
PU000879,U0026,P098,2024-02-28,4.0,30000
PU000880,U0026,P098,2024-09-28,5.0,25300
PU000881,U0026,P081,2024-05-08,,24900
PU000882,U0026,P087,2024-09-24,5.0,22500
PU000883,U0026,P092,2024-09-02,4.0,54400
PU000884,U0026,P085,2024-05-02,4.0,60700
PU000885,U0026,P013,2024-06-09,4.0,170400
PU000886,U0026,P081,2024-04-30,5.0,22200
PU000887,U0026,P097,2024-12-23,,12100
PU000888,U0026,P085,2024-10-15,4.0,54000
PU000889,U0026,P087,2024-01-16,4.0,25800
PU000890,U0026,P088,2024-01-19,5.0,7500
PU000891,U0026,P092,2024-10-28,5.0,61600
PU000892,U0026,P094,2024-06-07,,43200
PU000893,U0026,P036,2024-07-02,2.0,72800
PU000894,U0026,P087,2024-04-06,3.0,24500
PU000895,U0026,P006,2024-12-14,3.0,157200
PU000896,U0026,P007,2024-12-12,,353300
PU000897,U0026,P089,2024-04-16,4.0,22800
PU000898,U0026,P097,2024-05-05,4.0,12000
PU000899,U0026,P086,2024-03-16,5.0,54900
PU000900,U0026,P096,2024-09-28,4.0,38700
PU000901,U0026,P007,2024-06-23,4.0,380600
PU000902,U0026,P085,2024-06-02,4.0,50100
PU000903,U0026,P100,2024-05-31,4.0,27400
PU000904,U0026,P088,2024-02-12,5.0,7900
PU000905,U0026,P088,2024-05-10,3.0,7000
PU000906,U0026,P044,2024-09-19,3.0,23900
PU000907,U0026,P091,2024-01-04,4.0,50100
PU000908,U0026,P091,2024-09-24,3.0,43100
PU000909,U0026,P092,2024-04-18,4.0,62000
PU000910,U0026,P072,2024-09-14,3.0,69500
PU000911,U0026,P048,2024-12-24,3.0,44200
PU000912,U0026,P022,2024-11-08,5.0,143200
PU000913,U0026,P099,2024-02-14,,17200
PU000914,U0026,P051,2024-03-26,5.0,10100
PU000915,U0026,P094,2024-11-22,3.0,48700
PU000916,U0026,P095,2024-03-22,4.0,41400
PU000917,U0026,P085,2024-07-01,3.0,56100
PU000918,U0026,P083,2024-04-25,4.0,32600
PU000919,U0026,P095,2024-11-11,5.0,40700
PU000920,U0026,P090,2024-02-27,4.0,24300
PU000921,U0026,P072,2024-09-14,3.0,66900
PU000922,U0026,P096,2024-11-05,5.0,42500
PU000923,U0026,P090,2024-04-24,4.0,23900
PU000924,U0026,P085,2024-05-30,4.0,56600
PU000925,U0026,P091,2024-09-03,4.0,41800
PU000926,U0026,P045,2024-04-16,3.0,37500
PU000927,U0026,P084,2024-01-20,,29200
PU000928,U0026,P081,2024-07-26,5.0,20500
PU000929,U0026,P096,2024-04-03,5.0,49100
PU000930,U0026,P050,2024-02-03,3.0,31100
PU000931,U0026,P090,2024-03-11,4.0,28900
PU000932,U0026,P100,2024-05-19,4.0,26400
PU000933,U0027,P093,2024-04-25,5.0,28000
PU000934,U0027,P019,2024-07-14,4.0,199600
PU000935,U0027,P089,2024-01-08,5.0,19400
PU000936,U0027,P014,2024-06-13,5.0,31300
PU000937,U0027,P098,2024-09-05,,24000
PU000938,U0027,P009,2024-01-21,5.0,162300
PU000939,U0027,P087,2024-07-24,,24400
PU000940,U0027,P010,2024-09-07,4.0,147700
PU000941,U0027,P016,2024-02-01,3.0,257600
PU000942,U0027,P014,2024-01-15,4.0,38800
PU000943,U0027,P004,2024-07-19,5.0,221500
PU000944,U0027,P051,2024-12-16,4.0,11600
PU000945,U0027,P096,2024-11-19,4.0,46000
PU000946,U0027,P012,2024-11-13,4.0,275000
PU000947,U0027,P049,2024-03-25,3.0,27200
PU000948,U0027,P001,2024-05-26,,270800
PU000949,U0027,P028,2024-12-17,3.0,46600
PU000950,U0027,P093,2024-08-14,5.0,28100
PU000951,U0027,P011,2024-08-21,4.0,112700
PU000952,U0027,P081,2024-12-10,5.0,21900
PU000953,U0027,P016,2024-11-27,,225400
PU000954,U0027,P005,2024-09-02,4.0,281800
PU000955,U0027,P064,2024-12-01,1.0,59600
PU000956,U0027,P095,2024-02-18,3.0,37800
PU000957,U0027,P087,2024-11-07,4.0,24600
PU000958,U0027,P021,2024-04-06,3.0,121000
PU000959,U0027,P019,2024-04-08,4.0,207100
PU000960,U0027,P030,2024-05-14,5.0,117800
PU000961,U0027,P069,2024-01-16,3.0,19400
PU000962,U0027,P048,2024-08-21,2.0,42800
PU000963,U0027,P035,2024-02-18,3.0,71900
PU000964,U0027,P030,2024-04-16,3.0,121600
PU000965,U0027,P014,2024-07-17,4.0,32400
PU000966,U0027,P081,2024-09-07,5.0,23100
PU000967,U0027,P017,2024-04-11,,66400
PU000968,U0027,P007,2024-11-28,,357100
PU000969,U0028,P089,2024-04-29,3.0,22400
PU000970,U0028,P035,2024-08-16,,73200
PU000971,U0028,P034,2024-08-08,4.0,88900
PU000972,U0028,P069,2024-06-24,,25200
PU000973,U0028,P092,2024-08-16,3.0,66000
PU000974,U0028,P071,2024-08-29,4.0,16800
PU000975,U0028,P094,2024-08-28,5.0,42900
PU000976,U0028,P080,2024-03-17,4.0,50400
PU000977,U0028,P065,2024-06-18,5.0,73900
PU000978,U0028,P093,2024-02-20,3.0,23900
PU000979,U0028,P001,2024-05-09,3.0,244300
PU000980,U0028,P038,2024-07-31,5.0,145700
PU000981,U0028,P056,2024-11-15,1.0,16600
PU000982,U0028,P069,2024-09-01,5.0,22800
PU000983,U0028,P068,2024-11-21,,25300
PU000984,U0028,P033,2024-04-17,5.0,80700
PU000985,U0028,P021,2024-02-23,5.0,119300
PU000986,U0028,P083,2024-04-15,3.0,40200
PU000987,U0028,P076,2024-02-06,5.0,54000
PU000988,U0028,P033,2024-05-09,3.0,92800
PU000989,U0028,P016,2024-06-09,5.0,262400
PU000990,U0028,P095,2024-12-31,1.0,38300
PU000991,U0028,P062,2024-08-01,4.0,43100
PU000992,U0028,P033,2024-05-10,5.0,83500
PU000993,U0028,P093,2024-07-23,3.0,21800
PU000994,U0028,P024,2024-06-08,4.0,104300
PU000995,U0028,P034,2024-04-01,3.0,107300
PU000996,U0028,P005,2024-01-05,3.0,229900
PU000997,U0028,P079,2024-11-02,4.0,21700
PU000998,U0028,P027,2024-02-07,5.0,63200
PU000999,U0028,P038,2024-10-15,4.0,141200
PU001000,U0028,P065,2024-05-14,4.0,68400
PU001001,U0028,P080,2024-03-09,4.0,66500
PU001002,U0028,P084,2024-03-05,,25800
PU001003,U0029,P007,2024-10-08,3.0,301100
PU001004,U0029,P012,2024-10-18,5.0,224200
PU001005,U0029,P030,2024-08-04,5.0,127100
PU001006,U0029,P064,2024-06-29,,48800
PU001007,U0029,P030,2024-06-12,,109500
PU001008,U0029,P035,2024-03-29,3.0,87400
PU001009,U0029,P072,2024-03-13,3.0,72200
PU001010,U0029,P029,2024-07-31,,69400
PU001011,U0029,P019,2024-03-14,5.0,193700
PU001012,U0029,P093,2024-11-09,1.0,27900
PU001013,U0029,P016,2024-02-18,4.0,289700
PU001014,U0029,P054,2024-06-19,,29500
PU001015,U0029,P058,2024-05-24,,39600
PU001016,U0029,P091,2024-01-15,1.0,38500
PU001017,U0029,P009,2024-01-27,4.0,187500
PU001018,U0029,P014,2024-12-03,4.0,34800
PU001019,U0029,P010,2024-09-16,4.0,148300
PU001020,U0029,P054,2024-03-24,4.0,31700
PU001021,U0029,P039,2024-12-29,5.0,153400
PU001022,U0029,P039,2024-01-15,4.0,146500
PU001023,U0029,P013,2024-02-09,4.0,146600
PU001024,U0029,P054,2024-08-01,2.0,31500
PU001025,U0029,P001,2024-06-15,4.0,211400
PU001026,U0029,P005,2024-08-02,5.0,234400
PU001027,U0029,P008,2024-12-16,4.0,255800
PU001028,U0029,P027,2024-06-02,5.0,73000
PU001029,U0029,P005,2024-01-01,5.0,276100
PU001030,U0029,P033,2024-11-10,4.0,86600
PU001031,U0029,P040,2024-07-13,,97600
PU001032,U0029,P064,2024-02-12,4.0,52600
PU001033,U0029,P001,2024-04-01,4.0,221100
PU001034,U0029,P036,2024-08-08,4.0,67300
PU001035,U0029,P030,2024-09-24,3.0,129900
PU001036,U0029,P019,2024-01-31,5.0,208600
PU001037,U0029,P040,2024-06-22,4.0,107000
PU001038,U0029,P010,2024-12-02,,126400
PU001039,U0029,P030,2024-12-18,5.0,101400
PU001040,U0029,P021,2024-04-30,4.0,135400
PU001041,U0029,P096,2024-08-14,5.0,39700
PU001042,U0029,P021,2024-04-29,5.0,127100
PU001043,U0029,P066,2024-06-11,4.0,13900
PU001044,U0029,P028,2024-10-22,4.0,51300
PU001045,U0029,P093,2024-03-06,,24200
PU001046,U0029,P098,2024-10-28,3.0,23500
PU001047,U0029,P095,2024-12-03,5.0,33000
PU001048,U0029,P034,2024-06-12,5.0,108200
PU001049,U0029,P069,2024-05-24,3.0,23000
PU001050,U0029,P097,2024-12-24,4.0,13600
PU001051,U0029,P075,2024-08-27,4.0,9000
PU001052,U0029,P039,2024-10-18,4.0,190200
PU001053,U0029,P083,2024-03-20,2.0,38200
PU001054,U0029,P001,2024-09-17,4.0,215500
PU001055,U0029,P072,2024-01-29,3.0,64600
PU001056,U0029,P038,2024-05-08,4.0,149500
PU001057,U0029,P017,2024-12-30,4.0,70300
PU001058,U0029,P026,2024-01-27,5.0,63000
PU001059,U0029,P068,2024-11-01,3.0,25200
PU001060,U0029,P030,2024-12-09,,105800
PU001061,U0029,P088,2024-11-21,3.0,8400
PU001062,U0029,P006,2024-02-14,5.0,170100
PU001063,U0029,P040,2024-05-11,4.0,86400
PU001064,U0029,P041,2024-10-16,1.0,34100
PU001065,U0029,P077,2024-06-27,3.0,50700
PU001066,U0029,P022,2024-09-30,3.0,149200
PU001067,U0029,P035,2024-07-08,3.0,86300
PU001068,U0030,P050,2024-11-21,3.0,32200
PU001069,U0030,P030,2024-04-26,3.0,113000
PU001070,U0030,P087,2024-11-17,4.0,23700
PU001071,U0030,P042,2024-11-19,4.0,9100
PU001072,U0030,P090,2024-11-19,4.0,29300
PU001073,U0030,P082,2024-07-12,5.0,47500
PU001074,U0030,P098,2024-03-05,5.0,30900
PU001075,U0030,P045,2024-06-26,,37400
PU001076,U0030,P042,2024-01-16,5.0,10200
PU001077,U0030,P035,2024-01-16,3.0,85600
PU001078,U0030,P053,2024-05-23,5.0,31600
PU001079,U0030,P054,2024-02-08,4.0,29900
PU001080,U0030,P026,2024-08-10,4.0,62000
PU001081,U0030,P061,2024-04-12,5.0,58900
PU001082,U0030,P015,2024-10-20,,130000
PU001083,U0030,P090,2024-10-21,,26300
PU001084,U0030,P016,2024-10-12,5.0,279100
PU001085,U0030,P013,2024-05-12,4.0,183000
PU001086,U0030,P100,2024-05-08,,23000
PU001087,U0030,P092,2024-08-13,4.0,60000
PU001088,U0030,P099,2024-12-22,5.0,16700
PU001089,U0030,P051,2024-03-09,,9100
PU001090,U0030,P098,2024-01-05,3.0,25800
PU001091,U0030,P052,2024-05-16,4.0,44700
PU001092,U0030,P100,2024-04-27,4.0,21600
